Temps	Canal A	Canal B
(ms)	(mV)	(V)

-1.45629681	125.33950000	2.28995600
-1.45373681	129.81050000	2.24509400
-1.45117681	129.81050000	2.24509400
-1.44861681	134.29670000	2.20038500
-1.44605681	134.29670000	2.15552200
-1.44349681	138.78290000	2.15552200
-1.44093681	138.78290000	2.15552200
-1.43837681	143.25390000	2.06595000
-1.43581681	147.74010000	2.06595000
-1.43325681	152.22630000	2.02108800
-1.43069681	152.22630000	1.97637900
-1.42813681	156.71250000	1.93151600
-1.42557681	161.18350000	1.93151600
-1.42301681	156.71250000	1.88680700
-1.42045681	161.18350000	1.84194500
-1.41789681	161.18350000	1.84194500
-1.41533681	165.66970000	1.84194500
-1.41277681	165.66970000	1.79723500
-1.41021681	165.66970000	1.75237300
-1.40765681	165.66970000	1.75237300
-1.40509681	170.15590000	1.70766300
-1.40253681	174.62690000	1.70766300
-1.39997681	179.11310000	1.70766300
-1.39741681	179.11310000	1.70766300
-1.39485681	179.11310000	1.66280100
-1.39229681	183.59930000	1.66280100
-1.38973681	183.59930000	1.61809100
-1.38717681	188.08560000	1.61809100
-1.38461681	188.08560000	1.61809100
-1.38205681	188.08560000	1.57322900
-1.37949681	188.08560000	1.57322900
-1.37693681	192.55650000	1.52852000
-1.37437681	192.55650000	1.52852000
-1.37181681	197.04280000	1.52852000
-1.36925681	197.04280000	1.48365700
-1.36669681	197.04280000	1.48365700
-1.36413681	197.04280000	1.43894800
-1.36157681	197.04280000	1.43894800
-1.35901681	201.52900000	1.39408600
-1.35645681	192.55650000	1.39408600
-1.35389681	201.52900000	1.39408600
-1.35133681	201.52900000	1.34937600
-1.34877681	201.52900000	1.34937600
-1.34621681	201.52900000	1.30451400
-1.34365681	205.99990000	1.25965100
-1.34109681	201.52900000	1.30451400
-1.33853681	205.99990000	1.25965100
-1.33597681	205.99990000	1.21494200
-1.33341681	205.99990000	1.21494200
-1.33085681	205.99990000	1.21494200
-1.32829681	210.48610000	1.17008000
-1.32573681	210.48610000	1.17008000
-1.32317681	210.48610000	1.17008000
-1.32061681	210.48610000	1.17008000
-1.31805681	205.99990000	1.12537000
-1.31549681	205.99990000	1.12537000
-1.31293681	210.48610000	1.12537000
-1.31037681	205.99990000	1.12537000
-1.30781681	210.48610000	1.08050800
-1.30525681	210.48610000	1.08050800
-1.30269681	205.99990000	1.08050800
-1.30013681	210.48610000	1.03579800
-1.29757681	210.48610000	1.08050800
-1.29501681	210.48610000	0.99093600
-1.29245681	210.48610000	1.03579800
-1.28989681	205.99990000	1.03579800
-1.28733681	210.48610000	0.99093600
-1.28477681	205.99990000	0.94622640
-1.28221681	205.99990000	0.94622640
-1.27965681	210.48610000	0.94622640
-1.27709681	197.04280000	0.94622640
-1.27453681	205.99990000	0.94622640
-1.27197681	205.99990000	0.90136410
-1.26941681	205.99990000	0.90136410
-1.26685681	205.99990000	0.90136410
-1.26429681	205.99990000	0.90136410
-1.26173681	205.99990000	0.90136410
-1.25917681	201.52900000	0.85665460
-1.25661681	201.52900000	0.85665460
-1.25405681	201.52900000	0.90136410
-1.25149681	201.52900000	0.85665460
-1.24893681	197.04280000	0.90136410
-1.24637681	197.04280000	0.85665460
-1.24381681	201.52900000	0.85665460
-1.24125681	192.55650000	0.85665460
-1.23869681	192.55650000	0.85665460
-1.23613681	192.55650000	0.85665460
-1.23357681	188.08560000	0.85665460
-1.23101681	188.08560000	0.85665460
-1.22845681	188.08560000	0.85665460
-1.22589681	183.59930000	0.85665460
-1.22333681	183.59930000	0.85665460
-1.22077681	183.59930000	0.85665460
-1.21821681	179.11310000	0.85665460
-1.21565681	179.11310000	0.85665460
-1.21309681	170.15590000	0.90136410
-1.21053681	170.15590000	0.85665460
-1.20797681	174.62690000	0.90136410
-1.20541681	170.15590000	0.90136410
-1.20285681	170.15590000	0.90136410
-1.20029681	170.15590000	0.90136410
-1.19773681	165.66970000	0.90136410
-1.19517681	165.66970000	0.90136410
-1.19261681	161.18350000	0.94622640
-1.19005681	161.18350000	0.94622640
-1.18749681	156.71250000	0.90136410
-1.18493681	156.71250000	0.94622640
-1.18237681	152.22630000	0.94622640
-1.17981681	152.22630000	0.90136410
-1.17725681	152.22630000	0.90136410
-1.17469681	147.74010000	0.94622640
-1.17213681	143.25390000	0.94622640
-1.16957681	143.25390000	0.94622640
-1.16701681	138.78290000	0.99093600
-1.16445681	134.29670000	0.90136410
-1.16189681	143.25390000	0.99093600
-1.15933681	129.81050000	0.94622640
-1.15677681	129.81050000	0.99093600
-1.15421681	125.33950000	0.99093600
-1.15165681	120.85330000	0.99093600
-1.14909681	120.85330000	0.99093600
-1.14653681	120.85330000	1.03579800
-1.14397681	111.89610000	1.03579800
-1.14141681	116.36710000	1.03579800
-1.13885681	111.89610000	1.08050800
-1.13629681	107.40990000	1.12537000
-1.13373681	98.43745000	1.12537000
-1.13117681	98.43745000	1.17008000
-1.12861681	98.43745000	1.21494200
-1.12605681	93.96648000	1.21494200
-1.12349681	93.96648000	1.21494200
-1.12093681	93.96648000	1.21494200
-1.11837681	80.52309000	1.25965100
-1.11581681	84.99404000	1.25965100
-1.11325681	80.52309000	1.30451400
-1.11069681	80.52309000	1.30451400
-1.10813681	76.03686000	1.30451400
-1.10557681	71.55064000	1.34937600
-1.10301681	67.07968000	1.34937600
-1.10045681	62.59346000	1.39408600
-1.09789681	62.59346000	1.43894800
-1.09533681	62.59346000	1.48365700
-1.09277681	58.10724000	1.48365700
-1.09021681	53.62102000	1.48365700
-1.08765681	49.15006000	1.52852000
-1.08509681	49.15006000	1.52852000
-1.08253681	44.66384000	1.57322900
-1.07997681	40.17762000	1.57322900
-1.07741681	40.17762000	1.57322900
-1.07485681	31.22043000	1.61809100
-1.07229681	31.22043000	1.61809100
-1.06973681	26.73421000	1.61809100
-1.06717681	26.73421000	1.66280100
-1.06461681	17.79229000	1.66280100
-1.06205681	17.79229000	1.66280100
-1.05949681	13.30607000	1.70766300
-1.05693681	13.30607000	1.70766300
-1.05437681	13.30607000	1.75237300
-1.05181681	8.81984900	1.75237300
-1.04925681	4.34888700	1.75237300
-1.04669681	4.34888700	1.79723500
-1.04413681	-0.13733330	1.84194500
-1.04157681	-4.62355400	1.79723500
-1.03901681	-4.62355400	1.84194500
-1.03645681	-4.62355400	1.88680700
-1.03389681	-13.58074000	1.93151600
-1.03133681	-18.06696000	1.93151600
-1.02877681	-22.55318000	1.97637900
-1.02621681	-22.55318000	1.97637900
-1.02365681	-27.02414000	2.02108800
-1.02109681	-31.51036000	2.06595000
-1.01853681	-31.51036000	2.06595000
-1.01597681	-35.99658000	2.11081300
-1.01341681	-40.46754000	2.15552200
-1.01085681	-44.95376000	2.20038500
-1.00829681	-44.95376000	2.20038500
-1.00573681	-49.43998000	2.24509400
-1.00317681	-53.91095000	2.28995600
-1.00061681	-58.39716000	2.28995600
-0.99805681	-58.39716000	2.28995600
-0.99549681	-62.88339000	2.33466600
-0.99293681	-62.88339000	2.37952800
-0.99037681	-67.36961000	2.37952800
-0.98781681	-80.81301000	2.46910000
-0.98525681	-76.32679000	2.46910000
-0.98269681	-76.32679000	2.51381000
-0.98013681	-76.32679000	2.51381000
-0.97757681	-80.81301000	2.55867200
-0.97501681	-85.28397000	2.55867200
-0.97245681	-80.81301000	2.55867200
-0.96989681	-89.77020000	2.60338100
-0.96733681	-89.77020000	2.64824400
-0.96477681	-94.25641000	2.64824400
-0.96221681	-94.25641000	2.69295300
-0.95965681	-94.25641000	2.69295300
-0.95709681	-103.21360000	2.73781500
-0.95453681	-107.69980000	2.73781500
-0.95197681	-107.69980000	2.78267800
-0.94941681	-112.18600000	2.78267800
-0.94685681	-121.14320000	2.82738700
-0.94429681	-112.18600000	2.87225000
-0.94173681	-121.14320000	2.91695900
-0.93917681	-116.65700000	2.91695900
-0.93661681	-125.62940000	2.91695900
-0.93405681	-125.62940000	2.96182100
-0.93149681	-125.62940000	3.00653100
-0.92893681	-130.10040000	3.00653100
-0.92637681	-134.58660000	3.05139300
-0.92381681	-134.58660000	3.00653100
-0.92125681	-134.58660000	3.05139300
-0.91869681	-139.07280000	3.09610300
-0.91613681	-139.07280000	3.14096500
-0.91357681	-143.55910000	3.14096500
-0.91101681	-148.03000000	3.18567500
-0.90845681	-143.55910000	3.23053700
-0.90589681	-152.51620000	3.23053700
-0.90333681	-148.03000000	3.23053700
-0.90077681	-152.51620000	3.27524600
-0.89821681	-152.51620000	3.27524600
-0.89565681	-152.51620000	3.27524600
-0.89309681	-157.00250000	3.32010900
-0.89053681	-157.00250000	3.36481800
-0.88797681	-161.47340000	3.36481800
-0.88541681	-161.47340000	3.40968000
-0.88285681	-161.47340000	3.45439000
-0.88029681	-165.95960000	3.45439000
-0.87773681	-165.95960000	3.49925200
-0.87517681	-165.95960000	3.54411500
-0.87261681	-170.44590000	3.54411500
-0.87005681	-170.44590000	3.54411500
-0.86749681	-170.44590000	3.58882400
-0.86493681	-174.91680000	3.63368600
-0.86237681	-174.91680000	3.58882400
-0.85981681	-174.91680000	3.63368600
-0.85725681	-165.95960000	3.67839600
-0.85469681	-179.40300000	3.67839600
-0.85213681	-174.91680000	3.67839600
-0.84957681	-179.40300000	3.72325800
-0.84701681	-179.40300000	3.72325800
-0.84445681	-179.40300000	3.72325800
-0.84189681	-179.40300000	3.72325800
-0.83933681	-183.88930000	3.76796800
-0.83677681	-183.88930000	3.81283000
-0.83421681	-183.88930000	3.81283000
-0.83165681	-183.88930000	3.85754000
-0.82909681	-183.88930000	3.81283000
-0.82653681	-188.37550000	3.81283000
-0.82397681	-183.88930000	3.90240200
-0.82141681	-183.88930000	3.90240200
-0.81885681	-188.37550000	3.85754000
-0.81629681	-183.88930000	3.90240200
-0.81373681	-183.88930000	3.94711100
-0.81117681	-183.88930000	3.94711100
-0.80861681	-188.37550000	3.99197400
-0.80605681	-188.37550000	3.99197400
-0.80349681	-188.37550000	3.99197400
-0.80093681	-183.88930000	3.99197400
-0.79837681	-183.88930000	3.99197400
-0.79581681	-188.37550000	4.03668300
-0.79325681	-188.37550000	4.03668300
-0.79069681	-188.37550000	4.03668300
-0.78813681	-183.88930000	4.03668300
-0.78557681	-183.88930000	4.08154500
-0.78301681	-183.88930000	4.08154500
-0.78045681	-183.88930000	4.08154500
-0.77789681	-179.40300000	4.08154500
-0.77533681	-183.88930000	4.12625500
-0.77277681	-183.88930000	4.12625500
-0.77021681	-179.40300000	4.12625500
-0.76765681	-179.40300000	4.12625500
-0.76509681	-179.40300000	4.17111700
-0.76253681	-179.40300000	4.17111700
-0.75997681	-174.91680000	4.17111700
-0.75741681	-174.91680000	4.17111700
-0.75485681	-174.91680000	4.17111700
-0.75229681	-174.91680000	4.17111700
-0.74973681	-174.91680000	4.17111700
-0.74717681	-174.91680000	4.17111700
-0.74461681	-170.44590000	4.17111700
-0.74205681	-170.44590000	4.17111700
-0.73949681	-170.44590000	4.17111700
-0.73693681	-165.95960000	4.17111700
-0.73437681	-165.95960000	4.17111700
-0.73181681	-165.95960000	4.17111700
-0.72925681	-161.47340000	4.17111700
-0.72669681	-161.47340000	4.17111700
-0.72413681	-161.47340000	4.17111700
-0.72157681	-157.00250000	4.17111700
-0.71901681	-157.00250000	4.17111700
-0.71645681	-152.51620000	4.17111700
-0.71389681	-148.03000000	4.17111700
-0.71133681	-152.51620000	4.17111700
-0.70877681	-152.51620000	4.17111700
-0.70621681	-148.03000000	4.17111700
-0.70365681	-148.03000000	4.17111700
-0.70109681	-143.55910000	4.17111700
-0.69853681	-143.55910000	4.17111700
-0.69597681	-139.07280000	4.17111700
-0.69341681	-143.55910000	4.17111700
-0.69085681	-130.10040000	4.12625500
-0.68829681	-130.10040000	4.12625500
-0.68573681	-130.10040000	4.12625500
-0.68317681	-130.10040000	4.08154500
-0.68061681	-125.62940000	4.08154500
-0.67805681	-125.62940000	4.08154500
-0.67549681	-121.14320000	4.08154500
-0.67293681	-121.14320000	4.03668300
-0.67037681	-116.65700000	4.03668300
-0.66781681	-116.65700000	4.03668300
-0.66525681	-112.18600000	3.99197400
-0.66269681	-107.69980000	3.99197400
-0.66013681	-107.69980000	3.99197400
-0.65757681	-103.21360000	3.99197400
-0.65501681	-103.21360000	3.94711100
-0.65245681	-103.21360000	3.94711100
-0.64989681	-98.72737000	3.94711100
-0.64733681	-94.25641000	3.90240200
-0.64477681	-94.25641000	3.90240200
-0.64221681	-89.77020000	3.90240200
-0.63965681	-85.28397000	3.90240200
-0.63709681	-85.28397000	3.85754000
-0.63453681	-80.81301000	3.85754000
-0.63197681	-80.81301000	3.85754000
-0.62941681	-76.32679000	3.81283000
-0.62685681	-76.32679000	3.81283000
-0.62429681	-71.84057000	3.81283000
-0.62173681	-67.36961000	3.81283000
-0.61917681	-76.32679000	3.76796800
-0.61661681	-58.39716000	3.76796800
-0.61405681	-58.39716000	3.76796800
-0.61149681	-53.91095000	3.72325800
-0.60893681	-49.43998000	3.72325800
-0.60637681	-44.95376000	3.72325800
-0.60381681	-44.95376000	3.67839600
-0.60125681	-40.46754000	3.67839600
-0.59869681	-40.46754000	3.63368600
-0.59613681	-35.99658000	3.63368600
-0.59357681	-31.51036000	3.63368600
-0.59101681	-27.02414000	3.63368600
-0.58845681	-27.02414000	3.63368600
-0.58589681	-27.02414000	3.58882400
-0.58333681	-22.55318000	3.54411500
-0.58077681	-18.06696000	3.54411500
-0.57821681	-9.09451500	3.49925200
-0.57565681	-13.58074000	3.40968000
-0.57309681	-9.09451500	3.40968000
-0.57053681	-4.62355400	3.40968000
-0.56797681	-0.13733330	3.36481800
-0.56541681	-0.13733330	3.36481800
-0.56285681	4.34888700	3.32010900
-0.56029681	8.81984900	3.27524600
-0.55773681	13.30607000	3.27524600
-0.55517681	13.30607000	3.27524600
-0.55261681	13.30607000	3.23053700
-0.55005681	17.79229000	3.18567500
-0.54749681	26.73421000	3.18567500
-0.54493681	26.73421000	3.14096500
-0.54237681	26.73421000	3.09610300
-0.53981681	31.22043000	3.09610300
-0.53725681	35.70665000	3.05139300
-0.53469681	35.70665000	3.05139300
-0.53213681	40.17762000	3.00653100
-0.52957681	44.66384000	3.00653100
-0.52701681	49.15006000	2.96182100
-0.52445681	53.62102000	2.96182100
-0.52189681	53.62102000	2.91695900
-0.51933681	58.10724000	2.91695900
-0.51677681	58.10724000	2.91695900
-0.51421681	62.59346000	2.87225000
-0.51165681	62.59346000	2.82738700
-0.50909681	71.55064000	2.78267800
-0.50653681	67.07968000	2.73781500
-0.50397681	80.52309000	2.73781500
-0.50141681	76.03686000	2.73781500
-0.49885681	80.52309000	2.69295300
-0.49629681	80.52309000	2.69295300
-0.49373681	89.48026000	2.64824400
-0.49117681	89.48026000	2.64824400
-0.48861681	89.48026000	2.60338100
-0.48605681	98.43745000	2.60338100
-0.48349681	98.43745000	2.60338100
-0.48093681	102.92370000	2.55867200
-0.47837681	107.40990000	2.55867200
-0.47581681	107.40990000	2.51381000
-0.47325681	116.36710000	2.51381000
-0.47069681	111.89610000	2.46910000
-0.46813681	116.36710000	2.42423800
-0.46557681	120.85330000	2.42423800
-0.46301681	120.85330000	2.37952800
-0.46045681	120.85330000	2.37952800
-0.45789681	125.33950000	2.28995600
-0.45533681	129.81050000	2.33466600
-0.45277681	134.29670000	2.28995600
-0.45021681	134.29670000	2.28995600
-0.44765681	134.29670000	2.24509400
-0.44509681	143.25390000	2.24509400
-0.44253681	143.25390000	2.20038500
-0.43997681	147.74010000	2.15552200
-0.43741681	147.74010000	2.20038500
-0.43485681	152.22630000	2.11081300
-0.43229682	152.22630000	2.06595000
-0.42973682	152.22630000	2.06595000
-0.42717682	152.22630000	2.02108800
-0.42461682	161.18350000	1.97637900
-0.42205682	161.18350000	1.93151600
-0.41949682	161.18350000	1.93151600
-0.41693682	161.18350000	1.88680700
-0.41437682	165.66970000	1.84194500
-0.41181682	165.66970000	1.84194500
-0.40925682	170.15590000	1.84194500
-0.40669682	170.15590000	1.75237300
-0.40413682	174.62690000	1.75237300
-0.40157682	179.11310000	1.70766300
-0.39901682	179.11310000	1.66280100
-0.39645682	179.11310000	1.61809100
-0.39389682	183.59930000	1.66280100
-0.39133682	179.11310000	1.61809100
-0.38877682	183.59930000	1.57322900
-0.38621682	183.59930000	1.57322900
-0.38365682	183.59930000	1.57322900
-0.38109682	192.55650000	1.57322900
-0.37853682	192.55650000	1.57322900
-0.37597682	188.08560000	1.57322900
-0.37341682	192.55650000	1.57322900
-0.37085682	197.04280000	1.52852000
-0.36829682	197.04280000	1.48365700
-0.36573682	197.04280000	1.48365700
-0.36317682	201.52900000	1.43894800
-0.36061682	197.04280000	1.43894800
-0.35805682	201.52900000	1.43894800
-0.35549682	201.52900000	1.39408600
-0.35293682	201.52900000	1.34937600
-0.35037682	201.52900000	1.34937600
-0.34781682	201.52900000	1.30451400
-0.34525682	205.99990000	1.30451400
-0.34269682	201.52900000	1.30451400
-0.34013682	205.99990000	1.30451400
-0.33757682	205.99990000	1.21494200
-0.33501682	205.99990000	1.21494200
-0.33245682	210.48610000	1.21494200
-0.32989682	197.04280000	1.17008000
-0.32733682	210.48610000	1.17008000
-0.32477682	210.48610000	1.17008000
-0.32221682	210.48610000	1.12537000
-0.31965682	205.99990000	1.12537000
-0.31709682	205.99990000	1.12537000
-0.31453682	205.99990000	1.12537000
-0.31197682	205.99990000	1.12537000
-0.30941682	210.48610000	1.12537000
-0.30685682	210.48610000	1.08050800
-0.30429682	210.48610000	1.08050800
-0.30173682	205.99990000	1.03579800
-0.29917682	205.99990000	1.03579800
-0.29661682	210.48610000	1.03579800
-0.29405682	210.48610000	1.03579800
-0.29149682	205.99990000	1.03579800
-0.28893682	205.99990000	0.99093600
-0.28637682	205.99990000	1.03579800
-0.28381682	205.99990000	0.99093600
-0.28125682	205.99990000	0.94622640
-0.27869682	210.48610000	0.94622640
-0.27613682	205.99990000	0.94622640
-0.27357682	205.99990000	0.94622640
-0.27101682	205.99990000	0.90136410
-0.26845682	205.99990000	0.90136410
-0.26589682	201.52900000	0.90136410
-0.26333682	205.99990000	0.90136410
-0.26077682	201.52900000	0.85665460
-0.25821682	201.52900000	0.85665460
-0.25565682	201.52900000	0.85665460
-0.25309682	201.52900000	0.90136410
-0.25053682	197.04280000	0.85665460
-0.24797682	197.04280000	0.90136410
-0.24541682	197.04280000	0.85665460
-0.24285682	197.04280000	0.85665460
-0.24029682	192.55650000	0.85665460
-0.23773682	192.55650000	0.85665460
-0.23517682	192.55650000	0.85665460
-0.23261682	192.55650000	0.85665460
-0.23005682	188.08560000	0.85665460
-0.22749682	183.59930000	0.85665460
-0.22493682	183.59930000	0.85665460
-0.22237682	183.59930000	0.85665460
-0.21981682	179.11310000	0.85665460
-0.21725682	179.11310000	0.85665460
-0.21469682	179.11310000	0.85665460
-0.21213682	179.11310000	0.85665460
-0.20957682	174.62690000	0.85665460
-0.20701682	174.62690000	0.90136410
-0.20445682	170.15590000	0.90136410
-0.20189682	161.18350000	0.90136410
-0.19933682	165.66970000	0.94622640
-0.19677682	165.66970000	0.90136410
-0.19421682	161.18350000	0.94622640
-0.19165682	161.18350000	0.94622640
-0.18909682	161.18350000	0.94622640
-0.18653682	156.71250000	0.90136410
-0.18397682	156.71250000	0.94622640
-0.18141682	152.22630000	0.94622640
-0.17885682	152.22630000	0.94622640
-0.17629682	152.22630000	0.94622640
-0.17373682	147.74010000	0.99093600
-0.17117682	143.25390000	0.99093600
-0.16861682	143.25390000	0.99093600
-0.16605682	138.78290000	0.99093600
-0.16349682	138.78290000	0.99093600
-0.16093682	129.81050000	0.99093600
-0.15837682	129.81050000	0.99093600
-0.15581682	125.33950000	1.03579800
-0.15325682	125.33950000	1.03579800
-0.15069682	116.36710000	1.03579800
-0.14813682	120.85330000	1.03579800
-0.14557682	116.36710000	1.03579800
-0.14301682	116.36710000	1.03579800
-0.14045682	111.89610000	1.08050800
-0.13789682	111.89610000	1.08050800
-0.13533682	98.43745000	1.12537000
-0.13277682	102.92370000	1.12537000
-0.13021682	98.43745000	1.12537000
-0.12765682	98.43745000	1.12537000
-0.12509682	93.96648000	1.17008000
-0.12253682	93.96648000	1.17008000
-0.11997682	89.48026000	1.21494200
-0.11741682	89.48026000	1.21494200
-0.11485682	84.99404000	1.21494200
-0.11229682	80.52309000	1.25965100
-0.10973682	80.52309000	1.25965100
-0.10717682	71.55064000	1.30451400
-0.10461682	71.55064000	1.30451400
-0.10205682	67.07968000	1.30451400
-0.09949682	62.59346000	1.34937600
-0.09693682	58.10724000	1.39408600
-0.09437682	58.10724000	1.39408600
-0.09181682	58.10724000	1.39408600
-0.08925682	53.62102000	1.48365700
-0.08669682	49.15006000	1.48365700
-0.08413682	40.17762000	1.48365700
-0.08157682	44.66384000	1.48365700
-0.07901682	40.17762000	1.52852000
-0.07645682	35.70665000	1.57322900
-0.07389682	31.22043000	1.52852000
-0.07133682	31.22043000	1.61809100
-0.06877682	26.73421000	1.61809100
-0.06621682	22.26325000	1.66280100
-0.06365682	22.26325000	1.70766300
-0.06109682	17.79229000	1.66280100
-0.05853682	13.30607000	1.70766300
-0.05597682	8.81984900	1.75237300
-0.05341682	8.81984900	1.75237300
-0.05085682	8.81984900	1.79723500
-0.04829682	4.34888700	1.84194500
-0.04573682	-0.13733330	1.84194500
-0.04317682	-0.13733330	1.84194500
-0.04061682	-4.62355400	1.84194500
-0.03805682	-9.09451500	1.84194500
-0.03549682	-9.09451500	1.93151600
-0.03293682	-13.58074000	1.93151600
-0.03037682	-18.06696000	1.93151600
-0.02781682	-22.55318000	1.97637900
-0.02525682	-22.55318000	1.97637900
-0.02269682	-27.02414000	2.02108800
-0.02013682	-31.51036000	2.06595000
-0.01757682	-35.99658000	2.06595000
-0.01501682	-35.99658000	2.11081300
-0.01245682	-40.46754000	2.15552200
-0.00989682	-44.95376000	2.20038500
-0.00733682	-44.95376000	2.20038500
-0.00477682	-49.43998000	2.24509400
-0.00221682	-53.91095000	2.24509400
0.00034318	-58.39716000	2.28995600
0.00290318	-58.39716000	2.28995600
0.00546318	-62.88339000	2.33466600
0.00802318	-62.88339000	2.33466600
0.01058318	-71.84057000	2.42423800
0.01314318	-71.84057000	2.46910000
0.01570318	-76.32679000	2.46910000
0.01826318	-76.32679000	2.46910000
0.02082318	-80.81301000	2.51381000
0.02338318	-85.28397000	2.55867200
0.02594318	-80.81301000	2.55867200
0.02850318	-85.28397000	2.55867200
0.03106318	-89.77020000	2.60338100
0.03362318	-94.25641000	2.64824400
0.03618318	-94.25641000	2.69295300
0.03874318	-94.25641000	2.69295300
0.04130318	-98.72737000	2.73781500
0.04386318	-103.21360000	2.73781500
0.04642318	-107.69980000	2.78267800
0.04898318	-107.69980000	2.82738700
0.05154318	-112.18600000	2.82738700
0.05410318	-116.65700000	2.87225000
0.05666318	-116.65700000	2.91695900
0.05922318	-125.62940000	2.91695900
0.06178318	-121.14320000	2.96182100
0.06434318	-125.62940000	3.00653100
0.06690318	-125.62940000	3.00653100
0.06946318	-125.62940000	3.00653100
0.07202318	-134.58660000	3.05139300
0.07458318	-143.55910000	3.05139300
0.07714318	-134.58660000	3.14096500
0.07970318	-134.58660000	3.14096500
0.08226318	-134.58660000	3.14096500
0.08482318	-143.55910000	3.18567500
0.08738318	-139.07280000	3.18567500
0.08994318	-143.55910000	3.23053700
0.09250318	-143.55910000	3.23053700
0.09506318	-152.51620000	3.27524600
0.09762318	-148.03000000	3.27524600
0.10018318	-148.03000000	3.32010900
0.10274318	-161.47340000	3.36481800
0.10530318	-157.00250000	3.36481800
0.10786318	-157.00250000	3.36481800
0.11042318	-157.00250000	3.36481800
0.11298318	-161.47340000	3.40968000
0.11554318	-157.00250000	3.45439000
0.11810318	-161.47340000	3.45439000
0.12066318	-165.95960000	3.49925200
0.12322318	-165.95960000	3.49925200
0.12578318	-165.95960000	3.54411500
0.12834318	-170.44590000	3.58882400
0.13090318	-170.44590000	3.63368600
0.13346318	-174.91680000	3.63368600
0.13602318	-174.91680000	3.63368600
0.13858318	-170.44590000	3.67839600
0.14114318	-174.91680000	3.63368600
0.14370318	-179.40300000	3.72325800
0.14626318	-179.40300000	3.72325800
0.14882318	-179.40300000	3.72325800
0.15138318	-179.40300000	3.72325800
0.15394318	-192.84650000	3.72325800
0.15650318	-179.40300000	3.76796800
0.15906318	-179.40300000	3.76796800
0.16162318	-183.88930000	3.81283000
0.16418318	-179.40300000	3.81283000
0.16674318	-183.88930000	3.81283000
0.16930318	-179.40300000	3.81283000
0.17186318	-179.40300000	3.85754000
0.17442318	-183.88930000	3.90240200
0.17698318	-188.37550000	3.90240200
0.17954318	-183.88930000	3.90240200
0.18210318	-188.37550000	3.94711100
0.18466318	-183.88930000	3.94711100
0.18722318	-188.37550000	3.94711100
0.18978318	-183.88930000	3.99197400
0.19234318	-188.37550000	3.99197400
0.19490318	-188.37550000	3.99197400
0.19746318	-188.37550000	3.99197400
0.20002318	-183.88930000	3.99197400
0.20258318	-179.40300000	3.99197400
0.20514318	-183.88930000	4.03668300
0.20770318	-183.88930000	4.03668300
0.21026318	-188.37550000	4.03668300
0.21282318	-183.88930000	4.03668300
0.21538318	-183.88930000	4.08154500
0.21794318	-183.88930000	4.08154500
0.22050318	-183.88930000	4.08154500
0.22306318	-183.88930000	4.12625500
0.22562318	-183.88930000	4.08154500
0.22818318	-183.88930000	4.12625500
0.23074318	-179.40300000	4.08154500
0.23330318	-192.84650000	4.12625500
0.23586318	-179.40300000	4.17111700
0.23842318	-174.91680000	4.17111700
0.24098318	-179.40300000	4.12625500
0.24354318	-174.91680000	4.17111700
0.24610318	-174.91680000	4.17111700
0.24866318	-174.91680000	4.17111700
0.25122318	-170.44590000	4.17111700
0.25378318	-170.44590000	4.17111700
0.25634318	-170.44590000	4.17111700
0.25890318	-170.44590000	4.17111700
0.26146318	-170.44590000	4.17111700
0.26402318	-165.95960000	4.21598000
0.26658318	-165.95960000	4.17111700
0.26914318	-165.95960000	4.17111700
0.27170318	-165.95960000	4.17111700
0.27426318	-161.47340000	4.17111700
0.27682318	-161.47340000	4.17111700
0.27938318	-157.00250000	4.17111700
0.28194318	-161.47340000	4.21598000
0.28450318	-157.00250000	4.17111700
0.28706318	-152.51620000	4.21598000
0.28962318	-152.51620000	4.17111700
0.29218318	-148.03000000	4.17111700
0.29474318	-152.51620000	4.17111700
0.29730318	-148.03000000	4.12625500
0.29986318	-143.55910000	4.17111700
0.30242318	-143.55910000	4.12625500
0.30498318	-139.07280000	4.17111700
0.30754318	-139.07280000	4.17111700
0.31010318	-134.58660000	4.17111700
0.31266318	-134.58660000	4.12625500
0.31522318	-125.62940000	4.08154500
0.31778318	-130.10040000	4.12625500
0.32034318	-125.62940000	4.08154500
0.32290318	-125.62940000	4.08154500
0.32546318	-125.62940000	4.08154500
0.32802318	-121.14320000	4.08154500
0.33058318	-116.65700000	4.03668300
0.33314318	-107.69980000	4.03668300
0.33570318	-116.65700000	3.99197400
0.33826318	-107.69980000	3.99197400
0.34082318	-107.69980000	3.99197400
0.34338318	-103.21360000	3.99197400
0.34594318	-98.72737000	3.99197400
0.34850318	-98.72737000	3.94711100
0.35106318	-94.25641000	3.94711100
0.35362318	-94.25641000	3.90240200
0.35618318	-89.77020000	3.90240200
0.35874318	-85.28397000	3.90240200
0.36130318	-89.77020000	3.85754000
0.36386318	-80.81301000	3.85754000
0.36642318	-85.28397000	3.81283000
0.36898318	-76.32679000	3.81283000
0.37154318	-76.32679000	3.81283000
0.37410318	-71.84057000	3.81283000
0.37666318	-67.36961000	3.76796800
0.37922318	-67.36961000	3.81283000
0.38178318	-62.88339000	3.76796800
0.38434318	-58.39716000	3.72325800
0.38690318	-58.39716000	3.72325800
0.38946318	-53.91095000	3.72325800
0.39202318	-49.43998000	3.72325800
0.39458318	-49.43998000	3.67839600
