Fréquence	Canal B
(kHz)	(dBm)

12.79115677	-47.35870000
12.79711723	-49.03439000
12.80307770	-56.03725000
12.80903816	-57.41029000
12.81499863	-55.39441000
12.82095909	-54.91732000
12.82691956	-58.12961000
12.83288002	-58.41436000
12.83884048	-56.61991000
12.84480095	-55.37458000
12.85076141	-54.19975000
12.85672188	-53.40737000
12.86268234	-54.02279000
12.86864281	-53.57212000
12.87460327	-53.29675000
12.88056374	-55.81425000
12.88652420	-52.39719000
12.89248466	-49.71386000
12.89844513	-52.62154000
12.90440559	-51.35113000
12.91036606	-52.03770000
12.91632652	-56.70113000
12.92228699	-56.39667000
12.92824745	-56.24080000
12.93420792	-52.00061000
12.94016838	-49.90604000
12.94612885	-50.91508000
12.95208931	-47.29374000
12.95804977	-46.26809000
12.96401024	-50.09798000
12.96997070	-55.23329000
12.97593117	-57.13644000
12.98189163	-56.02852000
12.98785210	-55.85379000
12.99381256	-58.77818000
12.99977303	-60.86594000
13.00573349	-62.10033000
13.01169395	-61.78467000
13.01765442	-57.30551000
13.02361488	-55.27245000
13.02957535	-58.77037000
13.03553581	-59.71949000
13.04149628	-58.90726000
13.04745674	-59.00412000
13.05341721	-60.08950000
13.05937767	-58.25668000
13.06533813	-57.50512000
13.07129860	-56.23909000
13.07725906	-56.19253000
13.08321953	-55.72859000
13.08917999	-56.25008000
13.09514046	-59.89548000
13.10110092	-58.52102000
13.10706139	-60.55492000
13.11302185	-61.66599000
13.11898232	-57.32042000
13.12494278	-56.70024000
13.13090324	-58.24607000
13.13686371	-55.63396000
13.14282417	-56.68108000
13.14878464	-56.78973000
13.15474510	-56.91421000
13.16070557	-58.34162000
13.16666603	-57.66621000
13.17262650	-57.18334000
13.17858696	-57.92336000
13.18454742	-56.89408000
13.19050789	-56.71120000
13.19646835	-56.46738000
13.20242882	-57.23302000
13.20838928	-56.26504000
13.21434975	-53.95262000
13.22031021	-53.11776000
13.22627068	-56.02538000
13.23223114	-53.04902000
13.23819160	-51.01595000
13.24415207	-52.83570000
13.25011253	-53.76775000
13.25607300	-52.40442000
13.26203346	-50.70189000
13.26799393	-49.73917000
13.27395439	-51.80275000
13.27991486	-55.18726000
13.28587532	-56.48417000
13.29183578	-55.87816000
13.29779625	-55.37977000
13.30375671	-57.43839000
13.30971718	-57.26782000
13.31567764	-56.75186000
13.32163811	-58.08390000
13.32759857	-57.89615000
13.33355904	-58.10391000
13.33951950	-59.02086000
13.34547997	-59.04736000
13.35144043	-59.17708000
13.35740089	-55.34402000
13.36336136	-53.98096000
13.36932182	-56.78218000
13.37528229	-58.84091000
13.38124275	-55.74036000
13.38720322	-54.37679000
13.39316368	-55.38892000
13.39912415	-56.38356000
13.40508461	-56.45256000
13.41104507	-59.64180000
13.41700554	-61.65289000
13.42296600	-57.53491000
13.42892647	-59.45250000
13.43488693	-58.29668000
13.44084740	-58.87772000
13.44680786	-59.08720000
13.45276833	-61.46521000
13.45872879	-57.82465000
13.46468925	-57.77881000
13.47064972	-60.93149000
13.47661018	-57.56674000
13.48257065	-53.91930000
13.48853111	-55.52543000
13.49449158	-60.82322000
13.50045204	-61.58689000
13.50641251	-60.33804000
13.51237297	-59.57725000
13.51833344	-61.58259000
13.52429390	-61.37210000
13.53025436	-59.39734000
13.53621483	-57.91683000
13.54217529	-57.66090000
13.54813576	-54.38812000
13.55409622	-53.97007000
13.56005669	-55.34771000
13.56601715	-55.52718000
13.57197762	-53.69109000
13.57793808	-55.21513000
13.58389854	-59.28443000
13.58985901	-57.33472000
13.59581947	-58.10463000
13.60177994	-58.40575000
13.60774040	-57.99441000
13.61370087	-57.65793000
13.61966133	-58.54841000
13.62562180	-55.72543000
13.63158226	-55.42823000
13.63754272	-54.81269000
13.64350319	-55.17633000
13.64946365	-54.07169000
13.65542412	-51.79133000
13.66138458	-50.81276000
13.66734505	-53.54740000
13.67330551	-53.03410000
13.67926598	-56.66588000
13.68522644	-57.96755000
13.69118690	-59.12166000
13.69714737	-56.82666000
13.70310783	-58.18924000
13.70906830	-57.65570000
13.71502876	-55.21509000
13.72098923	-56.97086000
13.72694969	-56.44771000
13.73291016	-54.67221000
13.73887062	-56.02565000
13.74483109	-54.92617000
13.75079155	-54.81040000
13.75675201	-54.10587000
13.76271248	-54.29027000
13.76867294	-54.25480000
13.77463341	-52.50925000
13.78059387	-53.77963000
13.78655434	-54.26388000
13.79251480	-52.86023000
13.79847527	-51.41816000
13.80443573	-49.68514000
13.81039619	-48.42722000
13.81635666	-53.29891000
13.82231712	-48.42503000
13.82827759	-47.00885000
13.83423805	-51.83176000
13.84019852	-56.71637000
13.84615898	-58.19989000
13.85211945	-56.48431000
13.85807991	-59.22848000
13.86404037	-57.40166000
13.87000084	-59.05573000
13.87596130	-62.84207000
13.88192177	-61.15630000
13.88788223	-60.59525000
13.89384270	-56.95694000
13.89980316	-58.63395000
13.90576363	-54.54183000
13.91172409	-53.77472000
13.91768456	-55.84679000
13.92364502	-57.48455000
13.92960548	-54.91691000
13.93556595	-59.20242000
13.94152641	-56.42452000
13.94748688	-54.24837000
13.95344734	-56.64079000
13.95940781	-58.46858000
13.96536827	-59.05025000
13.97132874	-61.25080000
13.97728920	-58.85136000
13.98324966	-57.76205000
13.98921013	-57.45357000
13.99517059	-58.50738000
14.00113106	-58.40792000
14.00709152	-58.70967000
14.01305199	-60.33443000
14.01901245	-60.44212000
14.02497292	-59.81604000
14.03093338	-60.88367000
14.03689384	-60.15958000
14.04285431	-59.01449000
14.04881477	-59.70014000
14.05477524	-58.71049000
14.06073570	-60.65091000
14.06669617	-62.23090000
14.07265663	-62.56947000
14.07861710	-60.62235000
14.08457756	-60.50283000
14.09053802	-62.05834000
14.09649849	-62.17727000
14.10245895	-59.56062000
14.10841942	-63.46923000
14.11437988	-62.19455000
14.12034035	-58.72582000
14.12630081	-59.53640000
14.13226128	-62.43358000
14.13822174	-61.92139000
14.14418221	-59.61149000
14.15014267	-54.65422000
14.15610313	-55.63187000
14.16206360	-57.16346000
14.16802406	-56.90756000
14.17398453	-58.37199000
14.17994499	-60.40148000
14.18590546	-61.41063000
14.19186592	-61.41461000
14.19782639	-60.45031000
14.20378685	-58.93203000
14.20974731	-58.04714000
14.21570778	-57.42992000
14.22166824	-56.73043000
14.22762871	-58.33107000
14.23358917	-59.74416000
14.23954964	-59.39946000
14.24551010	-54.74998000
14.25147057	-54.98729000
14.25743103	-61.88667000
14.26339149	-60.88925000
14.26935196	-58.31491000
14.27531242	-57.67635000
14.28127289	-57.57294000
14.28723335	-58.43266000
14.29319382	-57.69258000
14.29915428	-58.17449000
14.30511475	-55.77740000
14.31107521	-53.50775000
14.31703568	-55.15854000
14.32299614	-59.47349000
14.32895660	-58.78897000
14.33491707	-59.43321000
14.34087753	-58.77918000
14.34683800	-58.97908000
14.35279846	-59.76097000
14.35875893	-58.04680000
14.36471939	-57.36264000
14.37067986	-57.96602000
14.37664032	-57.99937000
14.38260078	-57.85080000
14.38856125	-56.19492000
14.39452171	-54.03664000
14.40048218	-56.81312000
14.40644264	-58.97344000
14.41240311	-57.17557000
14.41836357	-57.03911000
14.42432404	-59.91116000
14.43028450	-57.12469000
14.43624496	-58.74239000
14.44220543	-63.14342000
14.44816589	-62.13646000
14.45412636	-62.51322000
14.46008682	-59.44897000
14.46604729	-57.22489000
14.47200775	-61.64721000
14.47796822	-61.39968000
14.48392868	-60.05167000
14.48988914	-60.70392000
14.49584961	-63.52344000
14.50181007	-63.79335000
14.50777054	-63.38108000
14.51373100	-62.88625000
14.51969147	-62.78467000
14.52565193	-62.33945000
14.53161240	-63.16674000
14.53757286	-62.82818000
14.54353333	-61.71494000
14.54949379	-59.99513000
14.55545425	-60.84008000
14.56141472	-61.58298000
14.56737518	-63.14544000
14.57333565	-63.99350000
14.57929611	-63.36611000
14.58525658	-63.02292000
14.59121704	-61.96565000
14.59717751	-60.46793000
14.60313797	-61.81222000
14.60909843	-63.53915000
14.61505890	-62.95814000
14.62101936	-60.20620000
14.62697983	-58.97551000
14.63294029	-59.81749000
14.63890076	-61.36400000
14.64486122	-57.52172000
14.65082169	-56.62121000
14.65678215	-59.19067000
14.66274261	-58.43906000
14.66870308	-58.65187000
14.67466354	-60.82867000
14.68062401	-59.30825000
14.68658447	-59.80507000
14.69254494	-59.53519000
14.69850540	-56.48986000
14.70446587	-56.74139000
14.71042633	-59.20599000
14.71638680	-60.38980000
14.72234726	-57.55455000
14.72830772	-55.49477000
14.73426819	-57.68418000
14.74022865	-60.04583000
14.74618912	-63.18161000
14.75214958	-63.30931000
14.75811005	-63.34553000
14.76407051	-59.35871000
14.77003098	-59.76192000
14.77599144	-60.23239000
14.78195190	-57.66663000
14.78791237	-62.42915000
14.79387283	-63.59545000
14.79983330	-64.25529000
14.80579376	-63.24488000
14.81175423	-62.93558000
14.81771469	-64.04318000
14.82367516	-63.98364000
14.82963562	-62.01704000
14.83559608	-66.17665000
14.84155655	-64.39621000
14.84751701	-63.48581000
14.85347748	-65.40269000
14.85943794	-62.10963000
14.86539841	-60.74774000
14.87135887	-63.29854000
14.87731934	-62.41436000
14.88327980	-64.18573000
14.88924026	-64.19048000
14.89520073	-62.48791000
14.90116119	-63.10017000
14.90712166	-63.85880000
14.91308212	-59.39952000
14.91904259	-60.54015000
14.92500305	-60.18212000
14.93096352	-59.21690000
14.93692398	-61.73740000
14.94288445	-63.90488000
14.94884491	-60.23864000
14.95480537	-60.13389000
14.96076584	-59.23870000
14.96672630	-59.49320000
14.97268677	-60.89521000
14.97864723	-60.97591000
14.98460770	-59.40778000
14.99056816	-58.85752000
14.99652863	-62.43427000
15.00248909	-59.22540000
15.00844955	-56.87641000
15.01441002	-60.38749000
15.02037048	-61.64793000
15.02633095	-61.26814000
15.03229141	-62.33551000
15.03825188	-61.95426000
15.04421234	-61.50673000
15.05017281	-61.49229000
15.05613327	-61.98124000
15.06209373	-62.22727000
15.06805420	-62.23907000
15.07401466	-63.97055000
15.07997513	-65.11620000
15.08593559	-65.18843000
15.09189606	-63.25670000
15.09785652	-63.04264000
15.10381699	-64.53342000
15.10977745	-64.89613000
15.11573792	-65.74134000
15.12169838	-65.53987000
15.12765884	-64.90260000
15.13361931	-63.66535000
15.13957977	-62.50090000
15.14554024	-61.28175000
15.15150070	-59.47320000
15.15746117	-59.31351000
15.16342163	-58.40385000
15.16938210	-56.87218000
15.17534256	-57.47223000
15.18130302	-58.29703000
15.18726349	-56.01676000
15.19322395	-55.07202000
15.19918442	-57.26507000
15.20514488	-59.31259000
15.21110535	-58.51893000
15.21706581	-55.49079000
15.22302628	-57.75378000
15.22898674	-60.11293000
15.23494720	-60.15273000
15.24090767	-61.26122000
15.24686813	-61.12865000
15.25282860	-61.63679000
15.25878906	-62.19582000
15.26474953	-62.97091000
15.27070999	-61.74781000
15.27667046	-58.96630000
15.28263092	-59.89675000
15.28859138	-61.68883000
15.29455185	-61.46397000
15.30051231	-61.56895000
15.30647278	-62.71084000
15.31243324	-62.60331000
15.31839371	-63.85217000
15.32435417	-63.27929000
15.33031464	-63.60851000
15.33627510	-64.12364000
15.34223557	-63.93679000
15.34819603	-65.11076000
15.35415649	-66.29594000
15.36011696	-65.82707000
15.36607742	-64.51756000
15.37203789	-63.53798000
15.37799835	-68.54027000
15.38395882	-65.02383000
15.38991928	-66.71841000
15.39587975	-63.29148000
15.40184021	-63.72245000
15.40780067	-67.17265000
15.41376114	-66.99849000
15.41972160	-65.21674000
15.42568207	-63.73714000
15.43164253	-63.63831000
15.43760300	-62.05943000
15.44356346	-61.67326000
15.44952393	-62.57033000
15.45548439	-65.06050000
15.46144485	-64.97328000
15.46740532	-63.53662000
15.47336578	-64.87466000
15.47932625	-64.58142000
15.48528671	-64.90099000
15.49124718	-66.67369000
15.49720764	-64.57365000
15.50316811	-65.56517000
15.50912857	-66.26054000
15.51508904	-65.86089000
15.52104950	-68.60992000
15.52700996	-61.97181000
15.53297043	-64.82587000
15.53893089	-68.15703000
15.54489136	-65.83717000
15.55085182	-65.57036000
15.55681229	-63.70479000
15.56277275	-67.22665000
15.56873322	-66.43210000
15.57469368	-67.25040000
15.58065414	-66.15446000
15.58661461	-67.21350000
15.59257507	-67.78266000
15.59853554	-68.28233000
15.60449600	-66.33741000
15.61045647	-66.20299000
15.61641693	-68.60963000
15.62237740	-63.19676000
15.62833786	-67.17082000
15.63429832	-65.95091000
15.64025879	-65.29035000
15.64621925	-63.95618000
15.65217972	-64.73468000
15.65814018	-61.68007000
15.66410065	-62.28299000
15.67006111	-65.47590000
15.67602158	-67.48635000
15.68198204	-64.26341000
15.68794250	-63.69884000
15.69390297	-60.86430000
15.69986343	-62.00710000
15.70582390	-58.99901000
15.71178436	-54.65460000
15.71774483	-54.39241000
15.72370529	-59.18886000
15.72966576	-60.56461000
15.73562622	-61.38708000
15.74158669	-59.42892000
15.74754715	-58.84106000
15.75350761	-55.08199000
15.75946808	-54.24967000
15.76542854	-52.48808000
15.77138901	-53.34504000
15.77734947	-59.73488000
15.78330994	-63.30539000
15.78927040	-63.06242000
15.79523087	-60.97612000
15.80119133	-60.57198000
15.80715179	-61.89323000
15.81311226	-63.08020000
15.81907272	-62.32010000
15.82503319	-64.90366000
15.83099365	-63.78096000
15.83695412	-62.84763000
15.84291458	-62.82966000
15.84887505	-63.03947000
15.85483551	-63.97198000
15.86079597	-65.34112000
15.86675644	-64.05747000
15.87271690	-65.78413000
15.87867737	-68.42343000
15.88463783	-65.94447000
15.89059830	-66.40252000
15.89655876	-66.30322000
15.90251923	-65.57880000
15.90847969	-64.52036000
15.91444016	-62.99961000
15.92040062	-66.69814000
15.92636108	-66.43610000
15.93232155	-65.51690000
15.93828201	-64.24992000
15.94424248	-65.51041000
15.95020294	-66.08136000
15.95616341	-64.78159000
15.96212387	-63.80765000
15.96808434	-64.52607000
15.97404480	-65.33303000
15.98000526	-66.05152000
15.98596573	-68.85588000
15.99192619	-67.83389000
15.99788666	-68.16426000
16.00384712	-68.37439000
16.00980759	-69.47592000
16.01576805	-70.39941000
16.02172852	-67.38998000
16.02768898	-67.45099000
16.03364944	-67.81100000
16.03960991	-66.26560000
16.04557037	-67.54149000
16.05153084	-68.27811000
16.05749130	-68.63238000
16.06345177	-69.92561000
16.06941223	-66.73843000
16.07537270	-67.70951000
16.08133316	-68.71365000
16.08729362	-67.62779000
16.09325409	-65.96490000
16.09921455	-67.88594000
16.10517502	-69.39992000
16.11113548	-69.66597000
16.11709595	-68.19912000
16.12305641	-68.85831000
16.12901688	-69.26855000
16.13497734	-69.74084000
16.14093781	-70.66035000
16.14689827	-69.78529000
16.15285873	-70.90045000
16.15881920	-69.55250000
16.16477966	-69.20715000
16.17074013	-69.54883000
16.17670059	-69.70748000
16.18266106	-68.70090000
16.18862152	-70.50990000
16.19458199	-69.55884000
16.20054245	-66.65173000
16.20650291	-66.69334000
16.21246338	-66.15797000
16.21842384	-68.13144000
16.22438431	-66.01325000
16.23034477	-66.28920000
16.23630524	-68.64597000
16.24226570	-68.35379000
16.24822617	-65.31703000
16.25418663	-64.56571000
16.26014709	-63.87614000
16.26610756	-64.58318000
16.27206802	-65.35003000
16.27802849	-66.34721000
16.28398895	-67.93895000
16.28994942	-67.22406000
16.29590988	-66.01743000
16.30187035	-66.75227000
16.30783081	-67.18400000
16.31379128	-65.90376000
16.31975174	-67.75565000
16.32571220	-68.95370000
16.33167267	-69.41171000
16.33763313	-69.68324000
16.34359360	-66.69083000
16.34955406	-65.84798000
16.35551453	-66.34484000
16.36147499	-66.19806000
16.36743546	-66.81594000
16.37339592	-67.55309000
16.37935638	-68.86272000
16.38531685	-68.26698000
16.39127731	-68.13101000
16.39723778	-68.62004000
16.40319824	-69.79140000
16.40915871	-70.65364000
16.41511917	-68.98554000
16.42107964	-66.62019000
16.42704010	-68.13823000
16.43300056	-68.90422000
16.43896103	-69.35487000
16.44492149	-68.65704000
16.45088196	-65.42796000
16.45684242	-66.64193000
16.46280289	-63.06372000
16.46876335	-60.87496000
16.47472382	-61.35213000
16.48068428	-63.02719000
16.48664474	-63.53390000
16.49260521	-63.73188000
16.49856567	-64.29918000
16.50452614	-63.95741000
16.51048660	-63.36052000
16.51644707	-62.65845000
16.52240753	-62.27974000
16.52836800	-62.79333000
16.53432846	-61.77733000
16.54028893	-62.54631000
16.54624939	-62.94215000
16.55220985	-65.02127000
16.55817032	-65.31400000
16.56413078	-65.61279000
16.57009125	-68.03100000
16.57605171	-69.15298000
16.58201218	-67.41866000
16.58797264	-65.76128000
16.59393311	-67.34237000
16.59989357	-69.67129000
16.60585403	-68.72424000
16.61181450	-70.22914000
16.61777496	-70.81628000
16.62373543	-69.71385000
16.62969589	-68.86388000
16.63565636	-67.16515000
16.64161682	-67.70825000
16.64757729	-67.22335000
16.65353775	-67.20277000
16.65949821	-69.61615000
16.66545868	-68.64495000
16.67141914	-66.03284000
16.67737961	-64.66374000
16.68334007	-64.75082000
16.68930054	-65.52396000
16.69526100	-67.73059000
16.70122147	-65.82362000
16.70718193	-64.09998000
16.71314240	-63.61738000
16.71910286	-62.81100000
16.72506332	-62.88558000
16.73102379	-62.51910000
16.73698425	-63.61836000
16.74294472	-63.80386000
16.74890518	-62.14651000
16.75486565	-62.61029000
16.76082611	-62.63153000
16.76678658	-62.66840000
16.77274704	-63.65801000
16.77870750	-64.91026000
16.78466797	-67.53061000
16.79062843	-68.31405000
16.79658890	-67.30708000
16.80254936	-65.31294000
16.80850983	-64.73223000
16.81447029	-66.39468000
16.82043076	-68.69964000
16.82639122	-66.63387000
16.83235168	-62.57331000
16.83831215	-62.58540000
16.84427261	-64.59795000
16.85023308	-64.57320000
16.85619354	-67.58075000
16.86215401	-66.11919000
16.86811447	-65.51667000
16.87407494	-62.50533000
16.88003540	-63.04457000
16.88599586	-64.77405000
16.89195633	-66.77853000
16.89791679	-63.45368000
16.90387726	-61.23259000
16.90983772	-62.57915000
16.91579819	-64.09702000
16.92175865	-65.89066000
16.92771912	-64.70125000
16.93367958	-63.72101000
16.93964005	-60.69447000
16.94560051	-63.46079000
16.95156097	-63.56799000
16.95752144	-63.56321000
16.96348190	-65.17777000
16.96944237	-66.31612000
16.97540283	-66.37103000
16.98136330	-65.15540000
16.98732376	-64.75359000
16.99328423	-64.87692000
16.99924469	-62.89956000
17.00520515	-60.61014000
17.01116562	-60.26152000
17.01712608	-61.94517000
17.02308655	-64.31319000
17.02904701	-64.67190000
17.03500748	-63.56849000
17.04096794	-63.01014000
17.04692841	-63.22759000
17.05288887	-63.70512000
17.05884933	-65.24474000
17.06480980	-67.89910000
17.07077026	-68.46802000
17.07673073	-67.16490000
17.08269119	-68.03521000
17.08865166	-68.83437000
17.09461212	-69.49779000
17.10057259	-69.21681000
17.10653305	-68.07030000
17.11249352	-67.46110000
17.11845398	-67.33053000
17.12441444	-68.76027000
17.13037491	-68.06107000
17.13633537	-69.72780000
17.14229584	-67.26782000
17.14825630	-66.33300000
17.15421677	-68.08501000
17.16017723	-65.74479000
17.16613770	-64.85934000
17.17209816	-67.02917000
17.17805862	-64.08788000
17.18401909	-65.48776000
17.18997955	-65.77252000
17.19594002	-66.94850000
17.20190048	-67.94772000
17.20786095	-66.86917000
17.21382141	-65.21462000
17.21978188	-66.09261000
17.22574234	-66.09219000
17.23170280	-67.02165000
17.23766327	-67.20750000
17.24362373	-65.67869000
17.24958420	-65.23105000
17.25554466	-65.14413000
17.26150513	-63.89075000
17.26746559	-64.56168000
17.27342606	-67.93809000
17.27938652	-68.45959000
17.28534698	-70.32968000
17.29130745	-70.07430000
17.29726791	-68.86156000
17.30322838	-70.72047000
17.30918884	-70.95920000
17.31514931	-69.16353000
17.32110977	-68.54197000
17.32707024	-67.32833000
17.33303070	-65.67334000
17.33899117	-65.62349000
17.34495163	-68.03620000
17.35091209	-71.31967000
17.35687256	-70.90089000
17.36283302	-71.88250000
17.36879349	-71.62865000
17.37475395	-71.12619000
17.38071442	-70.53395000
17.38667488	-70.58354000
17.39263535	-67.43491000
17.39859581	-70.27280000
17.40455627	-69.60784000
17.41051674	-70.20750000
17.41647720	-71.32680000
17.42243767	-70.62514000
17.42839813	-69.86836000
17.43435860	-71.25409000
17.44031906	-68.95913000
17.44627953	-69.48900000
17.45223999	-71.32869000
17.45820045	-70.22217000
17.46416092	-69.94832000
17.47012138	-66.67134000
17.47608185	-66.92992000
17.48204231	-69.93047000
17.48800278	-71.17891000
17.49396324	-71.10175000
17.49992371	-69.68378000
17.50588417	-70.73335000
17.51184464	-71.44613000
17.51780510	-71.84029000
17.52376556	-68.15863000
17.52972603	-67.49191000
17.53568649	-69.58263000
17.54164696	-70.35625000
17.54760742	-69.79428000
17.55356789	-68.58897000
17.55952835	-68.28989000
17.56548882	-68.42140000
17.57144928	-68.85030000
17.57740974	-69.58327000
17.58337021	-70.60920000
17.58933067	-71.03805000
17.59529114	-71.58253000
17.60125160	-71.19881000
17.60721207	-71.43939000
17.61317253	-71.76842000
17.61913300	-71.34586000
17.62509346	-71.41933000
17.63105392	-71.80398000
17.63701439	-69.28132000
17.64297485	-68.16620000
17.64893532	-70.30324000
17.65489578	-69.73572000
17.66085625	-69.34121000
17.66681671	-67.83196000
17.67277718	-65.58526000
17.67873764	-67.41437000
17.68469810	-68.57642000
17.69065857	-67.99293000
17.69661903	-65.51511000
17.70257950	-66.85810000
17.70853996	-67.32436000
17.71450043	-63.21781000
17.72046089	-64.96167000
17.72642136	-66.37197000
17.73238182	-65.75701000
17.73834229	-65.74354000
17.74430275	-68.23293000
17.75026321	-69.83204000
17.75622368	-69.47935000
17.76218414	-69.55476000
17.76814461	-69.91908000
17.77410507	-69.58539000
17.78006554	-68.04103000
17.78602600	-69.53310000
17.79198647	-68.41434000
17.79794693	-70.10639000
17.80390739	-70.74697000
17.80986786	-69.37440000
17.81582832	-70.23054000
17.82178879	-70.13957000
17.82774925	-68.57610000
17.83370972	-68.27968000
17.83967018	-69.27878000
17.84563065	-69.52821000
17.85159111	-69.96146000
17.85755157	-68.59113000
17.86351204	-68.36807000
17.86947250	-69.13663000
17.87543297	-69.77197000
17.88139343	-71.19897000
17.88735390	-71.22811000
17.89331436	-70.91060000
17.89927483	-68.97074000
17.90523529	-69.75039000
17.91119576	-68.32941000
17.91715622	-70.08978000
17.92311668	-70.37023000
17.92907715	-70.87521000
17.93503761	-71.65166000
17.94099808	-71.54878000
17.94695854	-69.80504000
17.95291901	-70.85976000
17.95887947	-71.81056000
17.96483994	-71.07383000
17.97080040	-70.50594000
17.97676086	-70.31209000
17.98272133	-69.46887000
17.98868179	-69.44287000
17.99464226	-69.51764000
18.00060272	-70.40201000
18.00656319	-70.40496000
18.01252365	-70.45631000
18.01848412	-70.90705000
18.02444458	-72.01736000
18.03040504	-70.63407000
18.03636551	-68.06815000
18.04232597	-68.47043000
18.04828644	-67.89072000
18.05424690	-66.78505000
18.06020737	-68.23692000
18.06616783	-68.23450000
18.07212830	-69.82336000
18.07808876	-68.66583000
18.08404922	-69.06650000
18.09000969	-67.91309000
18.09597015	-65.38544000
18.10193062	-67.49895000
18.10789108	-68.29680000
18.11385155	-64.22918000
18.11981201	-66.47378000
18.12577248	-66.86577000
18.13173294	-67.77314000
18.13769341	-70.70313000
18.14365387	-69.40770000
18.14961433	-69.19081000
18.15557480	-66.37570000
18.16153526	-70.25134000
18.16749573	-70.47610000
18.17345619	-69.46806000
18.17941666	-71.53601000
18.18537712	-70.30943000
18.19133759	-67.96762000
18.19729805	-69.43330000
18.20325851	-69.15503000
18.20921898	-70.29390000
18.21517944	-70.34309000
18.22113991	-69.51199000
18.22710037	-71.26525000
18.23306084	-70.56906000
18.23902130	-70.32626000
18.24498177	-68.38380000
18.25094223	-70.21624000
18.25690269	-69.94747000
18.26286316	-68.94688000
18.26882362	-71.10037000
18.27478409	-70.73412000
18.28074455	-71.44944000
18.28670502	-71.32950000
18.29266548	-70.79948000
18.29862595	-70.93378000
18.30458641	-71.09698000
18.31054688	-70.70687000
18.31650734	-70.03219000
18.32246780	-71.31678000
18.32842827	-71.10973000
18.33438873	-68.03560000
18.34034920	-68.98240000
18.34630966	-69.20467000
18.35227013	-68.06443000
18.35823059	-68.99367000
18.36419106	-69.23074000
18.37015152	-71.94458000
18.37611198	-70.84880000
18.38207245	-70.88566000
18.38803291	-70.70739000
18.39399338	-71.91954000
18.39995384	-70.68715000
18.40591431	-71.63773000
18.41187477	-70.21266000
18.41783524	-69.67828000
18.42379570	-69.58476000
18.42975616	-69.07355000
18.43571663	-70.60942000
18.44167709	-71.59676000
18.44763756	-71.02646000
18.45359802	-70.66508000
18.45955849	-70.48174000
18.46551895	-71.23702000
18.47147942	-71.65280000
18.47743988	-70.82153000
18.48340034	-69.92789000
18.48936081	-70.18401000
18.49532127	-70.23466000
18.50128174	-70.19146000
18.50724220	-69.58999000
18.51320267	-71.21243000
18.51916313	-70.38049000
18.52512360	-70.36961000
18.53108406	-67.39177000
18.53704453	-69.55303000
18.54300499	-68.74664000
18.54896545	-70.65870000
18.55492592	-71.34949000
18.56088638	-70.98021000
18.56684685	-71.52813000
18.57280731	-71.26014000
18.57876778	-70.58724000
18.58472824	-71.04063000
18.59068871	-70.21053000
18.59664917	-69.73558000
18.60260963	-70.64989000
18.60857010	-69.11649000
18.61453056	-69.73013000
18.62049103	-70.82629000
18.62645149	-69.63094000
18.63241196	-69.50797000
18.63837242	-68.63542000
18.64433289	-70.67313000
18.65029335	-71.34589000
18.65625381	-70.21252000
18.66221428	-71.91179000
18.66817474	-70.72464000
18.67413521	-70.68874000
18.68009567	-69.16960000
18.68605614	-70.99684000
18.69201660	-70.26359000
18.69797707	-70.68138000
18.70393753	-68.67426000
18.70989799	-70.68299000
18.71585846	-70.15411000
18.72181892	-68.42035000
18.72777939	-69.91563000
18.73373985	-70.70772000
18.73970032	-70.42957000
18.74566078	-71.36443000
18.75162125	-71.62036000
18.75758171	-71.92185000
18.76354218	-70.40210000
18.76950264	-70.58020000
18.77546310	-70.58974000
18.78142357	-70.84824000
18.78738403	-69.84175000
18.79334450	-71.30682000
18.79930496	-71.68070000
18.80526543	-71.16476000
18.81122589	-70.89861000
18.81718636	-69.18905000
18.82314682	-68.41740000
18.82910728	-72.27426000
18.83506775	-71.68354000
18.84102821	-68.31058000
18.84698868	-69.58189000
18.85294914	-70.62460000
18.85890961	-71.78797000
18.86487007	-69.47802000
18.87083054	-69.69917000
18.87679100	-70.93654000
18.88275146	-69.96951000
18.88871193	-70.96704000
18.89467239	-71.64824000
18.90063286	-71.23738000
18.90659332	-69.87342000
18.91255379	-70.65266000
18.91851425	-70.64856000
18.92447472	-71.81839000
18.93043518	-72.67287000
18.93639565	-70.51846000
18.94235611	-70.94763000
18.94831657	-71.70170000
18.95427704	-71.20684000
18.96023750	-70.50194000
18.96619797	-70.58141000
18.97215843	-70.41530000
18.97811890	-70.09428000
18.98407936	-71.70210000
18.99003983	-70.88739000
18.99600029	-70.05147000
19.00196075	-71.76816000
19.00792122	-70.16413000
19.01388168	-70.37025000
19.01984215	-69.87389000
19.02580261	-70.30599000
19.03176308	-71.26649000
19.03772354	-69.62562000
19.04368401	-70.06486000
19.04964447	-70.09239000
19.05560493	-69.70795000
19.06156540	-67.87442000
19.06752586	-69.65042000
19.07348633	-71.05314000
19.07944679	-72.15741000
19.08540726	-70.72200000
19.09136772	-70.14912000
19.09732819	-70.27927000
19.10328865	-70.08266000
19.10924911	-70.84515000
19.11520958	-71.12527000
19.12117004	-69.76814000
19.12713051	-71.58714000
19.13309097	-70.84565000
19.13905144	-71.26032000
19.14501190	-71.62353000
19.15097237	-70.77106000
19.15693283	-69.17473000
19.16289330	-70.37007000
19.16885376	-71.15409000
19.17481422	-71.44826000
19.18077469	-69.70014000
19.18673515	-69.05394000
19.19269562	-69.96096000
