time	V(out)
1.984740521020141e-03	6.799053e-02
1.989581293278313e-03	4.831573e-02
1.994422065536485e-03	2.856897e-02
1.999262837794657e-03	8.750253e-03
2.002374762817768e-03	-3.978725e-03
2.005486687840879e-03	-1.669407e-02
2.008598612863989e-03	-2.939578e-02
2.011710537887100e-03	-4.208386e-02
2.014822462910211e-03	-5.475831e-02
2.017934387933322e-03	-6.741912e-02
2.021046312956432e-03	-8.006630e-02
2.028307471343691e-03	-1.095697e-01
2.035568629730949e-03	-1.386960e-01
2.042829788118207e-03	-1.674452e-01
2.050090946505466e-03	-1.958173e-01
2.057352104892724e-03	-2.238123e-01
2.064613263279982e-03	-2.514301e-01
2.071874421667241e-03	-2.786709e-01
2.074986346690351e-03	-2.901189e-01
2.078098271713462e-03	-3.014453e-01
2.081210196736573e-03	-3.126501e-01
2.084322121759683e-03	-3.237334e-01
2.087434046782794e-03	-3.346951e-01
2.090545971805905e-03	-3.455352e-01
2.093657896829016e-03	-3.562537e-01
2.096078282958102e-03	-3.644979e-01
2.097390305825501e-03	-3.689319e-01
2.098687925668638e-03	-3.732877e-01
2.101614181479720e-03	-3.830235e-01
2.103726865287475e-03	-3.899673e-01
2.105839549095230e-03	-3.968398e-01
2.107952232902984e-03	-4.036407e-01
2.110064916710739e-03	-4.103703e-01
2.112177600518494e-03	-4.170283e-01
2.114290284326249e-03	-4.236150e-01
2.116402968134003e-03	-4.301302e-01
2.123664126521262e-03	-4.519354e-01
2.128504898779434e-03	-4.659822e-01
2.133345671037606e-03	-4.795680e-01
2.138186443295778e-03	-4.926926e-01
2.143027215553951e-03	-5.053560e-01
2.147867987812123e-03	-5.175583e-01
2.152708760070295e-03	-5.292995e-01
2.157549532328467e-03	-5.405795e-01
2.162390304586639e-03	-5.513307e-01
2.169651462973898e-03	-5.664983e-01
2.177604160255181e-03	-5.818285e-01
2.185556857536464e-03	-5.956315e-01
2.193509554817747e-03	-6.079074e-01
2.201462252099030e-03	-6.186562e-01
2.209414949380312e-03	-6.278778e-01
2.217367646661595e-03	-6.355723e-01
2.225320343942878e-03	-6.417397e-01
2.230161116201051e-03	-6.446752e-01
2.235001888459223e-03	-6.470107e-01
2.239842660717395e-03	-6.487462e-01
2.244683432975567e-03	-6.498815e-01
2.249524205233739e-03	-6.504169e-01
2.254364977491912e-03	-6.503522e-01
2.259205749750084e-03	-6.496874e-01
2.262663444220207e-03	-6.488413e-01
2.266121138690330e-03	-6.476908e-01
2.269578833160453e-03	-6.462358e-01
2.273036527630576e-03	-6.444764e-01
2.276494222100699e-03	-6.424126e-01
2.279951916570822e-03	-6.400443e-01
2.283409611040945e-03	-6.373717e-01
2.285829997170031e-03	-6.353233e-01
2.294820002792351e-03	-6.263223e-01
2.303810008414671e-03	-6.154284e-01
2.312800014036991e-03	-6.026415e-01
2.321790019659310e-03	-5.879618e-01
2.330780025281630e-03	-5.713891e-01
2.339770030903950e-03	-5.529235e-01
2.348760036526270e-03	-5.325650e-01
2.354983886572491e-03	-5.174928e-01
2.361207736618713e-03	-5.016930e-01
2.367431586664934e-03	-4.851658e-01
2.373655436711156e-03	-4.679111e-01
2.379879286757377e-03	-4.499289e-01
2.386103136803598e-03	-4.312192e-01
2.392326986849820e-03	-4.117820e-01
2.399242375790066e-03	-3.894096e-01
2.406157764730312e-03	-3.664142e-01
2.413073153670558e-03	-3.427958e-01
2.419988542610804e-03	-3.185545e-01
2.426903931551050e-03	-2.936902e-01
2.433819320491296e-03	-2.682029e-01
2.440734709431542e-03	-2.420927e-01
2.447995867818800e-03	-2.141583e-01
2.455257026206059e-03	-1.859270e-01
2.462518184593317e-03	-1.573989e-01
2.469779342980575e-03	-1.285739e-01
2.477040501367834e-03	-9.945204e-02
2.484301659755092e-03	-7.003333e-02
2.491562818142350e-03	-4.031777e-02
2.495020512612473e-03	-2.618953e-02
2.498478207082596e-03	-1.206561e-02
2.501935901552719e-03	2.053976e-03
2.505393596022842e-03	1.616924e-02
2.508851290492965e-03	3.028018e-02
2.512308984963089e-03	4.438679e-02
2.515766679433212e-03	5.848907e-02
2.523373607267482e-03	8.954313e-02
2.530980535101753e-03	1.202199e-01
2.538587462936023e-03	1.505195e-01
2.546194390770294e-03	1.804417e-01
2.553801318604565e-03	2.099868e-01
2.561408246438835e-03	2.391545e-01
2.569015174273106e-03	2.679450e-01
2.574547485425303e-03	2.884377e-01
2.580079796577500e-03	3.085226e-01
2.585612107729696e-03	3.281998e-01
2.591144418881893e-03	3.474692e-01
2.596676730034090e-03	3.663308e-01
2.602209041186287e-03	3.847847e-01
2.607741352338484e-03	4.028309e-01
2.613273663490681e-03	4.203813e-01
2.618805974642877e-03	4.373745e-01
2.624338285795074e-03	4.538103e-01
2.629870596947271e-03	4.696888e-01
2.635402908099468e-03	4.850101e-01
2.640935219251665e-03	4.997740e-01
2.646467530403861e-03	5.139807e-01
2.653728688791120e-03	5.316198e-01
2.658569461049292e-03	5.427667e-01
2.663410233307464e-03	5.534166e-01
2.666546400412889e-03	5.600666e-01
2.667062431908080e-03	5.611353e-01
2.667578463403272e-03	5.621979e-01
2.668094494898463e-03	5.632546e-01
2.668610526393655e-03	5.643053e-01
2.669126557888846e-03	5.653499e-01
2.669642589384038e-03	5.663887e-01
2.670158620879229e-03	5.674214e-01
2.670936950278739e-03	5.689703e-01
2.672023576945258e-03	5.711091e-01
2.678018771447862e-03	5.824424e-01
2.684013965950466e-03	5.929186e-01
2.690009160453071e-03	6.025378e-01
2.696004354955675e-03	6.112999e-01
2.701999549458279e-03	6.192049e-01
2.707994743960883e-03	6.262528e-01
2.713989938463488e-03	6.324437e-01
2.720213788509709e-03	6.378967e-01
2.726437638555931e-03	6.423617e-01
2.732661488602152e-03	6.458386e-01
2.738885338648374e-03	6.483275e-01
2.745109188694595e-03	6.498283e-01
2.751333038740816e-03	6.503410e-01
2.757556888787038e-03	6.498657e-01
2.763780738833259e-03	6.483735e-01
2.770004588879481e-03	6.459037e-01
2.776228438925702e-03	6.424563e-01
2.782452288971924e-03	6.380313e-01
2.788676139018145e-03	6.326287e-01
2.794899989064366e-03	6.262485e-01
2.801123839110588e-03	6.188906e-01
2.808384997497846e-03	6.091329e-01
2.810805383626932e-03	6.055975e-01
2.815646155885105e-03	5.981074e-01
2.822907314272363e-03	5.858371e-01
2.829131164318584e-03	5.742959e-01
2.835355014364806e-03	5.619274e-01
2.841578864411027e-03	5.487319e-01
2.847802714457249e-03	5.347091e-01
2.854026564503470e-03	5.198591e-01
2.860250414549691e-03	5.041819e-01
2.866474264595913e-03	4.876776e-01
2.874426961877196e-03	4.654220e-01
2.882379659158479e-03	4.421571e-01
2.890332356439762e-03	4.178828e-01
2.898285053721045e-03	3.925992e-01
2.906237751002327e-03	3.663063e-01
2.914190448283610e-03	3.390041e-01
2.922143145564893e-03	3.106925e-01
2.928712765058127e-03	2.867432e-01
2.935282384551361e-03	2.624109e-01
2.941852004044595e-03	2.376955e-01
2.948421623537828e-03	2.125971e-01
2.954991243031062e-03	1.871156e-01
2.961560862524296e-03	1.612512e-01
2.968130482017529e-03	1.350037e-01
2.972625484828689e-03	1.169471e-01
2.977120487639849e-03	9.883336e-02
2.981615490451009e-03	8.066260e-02
2.986110493262169e-03	6.243477e-02
2.990605496073329e-03	4.414988e-02
2.995100498884489e-03	2.580792e-02
2.999595501695649e-03	7.408898e-03
3.003053196165772e-03	-6.737626e-03
3.006510890635895e-03	-2.086435e-02
3.009968585106018e-03	-3.497128e-02
3.013426279576141e-03	-4.905842e-02
3.016883974046264e-03	-6.312575e-02
3.020341668516387e-03	-7.717329e-02
3.023799362986510e-03	-9.120104e-02
3.030714751926756e-03	-1.192159e-01
3.037630140867002e-03	-1.468772e-01
3.044545529807248e-03	-1.741850e-01
3.051460918747494e-03	-2.011393e-01
3.058376307687740e-03	-2.277400e-01
3.065291696627986e-03	-2.539873e-01
3.072207085568232e-03	-2.798811e-01
3.076356318932380e-03	-2.951158e-01
3.080505552296527e-03	-3.101248e-01
3.084654785660675e-03	-3.249083e-01
3.088804019024823e-03	-3.394662e-01
3.092953252388970e-03	-3.537986e-01
3.097102485753118e-03	-3.679053e-01
3.101251719117265e-03	-3.817865e-01
3.103672105246352e-03	-3.897503e-01
3.106092491375438e-03	-3.976328e-01
3.107582696552653e-03	-4.024433e-01
3.108608302585223e-03	-4.057298e-01
3.109629308861721e-03	-4.089828e-01
3.110621842711771e-03	-4.121314e-01
3.111614376561821e-03	-4.152630e-01
3.112606910411871e-03	-4.183774e-01
3.113599444261922e-03	-4.214749e-01
3.114591978111972e-03	-4.245552e-01
3.115584511962022e-03	-4.276185e-01
3.116577045812073e-03	-4.306647e-01
3.121248325851907e-03	-4.447729e-01
3.128330078012475e-03	-4.654362e-01
3.133862389164672e-03	-4.809877e-01
3.139394700316869e-03	-4.959152e-01
3.144927011469065e-03	-5.102188e-01
3.150459322621262e-03	-5.238984e-01
3.155991633773459e-03	-5.369542e-01
3.161523944925656e-03	-5.493860e-01
3.167056256077853e-03	-5.611939e-01
3.174317414465111e-03	-5.756075e-01
3.179158186723283e-03	-5.845530e-01
3.183998958981455e-03	-5.929577e-01
3.191260117368714e-03	-6.045341e-01
3.198521275755972e-03	-6.148891e-01
3.205782434143230e-03	-6.239256e-01
3.213043592530489e-03	-6.316436e-01
3.220304750917747e-03	-6.380431e-01
3.227565909305005e-03	-6.431242e-01
3.234827067692264e-03	-6.468869e-01
3.242088226079522e-03	-6.493310e-01
3.247620537231719e-03	-6.502602e-01
3.253152848383916e-03	-6.504061e-01
3.258685159536112e-03	-6.497688e-01
3.264217470688309e-03	-6.483483e-01
3.269749781840506e-03	-6.461446e-01
3.275282092992703e-03	-6.431577e-01
3.280814404144900e-03	-6.393875e-01
3.289458640320207e-03	-6.318715e-01
3.298102876495515e-03	-6.225762e-01
3.306747112670822e-03	-6.115015e-01
3.315391348846130e-03	-5.986475e-01
3.324035585021437e-03	-5.840141e-01
3.332679821196745e-03	-5.676015e-01
3.341324057372053e-03	-5.494094e-01
3.347893676865286e-03	-5.345009e-01
3.354463296358520e-03	-5.187532e-01
3.361032915851754e-03	-5.021662e-01
3.367602535344987e-03	-4.847400e-01
3.374172154838221e-03	-4.664746e-01
3.380741774331455e-03	-4.473699e-01
3.387311393824689e-03	-4.274261e-01
3.394572552211947e-03	-4.044920e-01
3.401833710599205e-03	-3.808437e-01
3.409094868986464e-03	-3.564812e-01
3.416356027373722e-03	-3.314043e-01
3.423617185760980e-03	-3.056132e-01
3.430878344148239e-03	-2.791078e-01
3.438139502535497e-03	-2.518882e-01
3.445400660922755e-03	-2.241278e-01
3.452661819310014e-03	-1.960492e-01
3.459922977697272e-03	-1.676523e-01
3.467184136084530e-03	-1.389371e-01
3.474445294471789e-03	-1.099035e-01
3.481706452859047e-03	-8.055171e-02
3.488967611246305e-03	-5.088159e-02
3.493116844610453e-03	-3.393300e-02
3.497266077974600e-03	-1.699015e-02
3.501415311338748e-03	-5.303855e-05
3.505564544702896e-03	1.687833e-02
3.509713778067043e-03	3.380395e-02
3.513863011431191e-03	5.072383e-02
3.518012244795339e-03	6.763797e-02
3.525619172629609e-03	9.863842e-02
3.533226100463880e-03	1.292414e-01
3.540833028298150e-03	1.594470e-01
3.548439956132421e-03	1.892551e-01
3.556046883966692e-03	2.186658e-01
3.563653811800962e-03	2.476790e-01
3.571260739635233e-03	2.762948e-01
3.576447281340418e-03	2.953802e-01
3.581633823045602e-03	3.141033e-01
3.586820364750787e-03	3.324641e-01
3.592006906455971e-03	3.504627e-01
3.597193448161156e-03	3.680990e-01
3.602379989866340e-03	3.853731e-01
3.607566531571525e-03	4.022849e-01
3.612407303829697e-03	4.176730e-01
3.617248076087869e-03	4.326412e-01
3.622088848346041e-03	4.471896e-01
3.626929620604214e-03	4.613182e-01
3.631770392862386e-03	4.750268e-01
3.636611165120558e-03	4.883156e-01
3.641451937378730e-03	5.011846e-01
3.648713095765988e-03	5.195667e-01
3.653553868024161e-03	5.312228e-01
3.657674834087046e-03	5.407892e-01
3.658203129707511e-03	5.419857e-01
3.658731425327976e-03	5.431760e-01
3.659259720948441e-03	5.443601e-01
3.659788016568906e-03	5.455380e-01
3.660316312189371e-03	5.467098e-01
3.660844607809835e-03	5.478753e-01
3.661372903430300e-03	5.490347e-01
3.662180650400821e-03	5.507991e-01
3.662925446660398e-03	5.524127e-01
