
0.00000000	-30.23248000
0.00596046	-37.67014000
0.01192093	-40.80700000
0.01788139	-38.35606000
0.02384186	-36.72793000
0.02980232	-35.66076000
0.03576279	-35.67254000
0.04172325	-22.93537000
0.04768372	-16.02278000
0.05364418	-13.62675000
0.05960464	-19.76360000
0.06556511	-12.76120000
0.07152557	-11.73137000
0.07748604	-8.73953300
0.08344650	-11.38874000
0.08940697	-10.71042000
0.09536743	-8.98230000
0.10132790	-3.74925300
0.10728836	-3.33188700
0.11324883	-4.74728300
0.11920929	-4.56590000
0.12516975	-4.39529800
0.13113022	-5.88909600
0.13709068	-4.03857100
0.14305115	-3.26037400
0.14901161	-3.26992900
0.15497208	-4.52560600
0.16093254	-4.50829500
0.16689301	-9.52944700
0.17285347	-12.89235000
0.17881393	-12.86796000
0.18477440	-12.37391000
0.19073486	-14.43394000
0.19669533	-14.16873000
0.20265579	-13.92547000
0.20861626	-10.76758000
0.21457672	-14.39373000
0.22053719	-15.26202000
0.22649765	-15.56630000
0.23245811	-12.94641000
0.23841858	-11.39949000
0.24437904	-11.57864000
0.25033951	-10.92231000
0.25629997	-16.57411000
0.26226044	-16.14148000
0.26822090	-15.99157000
0.27418137	-14.79253000
0.28014183	-13.15603000
0.28610229	-11.25510000
0.29206276	-13.46022000
0.29802322	-15.70731000
0.30398369	-15.24244000
0.30994415	-13.63508000
0.31590462	-11.12721000
0.32186508	-10.81582000
0.32782555	-10.85330000
0.33378601	-11.17190000
0.33974648	-14.11262000
0.34570694	-13.69954000
0.35166740	-16.99051000
0.35762787	-15.97689000
0.36358833	-16.92375000
0.36954880	-19.89097000
0.37550926	-20.28883000
0.38146973	-22.61882000
0.38743019	-17.25111000
0.39339066	-12.59373000
0.39935112	-14.12209000
0.40531158	-15.32465000
0.41127205	-17.74936000
0.41723251	-17.08988000
0.42319298	-14.45014000
0.42915344	-14.77041000
0.43511391	-14.54077000
0.44107437	-12.93612000
0.44703484	-17.74523000
0.45299530	-16.95249000
0.45895576	-12.84718000
0.46491623	-7.06288700
0.47087669	-10.16427000
0.47683716	-15.15533000
0.48279762	-17.52636000
0.48875809	-16.88552000
0.49471855	-12.78158000
0.50067902	-13.06326000
0.50663948	-13.82445000
0.51259995	-12.87305000
0.51856041	-9.94375900
0.52452087	-12.30806000
0.53048134	-15.76631000
0.53644180	-14.05251000
0.54240227	-17.62321000
0.54836273	-16.79463000
0.55432320	-14.30234000
0.56028366	-17.19429000
0.56624413	-18.45301000
0.57220459	-15.12736000
0.57816505	-15.58753000
0.58412552	-20.61514000
0.59008598	-24.13580000
0.59604645	-23.73427000
0.60200691	-21.11550000
0.60796738	-20.69658000
0.61392784	-15.45030000
0.61988831	-13.77609000
0.62584877	-14.43943000
0.63180923	-14.72061000
0.63776970	-15.95108000
0.64373016	-16.24725000
0.64969063	-17.54056000
0.65565109	-17.74158000
0.66161156	-16.85854000
0.66757202	-20.34134000
0.67353249	-17.48845000
0.67949295	-21.42631000
0.68545341	-14.32499000
0.69141388	-11.90051000
0.69737434	-13.92171000
0.70333481	-12.71819000
0.70929527	-14.51713000
0.71525574	-16.17669000
0.72121620	-16.63534000
0.72717667	-17.58353000
0.73313713	-15.80179000
0.73909760	-13.10485000
0.74505806	-12.14970000
0.75101852	-15.03667000
0.75697899	-15.98649000
0.76293945	-20.21818000
0.76889992	-16.43331000
0.77486038	-16.70244000
0.78082085	-17.43586000
0.78678131	-17.05383000
0.79274178	-17.40709000
0.79870224	-19.24666000
0.80466270	-20.99511000
0.81062317	-21.36799000
0.81658363	-19.86430000
0.82254410	-16.50762000
0.82850456	-14.23503000
0.83446503	-15.28488000
0.84042549	-17.35567000
0.84638596	-20.87405000
0.85234642	-18.11205000
0.85830688	-16.69106000
