
0.00000000	49.15006000
0.04096000	26.73421000
0.08192000	8.81984900
0.12288000	8.81984900
0.16384000	17.79229000
0.20480000	8.81984900
0.24576000	-18.06696000
0.28672000	-40.46754000
0.32768000	-40.46754000
0.36864000	-22.55318000
0.40960000	-18.06696000
0.45056000	4.34888700
0.49152000	17.79229000
0.53248000	17.79229000
0.57344000	8.81984900
0.61440000	22.26325000
0.65536000	62.59346000
0.69632000	58.10724000
0.73728000	-18.06696000
0.77824000	-76.32679000
0.81920000	-62.88339000
0.86015999	40.17762000
0.90111999	116.36710000
0.94207999	111.89610000
0.98303999	40.17762000
1.02399999	-18.06696000
1.06495999	-27.02414000
1.10591999	13.30607000
1.14687999	13.30607000
1.18783999	-9.09451500
1.22879999	-58.39716000
1.26975999	-67.36961000
1.31071999	-27.02414000
1.35167999	53.62102000
1.39263999	120.85330000
1.43359999	125.33950000
1.47455999	49.15006000
1.51551999	-35.99658000
1.55647999	-67.36961000
1.59743999	-31.51036000
1.63839999	4.34888700
1.67935999	17.79229000
1.72031999	22.26325000
1.76127999	26.73421000
1.80223999	49.15006000
1.84319999	62.59346000
1.88415999	76.03686000
1.92511999	89.48026000
1.96607999	93.96648000
2.00703999	62.59346000
2.04799999	17.79229000
2.08895999	-18.06696000
2.12991999	-31.51036000
2.17087999	8.81984900
2.21183999	62.59346000
2.25279999	62.59346000
2.29375999	-9.09451500
2.33471999	-98.72737000
2.37567999	-98.72737000
2.41663999	-49.43998000
2.45759999	22.26325000
2.49855998	35.70665000
2.53951998	-27.02414000
2.58047998	-98.72737000
2.62143998	-148.03000000
2.66239998	-134.58660000
2.70335998	-98.72737000
2.74431998	-71.84057000
2.78527998	-62.88339000
2.82623998	-76.32679000
2.86719998	-85.28397000
2.90815998	-67.36961000
2.94911998	-53.91095000
2.99007998	-18.06696000
3.03103998	8.81984900
3.07199998	35.70665000
3.11295998	58.10724000
3.15391998	84.99404000
3.19487998	58.10724000
3.23583998	8.81984900
3.27679998	-22.55318000
3.31775998	-31.51036000
3.35871998	-35.99658000
3.39967998	-13.58074000
