
-2.55478499	-0.62990200	3.27524600
-2.55350499	-0.62990200	3.23053700
-2.55222499	-0.62990200	3.23053700
-2.55094499	-0.62990200	3.23053700
-2.54966499	-0.62990200	3.18567500
-2.54838499	-0.67491690	3.14096500
-2.54710499	-0.62990200	3.14096500
-2.54582499	-0.62990200	3.14096500
-2.54454499	-0.62990200	3.09610300
-2.54326499	-0.58488720	3.14096500
-2.54198499	-0.62990200	3.09610300
-2.54070499	-0.49501020	3.09610300
-2.53942499	-0.49501020	3.05139300
-2.53814499	-0.35996580	3.09610300
-2.53686499	-0.44999540	3.05139300
-2.53558499	-0.40498060	3.05139300
-2.53430499	-0.40498060	3.00653100
-2.53302499	-0.44999540	3.00653100
-2.53174499	-0.44999540	3.00653100
-2.53046499	-0.44999540	3.00653100
-2.52918499	-0.40498060	3.00653100
-2.52790499	-0.40498060	2.96182100
-2.52662499	-0.40498060	2.96182100
-2.52534499	-0.44999540	2.91695900
-2.52406499	-0.40498060	2.91695900
-2.52278499	-0.44999540	2.91695900
-2.52150499	-0.40498060	2.91695900
-2.52022499	-0.44999540	2.91695900
-2.51894499	-0.22492140	2.91695900
-2.51766499	-0.22492140	2.91695900
-2.51638499	-0.22492140	2.87225000
-2.51510499	-0.22492140	2.87225000
-2.51382499	-0.22492140	2.87225000
-2.51254499	-0.26993620	2.82738700
-2.51126499	-0.22492140	2.82738700
-2.50998499	-0.22492140	2.82738700
-2.50870499	0.00000000	2.73781500
-2.50742499	0.00000000	2.73781500
-2.50614499	-0.04501480	2.73781500
-2.50486499	0.00000000	2.73781500
-2.50358499	-0.04501480	2.69295300
-2.50230499	-0.04501480	2.69295300
-2.50102499	0.00000000	2.64824400
-2.49974499	0.00000000	2.64824400
-2.49846499	0.00000000	2.60338100
-2.49718499	0.18005920	2.55867200
-2.49590499	0.18005920	2.55867200
-2.49462499	0.18005920	2.55867200
-2.49334499	0.18005920	2.51381000
-2.49206499	0.18005920	2.55867200
-2.49078499	0.18005920	2.51381000
-2.48950499	0.18005920	2.46910000
-2.48822499	0.18005920	2.46910000
-2.48694499	0.18005920	2.42423800
-2.48566499	0.18005920	2.37952800
-2.48438500	0.18005920	2.37952800
-2.48310500	0.18005920	2.33466600
-2.48182500	0.18005920	2.33466600
-2.48054500	0.18005920	2.33466600
-2.47926500	0.18005920	2.28995600
-2.47798500	0.18005920	2.33466600
-2.47670500	0.13504440	2.28995600
-2.47542500	0.35981320	2.28995600
-2.47414500	0.35981320	2.28995600
-2.47286500	0.35981320	2.28995600
-2.47158500	0.35981320	2.24509400
-2.47030500	0.35981320	2.24509400
-2.46902500	0.35981320	2.24509400
-2.46774500	0.40482800	2.20038500
-2.46646500	0.35981320	2.20038500
-2.46518500	0.62974940	2.20038500
-2.46390500	0.62974940	2.15552200
-2.46262500	0.62974940	2.15552200
-2.46134500	0.62974940	2.15552200
-2.46006500	0.58488720	2.11081300
-2.45878500	0.58488720	2.06595000
-2.45750500	0.62974940	2.06595000
-2.45622500	0.58488720	2.02108800
-2.45494500	0.58488720	2.02108800
-2.45366500	0.58488720	2.02108800
-2.45238500	0.58488720	1.97637900
-2.45110500	0.62974940	1.93151600
-2.44982500	0.62974940	1.93151600
-2.44854500	0.58488720	1.93151600
-2.44726500	0.58488720	1.93151600
-2.44598500	0.58488720	1.93151600
-2.44470500	0.58488720	1.88680700
-2.44342500	0.76479390	1.88680700
-2.44214500	0.76479390	1.84194500
-2.44086500	0.76479390	1.84194500
-2.43958500	0.76479390	1.84194500
-2.43830500	0.76479390	1.84194500
-2.43702500	0.80980870	1.84194500
-2.43574500	0.76479390	1.79723500
-2.43446500	0.76479390	1.75237300
-2.43318500	0.76479390	1.79723500
-2.43190500	0.80980870	1.75237300
-2.43062500	0.80980870	1.75237300
-2.42934500	0.80980870	1.75237300
-2.42806500	0.80980870	1.70766300
-2.42678500	0.80980870	1.70766300
-2.42550500	0.80980870	1.70766300
-2.42422500	0.94485310	1.70766300
-2.42294500	0.94485310	1.70766300
-2.42166500	0.94485310	1.70766300
-2.42038500	0.94485310	1.66280100
-2.41910500	0.98971530	1.66280100
-2.41782500	0.98971530	1.61809100
-2.41654500	0.94485310	1.57322900
-2.41526500	0.94485310	1.57322900
-2.41398500	0.98971530	1.57322900
-2.41270500	1.07974500	1.57322900
-2.41142500	1.12476000	1.57322900
-2.41014500	1.12476000	1.52852000
-2.40886500	1.12476000	1.52852000
-2.40758500	1.16977400	1.52852000
-2.40630500	1.12476000	1.48365700
-2.40502500	1.16977400	1.48365700
-2.40374500	1.12476000	1.48365700
-2.40246500	1.12476000	1.48365700
-2.40118500	1.12476000	1.48365700
-2.39990500	1.12476000	1.43894800
-2.39862500	1.12476000	1.43894800
-2.39734500	1.12476000	1.39408600
-2.39606500	1.16977400	1.43894800
-2.39478500	1.12476000	1.34937600
-2.39350500	1.12476000	1.39408600
-2.39222500	1.30481900	1.34937600
-2.39094500	1.30481900	1.34937600
-2.38966500	1.30481900	1.30451400
-2.38838500	1.34968100	1.30451400
-2.38710500	1.34968100	1.30451400
-2.38582500	1.34968100	1.30451400
-2.38454500	1.30481900	1.25965100
-2.38326500	1.30481900	1.25965100
-2.38198500	1.34968100	1.25965100
-2.38070500	1.48472500	1.25965100
-2.37942500	1.48472500	1.25965100
-2.37814500	1.43971100	1.21494200
-2.37686500	1.43971100	1.17008000
-2.37558500	1.43971100	1.21494200
-2.37430500	1.43971100	1.12537000
-2.37302500	1.43971100	1.12537000
-2.37174500	1.43971100	1.12537000
-2.37046500	1.43971100	1.12537000
-2.36918500	1.43971100	1.12537000
-2.36790500	1.43971100	1.08050800
-2.36662500	1.43971100	1.08050800
-2.36534500	1.43971100	1.08050800
-2.36406500	1.48472500	1.03579800
-2.36278500	1.48472500	1.03579800
-2.36150500	1.52974000	1.03579800
-2.36022500	1.57475500	1.03579800
-2.35894500	1.61977000	0.99093600
-2.35766500	1.61977000	0.99093600
-2.35638500	1.66478500	0.99093600
-2.35510500	1.61977000	0.94622640
-2.35382500	1.61977000	0.94622640
-2.35254500	1.57475500	0.94622640
-2.35126500	1.61977000	0.90136410
