
1.00000000000000e+01	5.92888443253625e+01
1.07977516232771e+01	5.92886361904770e+01
1.16591440117983e+01	5.92883968366375e+01
1.25892541179417e+01	5.92881221756530e+01
1.35935639087853e+01	5.92878077801793e+01
1.46779926762207e+01	5.92874489220957e+01
1.58489319246111e+01	5.92870406381753e+01
1.71132830416178e+01	5.92865778294524e+01
1.84784979742229e+01	5.92860554004218e+01
1.99526231496888e+01	5.92854684430237e+01
2.15443469003188e+01	5.92848124679006e+01
2.32630506715363e+01	5.92840836813691e+01
2.51188643150958e+01	5.92832793007621e+01
2.71227257933203e+01	5.92823978934150e+01
2.92864456462524e+01	5.92814397161974e+01
3.16227766016838e+01	5.92804070243125e+01
3.41454887383360e+01	5.92793043118412e+01
3.68694506451957e+01	5.92781384442947e+01
3.98107170553497e+01	5.92769186472167e+01
4.29866234708228e+01	5.92756563258171e+01
4.64158883361278e+01	5.92743647084003e+01
5.01187233627272e+01	5.92730583287850e+01
5.41169526546464e+01	5.92717523860399e+01
5.84341413373518e+01	5.92704620388820e+01
6.30957344480193e+01	5.92692017025962e+01
6.81292069057961e+01	5.92679844157990e+01
7.35642254459641e+01	5.92668213328972e+01
7.94328234724281e+01	5.92657213784446e+01
8.57695898590894e+01	5.92646910762455e+01
9.26118728128793e+01	5.92637345437945e+01
1.00000000000000e+02	5.92628536252693e+01
1.07977516232771e+02	5.92620481258558e+01
1.16591440117983e+02	5.92613161068255e+01
1.25892541179417e+02	5.92606542032622e+01
1.35935639087853e+02	5.92600579326355e+01
1.46779926762207e+02	5.92595219704961e+01
1.58489319246111e+02	5.92590403777404e+01
1.71132830416178e+02	5.92586067710651e+01
1.84784979742229e+02	5.92582144339058e+01
1.99526231496888e+02	5.92578563692767e+01
2.15443469003188e+02	5.92575252987435e+01
2.32630506715363e+02	5.92572136136675e+01
2.51188643150958e+02	5.92569132862372e+01
2.71227257933203e+02	5.92566157489900e+01
2.92864456462524e+02	5.92563117526907e+01
3.16227766016838e+02	5.92559912136092e+01
3.41454887383360e+02	5.92556430622809e+01
3.68694506451957e+02	5.92552551065133e+01
3.98107170553497e+02	5.92548139214527e+01
4.29866234708228e+02	5.92543047788042e+01
4.64158883361278e+02	5.92537116258857e+01
5.01187233627272e+02	5.92530171234414e+01
5.41169526546464e+02	5.92522027496543e+01
5.84341413373517e+02	5.92512489772305e+01
6.30957344480193e+02	5.92501355312342e+01
6.81292069057961e+02	5.92488417374570e+01
7.35642254459641e+02	5.92473469737760e+01
7.94328234724281e+02	5.92456312387159e+01
8.57695898590894e+02	5.92436758503411e+01
9.26118728128793e+02	5.92414642826023e+01
1.00000000000000e+03	5.92389831336743e+01
1.07977516232771e+03	5.92362232009445e+01
1.16591440117983e+03	5.92331806109590e+01
1.25892541179417e+03	5.92298579226021e+01
1.35935639087853e+03	5.92262650930616e+01
1.46779926762207e+03	5.92224201755897e+01
1.58489319246111e+03	5.92183496133975e+01
1.71132830416178e+03	5.92140880118521e+01
1.84784979742229e+03	5.92096773145950e+01
1.99526231496888e+03	5.92051653756650e+01
2.15443469003188e+03	5.92006039998248e+01
2.32630506715363e+03	5.91960466021382e+01
2.51188643150958e+03	5.91915456983787e+01
2.71227257933203e+03	5.91871504658567e+01
2.92864456462524e+03	5.91829046028486e+01
3.16227766016838e+03	5.91788446667826e+01
3.41454887383360e+03	5.91749989981502e+01
3.68694506451957e+03	5.91713872551658e+01
3.98107170553497e+03	5.91680205097722e+01
4.29866234708228e+03	5.91649018006737e+01
4.64158883361278e+03	5.91620270091252e+01
5.01187233627272e+03	5.91593859173768e+01
5.41169526546464e+03	5.91569633226894e+01
5.84341413373518e+03	5.91547401044261e+01
6.30957344480193e+03	5.91526941708365e+01
6.81292069057961e+03	5.91508012402736e+01
7.35642254459641e+03	5.91490354352748e+01
7.94328234724281e+03	5.91473696856460e+01
8.57695898590894e+03	5.91457759483269e+01
9.26118728128794e+03	5.91442252581296e+01
1.00000000000000e+04	5.91426876255934e+01
1.07977516232771e+04	5.91411317973863e+01
1.16591440117983e+04	5.91395248919513e+01
1.25892541179417e+04	5.91378319192711e+01
1.35935639087853e+04	5.91360151892858e+01
1.46779926762207e+04	5.91340336090229e+01
1.58489319246111e+04	5.91318418640891e+01
1.71132830416178e+04	5.91293894759452e+01
1.84784979742229e+04	5.91266197223433e+01
1.99526231496888e+04	5.91234684044634e+01
2.15443469003188e+04	5.91198624406094e+01
2.32630506715363e+04	5.91157182628124e+01
2.51188643150958e+04	5.91109399893586e+01
2.71227257933203e+04	5.91054173431851e+01
2.92864456462524e+04	5.90990232833912e+01
3.16227766016838e+04	5.90916113150155e+01
3.41454887383360e+04	5.90830124410494e+01
3.68694506451958e+04	5.90730317208538e+01
3.98107170553497e+04	5.90614444013416e+01
4.29866234708228e+04	5.90479915923179e+01
4.64158883361278e+04	5.90323754663090e+01
5.01187233627272e+04	5.90142539774103e+01
5.41169526546464e+04	5.89932351147941e+01
5.84341413373518e+04	5.89688707364724e+01
6.30957344480193e+04	5.89406500698655e+01
6.81292069057961e+04	5.89079930199053e+01
7.35642254459641e+04	5.88702434948330e+01
7.94328234724282e+04	5.88266630458871e+01
8.57695898590894e+04	5.87764252197495e+01
9.26118728128793e+04	5.87186111396672e+01
1.00000000000000e+05	5.86522069568714e+01
