
-49.93611947	4.86434500	0.00061037
-49.89611947	4.95407000	0.00061037
-49.85611947	-0.52583390	0.00061037
-49.81611947	0.01312296	-0.26703690
-49.77611947	0.28260140	0.00061037
-49.73611947	0.19257180	0.00061037
-49.69611947	4.86434500	0.00061037
-49.65611947	5.04409900	0.17944880
-49.61611947	4.86434500	0.00061037
-49.57611947	4.86434500	0.00061037
-49.53611947	2.34870500	0.17944880
-49.49611947	-0.16632590	-0.08850367
-49.45611947	0.19257180	-0.08850367
-49.41611947	0.19257180	0.00061037
-49.37611947	1.80974800	-0.17761770
-49.33611947	4.95407000	0.00061037
-49.29611947	4.95407000	0.00061037
-49.25611947	4.86434500	0.00061037
-49.21611947	4.59486700	0.00061037
-49.17611947	0.55207990	0.35798210
-49.13611947	0.01312296	-0.08850367
-49.09611947	0.19257180	0.00061037
-49.05611947	0.28260140	0.00061037
-49.01611947	4.59486700	-0.26703690
-48.97611947	4.86434500	0.09002960
-48.93611947	4.86434500	0.00061037
-48.89611947	4.86434500	0.00061037
-48.85611947	0.64180430	0.00061037
-48.81611947	0.19257180	0.09002960
-48.77611947	0.10284740	0.00061037
-48.73611947	0.19257180	0.00061037
-48.69611947	4.68459100	0.00061037
-48.65611947	4.77431600	-0.08850367
-48.61611948	4.86434500	0.00061037
-48.57611948	4.86434500	0.00061037
-48.53611948	-0.52583390	-0.35645620
-48.49611948	0.37232580	0.09002960
-48.45611948	0.19257180	0.00061037
-48.41611948	0.10284740	0.00061037
-48.37611948	5.49302700	0.35798210
-48.33611948	4.77431600	0.00061037
-48.29611948	4.86434500	0.00061037
-48.25611948	4.86434500	0.00061037
-48.21611948	4.86434500	0.00061037
-48.17611948	4.86434500	0.00061037
-48.13611948	4.86434500	0.00061037
-48.09611948	4.86434500	0.00061037
-48.05611948	4.86434500	0.00061037
-48.01611948	4.86434500	0.00061037
-47.97611948	4.95407000	0.00061037
-47.93611948	4.86434500	0.00061037
-47.89611948	4.95407000	0.00061037
-47.85611948	4.86434500	0.00061037
-47.81611948	4.86434500	0.00061037
-47.77611948	4.86434500	0.00061037
-47.73611948	4.86434500	0.00061037
-47.69611948	4.86434500	0.00061037
-47.65611948	4.86434500	0.00061037
-47.61611948	4.86434500	0.00061037
-47.57611948	4.86434500	0.00061037
-47.53611948	4.86434500	0.00061037
-47.49611948	4.86434500	0.00061037
-47.45611948	4.77431600	0.00061037
-47.41611948	4.86434500	0.00061037
-47.37611948	4.86434500	0.00061037
-47.33611948	4.86434500	0.00061037
-47.29611948	4.86434500	0.00061037
-47.25611948	4.86434500	0.00061037
-47.21611948	4.95407000	4.46852000
-47.17611948	4.86434500	4.73677800
-47.13611948	4.86434500	4.73677800
-47.09611948	4.68459100	0.09002960
-47.05611948	4.95407000	0.09002960
-47.01611948	4.86434500	0.00061037
-46.97611949	4.77431600	0.00061037
-46.93611949	4.86434500	0.00061037
-46.89611949	4.86434500	0.00061037
-46.85611949	4.86434500	0.00061037
-46.81611949	4.86434500	0.00061037
-46.77611949	4.86434500	0.00061037
-46.73611949	4.86434500	0.00061037
-46.69611949	4.86434500	0.00061037
-46.65611949	4.86434500	0.00061037
-46.61611949	4.86434500	0.00061037
-46.57611949	4.86434500	0.00061037
-46.53611949	4.86434500	0.00061037
-46.49611949	4.95407000	0.00061037
-46.45611949	4.86434500	0.00061037
-46.41611949	4.86434500	0.00061037
-46.37611949	4.95407000	0.00061037
-46.33611949	4.86434500	0.00061037
-46.29611949	4.86434500	0.00061037
-46.25611949	4.86434500	0.00061037
-46.21611949	4.86434500	0.00061037
-46.17611949	4.95407000	0.00061037
-46.13611949	4.86434500	0.00061037
-46.09611949	4.86434500	0.00061037
-46.05611949	4.95407000	0.00061037
-46.01611949	4.86434500	0.00061037
-45.97611949	4.95407000	0.00061037
-45.93611949	4.86434500	0.00061037
-45.89611949	4.86434500	0.00061037
-45.85611949	4.86434500	0.00061037
-45.81611949	4.86434500	0.00061037
-45.77611949	4.86434500	0.00061037
-45.73611949	4.86434500	0.00061037
-45.69611949	4.86434500	0.00061037
-45.65611949	4.86434500	0.00061037
-45.61611949	4.86434500	0.00061037
-45.57611949	4.86434500	0.00061037
-45.53611949	4.86434500	0.00061037
-45.49611949	4.95407000	0.00061037
-45.45611949	4.95407000	0.00061037
-45.41611949	4.86434500	0.00061037
