TIME	Vs	Va
-3.56E-03	0	14.6000004
-3.55E-03	0	14.6000004
-3.55E-03	0	14.6000004
-3.54E-03	2.00E-01	14.6000004
-3.54E-03	0	14.6000004
-3.54E-03	0	14.6000004
-3.53E-03	0	14.6000004
-3.53E-03	0	14.6000004
-3.52E-03	2.00E-01	14.6000004
-3.52E-03	2.00E-01	14.6000004
-3.52E-03	0	14.6000004
-3.51E-03	0	14.6000004
-3.51E-03	0	14.6000004
-3.50E-03	0	14.6000004
-3.50E-03	2.00E-01	14.6000004
-3.50E-03	0	14.6000004
-3.49E-03	0	14.6000004
-3.49E-03	0	14.6000004
-3.48E-03	2.00E-01	14.6000004
-3.48E-03	0	14.6000004
-3.48E-03	0	14.6000004
-3.47E-03	2.00E-01	14.6000004
-3.47E-03	0	14.6000004
-3.46E-03	0	14.6000004
-3.46E-03	0	14.6000004
-3.46E-03	2.00E-01	14.6000004
-3.45E-03	0	14.6000004
-3.45E-03	0	14.6000004
-3.44E-03	0	14.6000004
-3.44E-03	0	14.6000004
-3.44E-03	0	14.6000004
-3.43E-03	0	14.6000004
-3.43E-03	0	14.6000004
-3.42E-03	0	14.6000004
-3.42E-03	2.00E-01	14.6000004
-3.42E-03	2.00E-01	14.6000004
-3.41E-03	0	14.6000004
-3.41E-03	2.00E-01	14.6000004
-3.40E-03	0	14.6000004
-3.40E-03	0	14.6000004
-3.40E-03	0	14.6000004
-3.39E-03	0	14.6000004
-3.39E-03	2.00E-01	14.6000004
-3.38E-03	0	14.6000004
-3.38E-03	0	14.6000004
-3.38E-03	0	14.6000004
-3.37E-03	0	14.6000004
-3.37E-03	0	14.6000004
-3.36E-03	0	14.6000004
-3.36E-03	0	14.6000004
-3.36E-03	0	14.6000004
-3.35E-03	0	14.6000004
-3.35E-03	0	14.6000004
-3.34E-03	2.00E-01	14.6000004
-3.34E-03	0	14.6000004
-3.34E-03	0	14.6000004
-3.33E-03	0	14.6000004
-3.33E-03	0	14.6000004
-3.32E-03	0	14.6000004
-3.32E-03	0	14.6000004
-3.32E-03	0	14.6000004
-3.31E-03	0	14.6000004
-3.31E-03	0	14.6000004
-3.30E-03	0	14.6000004
-3.30E-03	0	14.6000004
-3.30E-03	2.00E-01	14.6000004
-3.29E-03	0	14.6000004
-3.29E-03	0	14.6000004
-3.28E-03	0	14.6000004
-3.28E-03	0	14.6000004
-3.28E-03	0	14.6000004
-3.27E-03	0	14.6000004
-3.27E-03	0	14.6000004
-3.26E-03	0	14.6000004
-3.26E-03	0	14.6000004
-3.26E-03	0	14.6000004
-3.25E-03	2.00E-01	14.6000004
-3.25E-03	0	14.6000004
-3.24E-03	2.00E-01	14.8000002
-3.24E-03	0	14.6000004
-3.24E-03	0	14.6000004
-3.23E-03	0	14.6000004
-3.23E-03	0	14.6000004
-3.22E-03	0	14.6000004
-3.22E-03	2.00E-01	14.6000004
-3.22E-03	0	14.6000004
-3.21E-03	0	14.6000004
-3.21E-03	0	14.6000004
-3.20E-03	0	14.6000004
-3.20E-03	0	14.6000004
-3.20E-03	0	14.6000004
-3.19E-03	0	14.6000004
-3.19E-03	0	14.6000004
-3.18E-03	0	14.6000004
-3.18E-03	0	14.6000004
-3.18E-03	0	14.6000004
-3.17E-03	0	14.6000004
-3.17E-03	0	14.6000004
-3.16E-03	0	14.6000004
-3.16E-03	0	14.6000004
-3.16E-03	0	14.6000004
-3.15E-03	0	14.6000004
-3.15E-03	0	14.6000004
-3.14E-03	2.00E-01	14.6000004
-3.14E-03	0	14.6000004
-3.14E-03	0	14.8000002
-3.13E-03	0	14.6000004
-3.13E-03	2.00E-01	14.6000004
-3.12E-03	2.00E-01	14.6000004
-3.12E-03	0	14.6000004
-3.12E-03	0	14.6000004
-3.11E-03	0	14.6000004
-3.11E-03	0	14.6000004
-3.10E-03	0	14.6000004
-3.10E-03	0	14.6000004
-3.10E-03	2.00E-01	14.6000004
-3.09E-03	0	14.6000004
-3.09E-03	0	14.6000004
-3.08E-03	0	14.6000004
-3.08E-03	0	14.6000004
-3.08E-03	2.00E-01	14.6000004
-3.07E-03	0	14.6000004
-3.07E-03	0	14.6000004
-3.06E-03	0	14.6000004
-3.06E-03	0	14.6000004
-3.06E-03	0	14.6000004
-3.05E-03	0	14.6000004
-3.05E-03	0	14.6000004
-3.04E-03	2.00E-01	14.6000004
-3.04E-03	0	14.6000004
-3.04E-03	0	14.6000004
-3.03E-03	0	14.6000004
-3.03E-03	0	14.6000004
-3.02E-03	0	14.6000004
-3.02E-03	0	14.6000004
-3.02E-03	0	14.6000004
-3.01E-03	0	14.6000004
-3.01E-03	0	14.6000004
-3.00E-03	0	14.6000004
-3.00E-03	0	14.6000004
-3.00E-03	0	14.6000004
-2.99E-03	0	14.6000004
-2.99E-03	0	14.6000004
-2.98E-03	2.00E-01	14.6000004
-2.98E-03	0	14.6000004
-2.98E-03	0	14.6000004
-2.97E-03	0	14.6000004
-2.97E-03	0	14.6000004
-2.96E-03	0	14.6000004
-2.96E-03	0	14.6000004
-2.96E-03	0	14.6000004
-2.95E-03	0	14.6000004
-2.95E-03	0	14.6000004
-2.94E-03	0	14.6000004
-2.94E-03	0	14.6000004
-2.94E-03	2.00E-01	14.6000004
-2.93E-03	0	14.6000004
-2.93E-03	0	14.6000004
-2.92E-03	0	14.6000004
-2.92E-03	0	14.6000004
-2.92E-03	0	14.6000004
-2.91E-03	2.00E-01	14.6000004
-2.91E-03	2.00E-01	14.6000004
-2.90E-03	2.00E-01	14.6000004
-2.90E-03	2.00E-01	14.6000004
-2.90E-03	0	14.6000004
-2.89E-03	0	14.6000004
-2.89E-03	0	14.6000004
-2.88E-03	0	14.8000002
-2.88E-03	0	14.6000004
-2.88E-03	2.00E-01	14.6000004
-2.87E-03	0	14.6000004
-2.87E-03	2.00E-01	14.6000004
-2.86E-03	0	14.6000004
-2.86E-03	0	14.6000004
-2.86E-03	2.00E-01	14.6000004
-2.85E-03	0	14.6000004
-2.85E-03	0	14.6000004
-2.84E-03	2.00E-01	14.6000004
-2.84E-03	0	14.6000004
-2.84E-03	0	14.6000004
-2.83E-03	0	14.6000004
-2.83E-03	0	14.6000004
-2.82E-03	0	14.6000004
-2.82E-03	0	14.6000004
-2.82E-03	0	14.6000004
-2.81E-03	0	14.6000004
-2.81E-03	0	14.6000004
-2.80E-03	0	14.6000004
-2.80E-03	0	14.6000004
-2.80E-03	0	14.6000004
-2.79E-03	2.00E-01	14.6000004
-2.79E-03	2.00E-01	14.6000004
-2.78E-03	0	14.6000004
-2.78E-03	0	14.6000004
-2.78E-03	2.00E-01	14.8000002
-2.77E-03	0	14.6000004
-2.77E-03	0	14.6000004
-2.76E-03	2.00E-01	14.6000004
-2.76E-03	0	14.6000004
-2.76E-03	0	14.6000004
-2.75E-03	0	14.6000004
-2.75E-03	0	14.6000004
-2.74E-03	0	14.8000002
-2.74E-03	0	14.6000004
-2.74E-03	0	14.6000004
-2.73E-03	0	14.6000004
-2.73E-03	0	14.6000004
-2.72E-03	0	14.6000004
-2.72E-03	2.00E-01	14.6000004
-2.72E-03	2.00E-01	14.6000004
-2.71E-03	0	14.6000004
-2.71E-03	0	14.6000004
-2.70E-03	0	14.6000004
-2.70E-03	0	14.6000004
-2.70E-03	0	14.6000004
-2.69E-03	0	14.6000004
-2.69E-03	0	14.6000004
-2.68E-03	2.00E-01	14.6000004
-2.68E-03	0	14.6000004
-2.68E-03	0	14.6000004
-2.67E-03	0	14.6000004
-2.67E-03	0	14.6000004
-2.66E-03	0	14.6000004
-2.66E-03	0	14.6000004
-2.66E-03	0	14.6000004
-2.65E-03	0	14.6000004
-2.65E-03	0	14.6000004
-2.64E-03	0	14.6000004
-2.64E-03	0	14.6000004
-2.64E-03	2.00E-01	14.6000004
-2.63E-03	2.00E-01	14.6000004
-2.63E-03	2.00E-01	14.6000004
-2.62E-03	2.00E-01	14.6000004
-2.62E-03	0	14.6000004
-2.62E-03	2.00E-01	14.6000004
-2.61E-03	0	14.6000004
-2.61E-03	0	14.6000004
-2.60E-03	0	14.6000004
-2.60E-03	0	14.6000004
-2.60E-03	0	14.6000004
-2.59E-03	0	14.6000004
-2.59E-03	0	14.6000004
-2.58E-03	0	14.6000004
-2.58E-03	2.00E-01	14.6000004
-2.58E-03	0	14.6000004
-2.57E-03	0	14.6000004
-2.57E-03	0	14.6000004
-2.56E-03	0	14.6000004
-2.56E-03	0	14.6000004
-2.56E-03	0	14.6000004
-2.55E-03	0	14.6000004
-2.55E-03	2.00E-01	14.6000004
-2.54E-03	0	14.6000004
-2.54E-03	0	14.6000004
-2.54E-03	0	14.6000004
-2.53E-03	0	14.6000004
-2.53E-03	0	14.6000004
-2.52E-03	0	14.6000004
-2.52E-03	0	14.6000004
-2.52E-03	0	14.6000004
-2.51E-03	0	14.6000004
-2.51E-03	0	14.6000004
-2.50E-03	0	14.6000004
-2.50E-03	0	14.6000004
-2.50E-03	0	14.6000004
-2.49E-03	0	14.6000004
-2.49E-03	0	14.6000004
-2.48E-03	2.00E-01	14.6000004
-2.48E-03	0	14.6000004
-2.48E-03	2.00E-01	14.6000004
-2.47E-03	0	14.6000004
-2.47E-03	0	14.6000004
-2.46E-03	2.00E-01	14.6000004
-2.46E-03	0	14.6000004
-2.46E-03	0	14.6000004
-2.45E-03	0	14.6000004
-2.45E-03	2.00E-01	14.6000004
-2.44E-03	2.00E-01	14.6000004
-2.44E-03	0	14.6000004
-2.44E-03	0	14.6000004
-2.43E-03	0	14.6000004
-2.43E-03	0	14.6000004
-2.42E-03	0	14.6000004
-2.42E-03	0	14.6000004
-2.42E-03	2.00E-01	14.6000004
-2.41E-03	0	14.6000004
-2.41E-03	0	14.6000004
-2.40E-03	0	14.6000004
-2.40E-03	0	14.6000004
-2.40E-03	0	14.6000004
-2.39E-03	0	14.6000004
-2.39E-03	0	14.6000004
-2.38E-03	0	14.6000004
-2.38E-03	0	14.6000004
-2.38E-03	0	14.6000004
-2.37E-03	2.00E-01	14.6000004
-2.37E-03	0	14.6000004
-2.36E-03	0	14.6000004
-2.36E-03	0	14.6000004
-2.36E-03	0	14.6000004
-2.35E-03	0	14.6000004
-2.35E-03	0	14.6000004
-2.34E-03	0	14.6000004
-2.34E-03	0	14.6000004
-2.34E-03	0	14.6000004
-2.33E-03	0	14.6000004
-2.33E-03	0	14.6000004
-2.32E-03	0	14.6000004
-2.32E-03	0	14.6000004
-2.32E-03	0	14.6000004
-2.31E-03	0	14.6000004
-2.31E-03	0	14.6000004
-2.30E-03	0	14.6000004
-2.30E-03	0	14.6000004
-2.30E-03	2.00E-01	14.6000004
-2.29E-03	0	14.6000004
-2.29E-03	0	14.6000004
-2.28E-03	0	14.6000004
-2.28E-03	0	14.6000004
-2.28E-03	0	14.6000004
-2.27E-03	0	14.6000004
-2.27E-03	0	14.6000004
-2.26E-03	0	14.6000004
-2.26E-03	0	14.6000004
-2.26E-03	0	14.6000004
-2.25E-03	0	14.6000004
-2.25E-03	2.00E-01	14.6000004
-2.24E-03	0	14.6000004
-2.24E-03	0	14.6000004
-2.24E-03	0	14.6000004
-2.23E-03	0	14.6000004
-2.23E-03	0	14.6000004
-2.22E-03	0	14.6000004
-2.22E-03	2.00E-01	14.6000004
-2.22E-03	0	14.6000004
-2.21E-03	0	14.6000004
-2.21E-03	0	14.6000004
-2.20E-03	2.00E-01	14.6000004
-2.20E-03	0	14.6000004
-2.20E-03	2.00E-01	14.6000004
-2.19E-03	0	14.6000004
-2.19E-03	0	14.6000004
-2.18E-03	0	14.8000002
-2.18E-03	0	14.6000004
-2.18E-03	0	14.6000004
-2.17E-03	0	14.6000004
-2.17E-03	2.00E-01	14.6000004
-2.16E-03	2.00E-01	14.6000004
-2.16E-03	0	14.6000004
-2.16E-03	0	14.6000004
-2.15E-03	2.00E-01	14.6000004
-2.15E-03	0	14.6000004
-2.14E-03	2.00E-01	14.6000004
-2.14E-03	0	14.6000004
-2.14E-03	2.00E-01	14.8000002
-2.13E-03	0	14.6000004
-2.13E-03	0	14.6000004
-2.12E-03	0	14.6000004
-2.12E-03	0	14.6000004
-2.12E-03	0	14.6000004
-2.11E-03	0	14.6000004
-2.11E-03	0	14.6000004
-2.10E-03	0	14.6000004
-2.10E-03	0	14.6000004
-2.10E-03	0	14.6000004
-2.09E-03	0	14.6000004
-2.09E-03	0	14.6000004
-2.08E-03	0	14.6000004
-2.08E-03	2.00E-01	14.6000004
-2.08E-03	0	14.6000004
-2.07E-03	0	14.6000004
-2.07E-03	2.00E-01	14.6000004
-2.06E-03	2.00E-01	14.6000004
-2.06E-03	0	14.6000004
-2.06E-03	2.00E-01	14.6000004
-2.05E-03	0	14.6000004
-2.05E-03	0	14.6000004
-2.04E-03	2.00E-01	14.6000004
-2.04E-03	2.00E-01	14.6000004
-2.04E-03	0	14.6000004
-2.03E-03	0	14.6000004
-2.03E-03	0	14.6000004
-2.02E-03	2.00E-01	14.6000004
-2.02E-03	0	14.6000004
-2.02E-03	0	14.6000004
-2.01E-03	0	14.6000004
-2.01E-03	2.00E-01	14.6000004
-2.00E-03	0	14.6000004
-2.00E-03	2.00E-01	14.6000004
-2.00E-03	0	14.6000004
-1.99E-03	2.00E-01	14.6000004
-1.99E-03	0	14.6000004
-1.98E-03	2.00E-01	14.6000004
-1.98E-03	0	14.6000004
-1.98E-03	0	14.6000004
-1.97E-03	0	14.6000004
-1.97E-03	0	14.6000004
-1.96E-03	0	14.6000004
-1.96E-03	0	14.6000004
-1.96E-03	0	14.6000004
-1.95E-03	0	14.6000004
-1.95E-03	0	14.6000004
-1.94E-03	0	14.6000004
-1.94E-03	0	14.6000004
-1.94E-03	0	14.6000004
-1.93E-03	0	14.6000004
-1.93E-03	0	14.6000004
-1.92E-03	0	14.8000002
-1.92E-03	0	14.6000004
-1.92E-03	0	14.6000004
-1.91E-03	0	14.6000004
-1.91E-03	2.00E-01	14.6000004
-1.90E-03	0	14.6000004
-1.90E-03	0	14.6000004
-1.90E-03	0	14.6000004
-1.89E-03	2.00E-01	14.6000004
-1.89E-03	0	14.6000004
-1.88E-03	0	14.6000004
-1.88E-03	0	14.6000004
-1.88E-03	2.00E-01	14.6000004
-1.87E-03	0	14.6000004
-1.87E-03	0	14.6000004
-1.86E-03	0	14.6000004
-1.86E-03	0	14.6000004
-1.86E-03	0	14.6000004
-1.85E-03	0	14.6000004
-1.85E-03	0	14.6000004
-1.84E-03	0	14.6000004
-1.84E-03	2.00E-01	14.6000004
-1.84E-03	0	14.6000004
-1.83E-03	0	14.6000004
-1.83E-03	0	14.6000004
-1.82E-03	0	14.8000002
-1.82E-03	0	14.8000002
-1.82E-03	0	14.6000004
-1.81E-03	0	14.6000004
-1.81E-03	0	14.6000004
-1.80E-03	0	14.6000004
-1.80E-03	0	14.6000004
-1.80E-03	0	14.6000004
-1.79E-03	2.00E-01	14.6000004
-1.79E-03	0	14.6000004
-1.78E-03	0	14.6000004
-1.78E-03	0	14.6000004
-1.78E-03	0	14.6000004
-1.77E-03	0	14.6000004
-1.77E-03	2.00E-01	14.6000004
-1.76E-03	2.00E-01	14.6000004
-1.76E-03	2.00E-01	14.6000004
-1.76E-03	0	14.6000004
-1.75E-03	0	14.6000004
-1.75E-03	0	14.6000004
-1.74E-03	2.00E-01	14.6000004
-1.74E-03	0	14.6000004
-1.74E-03	0	14.6000004
-1.73E-03	0	14.6000004
-1.73E-03	0	14.6000004
-1.72E-03	0	14.6000004
-1.72E-03	0	14.6000004
-1.72E-03	0	14.6000004
-1.71E-03	0	14.6000004
-1.71E-03	0	14.6000004
-1.70E-03	2.00E-01	14.6000004
-1.70E-03	0	14.6000004
-1.70E-03	2.00E-01	14.6000004
-1.69E-03	0	14.6000004
-1.69E-03	0	14.6000004
-1.68E-03	0	14.8000002
-1.68E-03	0	14.6000004
-1.68E-03	0	14.6000004
-1.67E-03	2.00E-01	14.6000004
-1.67E-03	0	14.6000004
-1.66E-03	0	14.6000004
-1.66E-03	0	14.6000004
-1.66E-03	0	14.6000004
-1.65E-03	0	14.6000004
-1.65E-03	0	14.6000004
-1.64E-03	0	14.6000004
-1.64E-03	0	14.6000004
-1.64E-03	0	14.6000004
-1.63E-03	0	14.6000004
-1.63E-03	0	14.6000004
-1.62E-03	2.00E-01	14.6000004
-1.62E-03	0	14.6000004
-1.62E-03	2.00E-01	14.6000004
-1.61E-03	0	14.6000004
-1.61E-03	0	14.6000004
-1.60E-03	0	14.6000004
-1.60E-03	0	14.6000004
-1.60E-03	0	14.6000004
-1.59E-03	0	14.6000004
-1.59E-03	0	14.6000004
-1.58E-03	0	14.6000004
-1.58E-03	0	14.6000004
-1.58E-03	0	14.6000004
-1.57E-03	0	14.6000004
-1.57E-03	0	14.6000004
-1.56E-03	0	14.6000004
-1.56E-03	0	14.6000004
-1.56E-03	0	14.6000004
-1.55E-03	0	14.6000004
-1.55E-03	0	14.6000004
-1.54E-03	0	14.6000004
-1.54E-03	0	14.6000004
-1.54E-03	0	14.6000004
-1.53E-03	0	14.6000004
-1.53E-03	0	14.6000004
-1.52E-03	0	14.6000004
-1.52E-03	0	14.6000004
-1.52E-03	2.00E-01	14.6000004
-1.51E-03	0	14.6000004
-1.51E-03	2.00E-01	14.6000004
-1.50E-03	0	14.6000004
-1.50E-03	2.00E-01	14.6000004
-1.50E-03	0	14.6000004
-1.49E-03	0	14.6000004
-1.49E-03	0	14.6000004
-1.48E-03	2.00E-01	14.6000004
-1.48E-03	2.00E-01	14.6000004
-1.48E-03	0	14.6000004
-1.47E-03	0	14.6000004
-1.47E-03	0	14.6000004
-1.46E-03	0	14.6000004
-1.46E-03	0	14.6000004
-1.46E-03	2.00E-01	14.6000004
-1.45E-03	0	14.6000004
-1.45E-03	0	14.6000004
-1.44E-03	2.00E-01	14.6000004
-1.44E-03	0	14.6000004
-1.44E-03	0	14.6000004
-1.43E-03	0	14.6000004
-1.43E-03	0	14.6000004
-1.42E-03	0	14.6000004
-1.42E-03	2.00E-01	14.6000004
-1.42E-03	0	14.6000004
-1.41E-03	0	14.6000004
-1.41E-03	2.00E-01	14.6000004
-1.40E-03	0	14.6000004
-1.40E-03	0	14.6000004
-1.40E-03	0	14.6000004
-1.39E-03	0	14.6000004
-1.39E-03	0	14.6000004
-1.38E-03	0	14.6000004
-1.38E-03	0	14.6000004
-1.38E-03	2.00E-01	14.6000004
-1.37E-03	0	14.6000004
-1.37E-03	0	14.6000004
-1.36E-03	0	14.6000004
-1.36E-03	0	14.6000004
-1.36E-03	0	14.6000004
-1.35E-03	0	14.6000004
-1.35E-03	0	14.6000004
-1.34E-03	0	14.6000004
-1.34E-03	0	14.6000004
-1.34E-03	0	14.6000004
-1.33E-03	0	14.6000004
-1.33E-03	0	14.6000004
-1.32E-03	0	14.6000004
-1.32E-03	0	14.6000004
-1.32E-03	0	14.6000004
-1.31E-03	0	14.6000004
-1.31E-03	0	14.6000004
-1.30E-03	0	14.6000004
-1.30E-03	0	14.6000004
-1.30E-03	0	14.8000002
-1.29E-03	0	14.6000004
-1.29E-03	0	14.6000004
-1.28E-03	2.00E-01	14.6000004
-1.28E-03	0	14.6000004
-1.28E-03	0	14.8000002
-1.27E-03	0	14.6000004
-1.27E-03	0	14.6000004
-1.26E-03	0	14.6000004
-1.26E-03	0	14.6000004
-1.26E-03	2.00E-01	14.6000004
-1.25E-03	2.00E-01	14.6000004
-1.25E-03	2.00E-01	14.6000004
-1.24E-03	0	14.6000004
-1.24E-03	0	14.6000004
-1.24E-03	2.00E-01	14.6000004
-1.23E-03	0	14.6000004
-1.23E-03	0	14.6000004
-1.22E-03	0	14.6000004
-1.22E-03	0	14.6000004
-1.22E-03	0	14.6000004
-1.21E-03	0	14.8000002
-1.21E-03	2.00E-01	14.6000004
-1.20E-03	2.00E-01	14.6000004
-1.20E-03	0	14.6000004
-1.20E-03	0	14.6000004
-1.19E-03	2.00E-01	14.6000004
-1.19E-03	0	14.6000004
-1.18E-03	0	14.6000004
-1.18E-03	0	14.6000004
-1.18E-03	0	14.6000004
-1.17E-03	0	14.6000004
-1.17E-03	2.00E-01	14.6000004
-1.16E-03	0	14.6000004
-1.16E-03	0	14.6000004
-1.16E-03	2.00E-01	14.6000004
-1.15E-03	0	14.6000004
-1.15E-03	0	14.6000004
-1.14E-03	0	14.6000004
-1.14E-03	0	14.6000004
-1.14E-03	0	14.6000004
-1.13E-03	0	14.6000004
-1.13E-03	0	14.6000004
-1.12E-03	0	14.6000004
-1.12E-03	2.00E-01	14.6000004
-1.12E-03	2.00E-01	14.6000004
-1.11E-03	0	14.6000004
-1.11E-03	2.00E-01	14.6000004
-1.10E-03	0	14.6000004
-1.10E-03	0	14.6000004
-1.10E-03	0	14.6000004
-1.09E-03	0	14.6000004
-1.09E-03	0	14.6000004
-1.08E-03	2.00E-01	14.6000004
-1.08E-03	0	14.6000004
-1.08E-03	2.00E-01	14.6000004
-1.07E-03	2.00E-01	14.6000004
-1.07E-03	0	14.6000004
-1.06E-03	2.00E-01	14.6000004
-1.06E-03	0	14.6000004
-1.06E-03	0	14.6000004
-1.05E-03	0	14.8000002
-1.05E-03	0	14.6000004
-1.04E-03	0	14.6000004
-1.04E-03	0	14.6000004
-1.04E-03	0	14.6000004
-1.03E-03	2.00E-01	14.6000004
-1.03E-03	2.00E-01	14.6000004
-1.02E-03	0	14.6000004
-1.02E-03	2.00E-01	14.6000004
-1.02E-03	0	14.6000004
-1.01E-03	0	14.6000004
-1.01E-03	0	14.6000004
-1.00E-03	0	14.6000004
-1.00E-03	0	14.6000004
-9.96E-04	2.00E-01	14.6000004
-9.92E-04	0	14.6000004
-9.88E-04	0	14.6000004
-9.84E-04	0	14.6000004
-9.80E-04	2.00E-01	14.6000004
-9.76E-04	2.00E-01	14.6000004
-9.72E-04	2.00E-01	14.6000004
-9.68E-04	0	14.6000004
-9.64E-04	0	14.6000004
-9.60E-04	0	14.6000004
-9.56E-04	0	14.6000004
-9.52E-04	0	14.6000004
-9.48E-04	0	14.6000004
-9.44E-04	0	14.6000004
-9.40E-04	0	14.6000004
-9.36E-04	0	14.6000004
-9.32E-04	0	14.6000004
-9.28E-04	0	14.6000004
-9.24E-04	0	14.6000004
-9.20E-04	0	14.6000004
-9.16E-04	0	14.6000004
-9.12E-04	0	14.6000004
-9.08E-04	2.00E-01	14.6000004
-9.04E-04	0	14.6000004
-9.00E-04	0	14.6000004
