TIME	Vs	Vc
-3.05E-04	-13.6000004	-8.00E-01
-3.04E-04	-13.6000004	-8.00E-01
-3.03E-04	-13.6000004	-8.00E-01
-3.02E-04	-13.6000004	-1
-3.01E-04	-13.6000004	-8.00E-01
-3.00E-04	-13.6000004	-1
-2.99E-04	-13.6000004	-1
-2.98E-04	-13.6000004	-1
-2.97E-04	-13.6000004	-1
-2.96E-04	-13.6000004	-1
-2.95E-04	-13.6000004	-1
-2.94E-04	-13.6000004	-1
-2.93E-04	-13.6000004	-1
-2.92E-04	-13.6000004	-1.2
-2.91E-04	-13.6000004	-1.2
-2.90E-04	-13.6000004	-1.2
-2.89E-04	-13.6000004	-1.4
-2.88E-04	-13.6000004	-1.2
-2.87E-04	-13.6000004	-1.4
-2.86E-04	-13.6000004	-1.4
-2.85E-04	-13.6000004	-1.4
-2.84E-04	-13.6000004	-1.4
-2.83E-04	-13.6000004	-1.4
-2.82E-04	-13.6000004	-1.4
-2.81E-04	-13.6000004	-1.4
-2.80E-04	-13.6000004	-1.4
-2.79E-04	-13.6000004	-1.4
-2.78E-04	-13.6000004	-1.4
-2.77E-04	-13.6000004	-1.4
-2.76E-04	-13.6000004	-1.6
-2.75E-04	-13.6000004	-1.6
-2.74E-04	-13.6000004	-1.6
-2.73E-04	-13.6000004	-1.6
-2.72E-04	-13.6000004	-1.6
-2.71E-04	-13.6000004	-1.6
-2.70E-04	-13.6000004	-1.8000001
-2.69E-04	-13.6000004	-1.8000001
-2.68E-04	-13.6000004	-1.8000001
-2.67E-04	-13.6000004	-1.8000001
-2.66E-04	-13.6000004	-1.8000001
-2.65E-04	-13.6000004	-1.8000001
-2.64E-04	-13.6000004	-1.8000001
-2.63E-04	-13.6000004	-1.8000001
-2.62E-04	-13.6000004	-2
-2.61E-04	-13.6000004	-2
-2.60E-04	-13.6000004	-2
-2.59E-04	-13.6000004	-2
-2.58E-04	-13.6000004	-2
-2.57E-04	-13.6000004	-2
-2.56E-04	-13.6000004	-2.2
-2.55E-04	-13.6000004	-2
-2.54E-04	-13.6000004	-2
-2.53E-04	-13.6000004	-2
-2.52E-04	-13.6000004	-2
-2.51E-04	-13.6000004	-2
-2.50E-04	-13.6000004	-2.2
-2.49E-04	-13.6000004	-2.2
-2.48E-04	-13.6000004	-2.2
-2.47E-04	-13.6000004	-2.2
-2.46E-04	-13.6000004	-2.2
-2.45E-04	-13.6000004	-2.4000001
-2.44E-04	-13.6000004	-2.4000001
-2.43E-04	-13.6000004	-2.4000001
-2.42E-04	-13.6000004	-2.4000001
-2.41E-04	-13.6000004	-2.4000001
-2.40E-04	-13.6000004	-2.4000001
-2.39E-04	-13.6000004	-2.4000001
-2.38E-04	-13.6000004	-2.4000001
-2.37E-04	-13.6000004	-2.4000001
-2.36E-04	-13.6000004	-2.6000001
-2.35E-04	-13.6000004	-2.4000001
-2.34E-04	-13.6000004	-2.4000001
-2.33E-04	-13.6000004	-2.6000001
-2.32E-04	-13.6000004	-2.6000001
-2.31E-04	-13.6000004	-2.6000001
-2.30E-04	-13.6000004	-2.6000001
-2.29E-04	-13.6000004	-2.6000001
-2.28E-04	-13.6000004	-2.6000001
-2.27E-04	-13.6000004	-2.6000001
-2.26E-04	-13.6000004	-2.6000001
-2.25E-04	-13.6000004	-2.79999995
-2.24E-04	-13.6000004	-2.79999995
-2.23E-04	-13.6000004	-2.79999995
-2.22E-04	-13.6000004	-2.79999995
-2.21E-04	-13.6000004	-2.79999995
-2.20E-04	-13.6000004	-2.79999995
-2.19E-04	-13.6000004	-2.79999995
-2.18E-04	-13.6000004	-2.79999995
-2.17E-04	-13.6000004	-2.79999995
-2.16E-04	-13.6000004	-3
-2.15E-04	-13.6000004	-3
-2.14E-04	-13.6000004	-3
-2.13E-04	-13.6000004	-3
-2.12E-04	-13.6000004	-3
-2.11E-04	-13.6000004	-3
-2.10E-04	-13.6000004	-3
-2.09E-04	-13.6000004	-3.20000005
-2.08E-04	-13.6000004	-3
-2.07E-04	-13.6000004	-3.20000005
-2.06E-04	-13.6000004	-3.20000005
-2.05E-04	-13.6000004	-3.20000005
-2.04E-04	-13.6000004	-3.20000005
-2.03E-04	-13.6000004	-3.20000005
-2.02E-04	-13.6000004	-3.4000001
-2.01E-04	-13.6000004	-3.4000001
-2.00E-04	-13.6000004	-3.20000005
-1.99E-04	-13.6000004	-3.20000005
-1.98E-04	-13.6000004	-3.4000001
-1.97E-04	-13.6000004	-3.4000001
-1.96E-04	-13.6000004	-3.4000001
-1.95E-04	-13.6000004	-3.4000001
-1.94E-04	-13.6000004	-3.4000001
-1.93E-04	-13.6000004	-3.4000001
-1.92E-04	-13.6000004	-3.4000001
-1.91E-04	-13.6000004	-3.60000014
-1.90E-04	-13.6000004	-3.60000014
-1.89E-04	-13.6000004	-3.60000014
-1.88E-04	-13.6000004	-3.60000014
-1.87E-04	-13.6000004	-3.60000014
-1.86E-04	-13.6000004	-3.60000014
-1.85E-04	-13.6000004	-3.60000014
-1.84E-04	-13.6000004	-3.60000014
-1.83E-04	-13.6000004	-3.60000014
-1.82E-04	-13.6000004	-3.79999995
-1.81E-04	-13.6000004	-3.79999995
-1.80E-04	-13.6000004	-3.60000014
-1.79E-04	-13.6000004	-3.79999995
-1.78E-04	-13.6000004	-3.60000014
-1.77E-04	-13.6000004	-3.79999995
-1.76E-04	-13.6000004	-3.79999995
-1.75E-04	-13.6000004	-3.79999995
-1.74E-04	-13.6000004	-3.79999995
-1.73E-04	-13.6000004	-3.79999995
-1.72E-04	-13.6000004	-3.79999995
-1.71E-04	-13.6000004	-3.79999995
-1.70E-04	-13.6000004	-4
-1.69E-04	-13.6000004	-3.79999995
-1.68E-04	-13.6000004	-3.79999995
-1.67E-04	-13.6000004	-4
-1.66E-04	-13.6000004	-4
-1.65E-04	-13.6000004	-4
-1.64E-04	-13.6000004	-4
-1.63E-04	-13.6000004	-4.20000029
-1.62E-04	-13.6000004	-4
-1.61E-04	-13.6000004	-4
-1.60E-04	-13.6000004	-4
-1.59E-04	-13.6000004	-4.20000029
-1.58E-04	-13.6000004	-4.20000029
-1.57E-04	-13.6000004	-4.20000029
-1.56E-04	-13.6000004	-4.20000029
-1.55E-04	-13.8000002	-4.20000029
-1.54E-04	-13.6000004	-4.20000029
-1.53E-04	-13.6000004	-4.20000029
-1.52E-04	-13.6000004	-4.20000029
-1.51E-04	-13.6000004	-4.20000029
-1.50E-04	-13.6000004	-4.4000001
-1.49E-04	-13.6000004	-4.4000001
-1.48E-04	-13.6000004	-4.4000001
-1.47E-04	-13.6000004	-4.20000029
-1.46E-04	-13.6000004	-4.4000001
-1.45E-04	-13.6000004	-4.4000001
-1.44E-04	-13.6000004	-4.4000001
-1.43E-04	-13.6000004	-4.4000001
-1.42E-04	-13.6000004	-4.4000001
-1.41E-04	-13.6000004	-4.4000001
-1.40E-04	-13.6000004	-4.4000001
-1.39E-04	-13.6000004	-4.4000001
-1.38E-04	-13.6000004	-4.4000001
-1.37E-04	-13.6000004	-4.4000001
-1.36E-04	-13.6000004	-4.5999999
-1.35E-04	-13.6000004	-4.5999999
-1.34E-04	-13.6000004	-4.5999999
-1.33E-04	-13.6000004	-4.5999999
-1.32E-04	-13.4000006	-4.5999999
-1.31E-04	-13.6000004	-4.80000019
-1.30E-04	-13.6000004	-4.80000019
-1.29E-04	-13.6000004	-4.5999999
-1.28E-04	-13.6000004	-4.80000019
-1.27E-04	-13.6000004	-4.80000019
-1.26E-04	-13.6000004	-4.80000019
-1.25E-04	-13.6000004	-4.80000019
-1.24E-04	-13.6000004	-4.80000019
-1.23E-04	-13.8000002	-4.80000019
-1.22E-04	-13.6000004	-4.80000019
-1.21E-04	-13.6000004	-4.80000019
-1.20E-04	-13.6000004	-4.80000019
-1.19E-04	-13.6000004	-4.80000019
-1.18E-04	-13.6000004	-4.80000019
-1.17E-04	-13.6000004	-4.80000019
-1.16E-04	-13.6000004	-4.80000019
-1.15E-04	-13.6000004	-5
-1.14E-04	-13.6000004	-5
-1.13E-04	-13.6000004	-5
-1.12E-04	-13.6000004	-5
-1.11E-04	-13.6000004	-5
-1.10E-04	-13.6000004	-5
-1.09E-04	-13.6000004	-5
-1.08E-04	-13.6000004	-5.20000029
-1.07E-04	-13.8000002	-5
-1.06E-04	-13.6000004	-5
-1.05E-04	-13.6000004	-5.20000029
-1.04E-04	-13.6000004	-5.20000029
-1.03E-04	-13.6000004	-5.20000029
-1.02E-04	-13.6000004	-5.20000029
-1.01E-04	-13.6000004	-5.20000029
-1.00E-04	-13.6000004	-5.4000001
-9.90E-05	-13.6000004	-5.20000029
-9.80E-05	-13.6000004	-5.20000029
-9.70E-05	-13.6000004	-5.20000029
-9.60E-05	-13.6000004	-5.20000029
-9.50E-05	-13.6000004	-5.4000001
-9.40E-05	-13.6000004	-5.4000001
-9.30E-05	-13.6000004	-5.4000001
-9.20E-05	-13.6000004	-5.4000001
-9.10E-05	-13.6000004	-5.4000001
-9.00E-05	-13.6000004	-5.4000001
-8.90E-05	-13.6000004	-5.4000001
-8.80E-05	-13.6000004	-5.4000001
-8.70E-05	-13.6000004	-5.4000001
-8.60E-05	-13.6000004	-5.4000001
-8.50E-05	-13.6000004	-5.4000001
-8.40E-05	-13.6000004	-5.4000001
-8.30E-05	-13.6000004	-5.4000001
-8.20E-05	-13.6000004	-5.5999999
-8.10E-05	-13.6000004	-5.4000001
-8.00E-05	-13.6000004	-5.4000001
-7.90E-05	-13.6000004	-5.4000001
-7.80E-05	-13.6000004	-5.5999999
-7.70E-05	-13.8000002	-5.5999999
-7.60E-05	-13.6000004	-5.5999999
-7.50E-05	-13.6000004	-5.4000001
-7.40E-05	-13.6000004	-5.5999999
-7.30E-05	-13.6000004	-5.5999999
-7.20E-05	-13.6000004	-5.5999999
-7.10E-05	-13.6000004	-5.5999999
-7.00E-05	-13.6000004	-5.5999999
-6.90E-05	-13.6000004	-5.5999999
-6.80E-05	-13.6000004	-5.80000019
-6.70E-05	-13.6000004	-5.80000019
-6.60E-05	-13.6000004	-5.5999999
-6.50E-05	-13.6000004	-5.80000019
-6.40E-05	-13.6000004	-5.80000019
-6.30E-05	-13.6000004	-5.5999999
-6.20E-05	-13.6000004	-5.80000019
-6.10E-05	-13.6000004	-5.80000019
-6.00E-05	-13.6000004	-5.80000019
-5.90E-05	-13.6000004	-5.80000019
-5.80E-05	-13.6000004	-5.80000019
-5.70E-05	-13.6000004	-6
-5.60E-05	-13.6000004	-5.80000019
-5.50E-05	-13.6000004	-6
-5.40E-05	-13.6000004	-5.80000019
-5.30E-05	-13.6000004	-6
-5.20E-05	-13.6000004	-5.80000019
-5.10E-05	-13.6000004	-6
-5.00E-05	-13.6000004	-6
-4.90E-05	-13.6000004	-6
-4.80E-05	-13.6000004	-6
-4.70E-05	-13.6000004	-6.20000029
-4.60E-05	-13.6000004	-6
-4.50E-05	-13.6000004	-6.20000029
-4.40E-05	-13.6000004	-6
-4.30E-05	-13.6000004	-6
-4.20E-05	-13.6000004	-6.20000029
-4.10E-05	-13.6000004	-6
-4.00E-05	-13.6000004	-6.20000029
-3.90E-05	-13.6000004	-6.20000029
-3.80E-05	-13.6000004	-6.20000029
-3.70E-05	-13.6000004	-6.20000029
-3.60E-05	-13.6000004	-6.20000029
