TIME	Va
-1.28E-03	2.00E-01
-1.28E-03	2.00E-01
-1.28E-03	2.00E-01
-1.27E-03	2.00E-01
-1.27E-03	2.00E-01
-1.26E-03	2.00E-01
-1.26E-03	2.00E-01
-1.26E-03	2.00E-01
-1.25E-03	2.00E-01
-1.25E-03	2.00E-01
-1.24E-03	2.00E-01
-1.24E-03	2.00E-01
-1.24E-03	2.00E-01
-1.23E-03	2.00E-01
-1.23E-03	2.00E-01
-1.22E-03	2.00E-01
-1.22E-03	2.00E-01
-1.22E-03	2.00E-01
-1.21E-03	2.00E-01
-1.21E-03	2.00E-01
-1.20E-03	2.00E-01
-1.20E-03	2.00E-01
-1.20E-03	2.00E-01
-1.19E-03	2.00E-01
-1.19E-03	2.00E-01
-1.18E-03	2.00E-01
-1.18E-03	2.00E-01
-1.18E-03	2.00E-01
-1.17E-03	2.00E-01
-1.17E-03	2.00E-01
-1.16E-03	2.00E-01
-1.16E-03	2.00E-01
-1.16E-03	2.00E-01
-1.15E-03	2.00E-01
-1.15E-03	2.00E-01
-1.14E-03	2.00E-01
-1.14E-03	2.00E-01
-1.14E-03	2.00E-01
-1.13E-03	2.00E-01
-1.13E-03	2.00E-01
-1.12E-03	2.00E-01
-1.12E-03	2.00E-01
-1.12E-03	2.00E-01
-1.11E-03	2.00E-01
-1.11E-03	2.00E-01
-1.10E-03	2.00E-01
-1.10E-03	2.00E-01
-1.10E-03	2.00E-01
-1.09E-03	2.00E-01
-1.09E-03	2.00E-01
-1.08E-03	2.00E-01
-1.08E-03	2.00E-01
-1.08E-03	2.00E-01
-1.07E-03	2.00E-01
-1.07E-03	2.00E-01
-1.06E-03	2.00E-01
-1.06E-03	2.00E-01
-1.06E-03	2.00E-01
-1.05E-03	2.00E-01
-1.05E-03	2.00E-01
-1.04E-03	2.00E-01
-1.04E-03	2.00E-01
-1.04E-03	2.00E-01
-1.03E-03	2.00E-01
-1.03E-03	2.00E-01
-1.02E-03	2.00E-01
-1.02E-03	2.00E-01
-1.02E-03	2.00E-01
-1.01E-03	2.00E-01
-1.01E-03	2.00E-01
-1.00E-03	2.00E-01
-1.00E-03	2.00E-01
-9.96E-04	2.00E-01
-9.92E-04	2.00E-01
-9.88E-04	2.00E-01
-9.84E-04	2.00E-01
-9.80E-04	2.00E-01
-9.76E-04	2.00E-01
-9.72E-04	2.00E-01
-9.68E-04	2.00E-01
-9.64E-04	2.00E-01
-9.60E-04	2.00E-01
-9.56E-04	2.00E-01
-9.52E-04	2.00E-01
-9.48E-04	2.00E-01
-9.44E-04	2.00E-01
-9.40E-04	2.00E-01
-9.36E-04	2.00E-01
-9.32E-04	2.00E-01
-9.28E-04	2.00E-01
-9.24E-04	2.00E-01
-9.20E-04	2.00E-01
-9.16E-04	2.00E-01
-9.12E-04	2.00E-01
-9.08E-04	2.00E-01
-9.04E-04	2.00E-01
-9.00E-04	2.00E-01
-8.96E-04	2.00E-01
-8.92E-04	2.00E-01
-8.88E-04	2.00E-01
-8.84E-04	2.00E-01
-8.80E-04	2.00E-01
-8.76E-04	2.00E-01
-8.72E-04	2.00E-01
-8.68E-04	2.00E-01
-8.64E-04	2.00E-01
-8.60E-04	2.00E-01
-8.56E-04	2.00E-01
-8.52E-04	2.00E-01
-8.48E-04	2.00E-01
-8.44E-04	2.00E-01
-8.40E-04	2.00E-01
-8.36E-04	2.00E-01
-8.32E-04	2.00E-01
-8.28E-04	2.00E-01
-8.24E-04	2.00E-01
-8.20E-04	2.00E-01
-8.16E-04	2.00E-01
-8.12E-04	2.00E-01
-8.08E-04	2.00E-01
-8.04E-04	2.00E-01
-8.00E-04	2.00E-01
-7.96E-04	2.00E-01
-7.92E-04	2.00E-01
-7.88E-04	2.00E-01
-7.84E-04	2.00E-01
-7.80E-04	2.00E-01
-7.76E-04	2.00E-01
-7.72E-04	2.00E-01
-7.68E-04	2.00E-01
-7.64E-04	2.00E-01
-7.60E-04	2.00E-01
-7.56E-04	0
-7.52E-04	2.00E-01
-7.48E-04	2.00E-01
-7.44E-04	2.00E-01
-7.40E-04	2.00E-01
-7.36E-04	2.00E-01
-7.32E-04	2.00E-01
-7.28E-04	2.00E-01
-7.24E-04	2.00E-01
-7.20E-04	2.00E-01
-7.16E-04	2.00E-01
-7.12E-04	2.00E-01
-7.08E-04	0
-7.04E-04	2.00E-01
-7.00E-04	2.00E-01
-6.96E-04	2.00E-01
-6.92E-04	2.00E-01
-6.88E-04	2.00E-01
-6.84E-04	2.00E-01
-6.80E-04	2.00E-01
-6.76E-04	2.00E-01
-6.72E-04	2.00E-01
-6.68E-04	2.00E-01
-6.64E-04	0
-6.60E-04	2.00E-01
-6.56E-04	2.00E-01
-6.52E-04	2.00E-01
-6.48E-04	2.00E-01
-6.44E-04	2.00E-01
-6.40E-04	2.00E-01
-6.36E-04	2.00E-01
-6.32E-04	2.00E-01
-6.28E-04	2.00E-01
-6.24E-04	2.00E-01
-6.20E-04	2.00E-01
-6.16E-04	2.00E-01
-6.12E-04	2.00E-01
-6.08E-04	2.00E-01
-6.04E-04	2.00E-01
-6.00E-04	2.00E-01
-5.96E-04	2.00E-01
-5.92E-04	2.00E-01
-5.88E-04	2.00E-01
-5.84E-04	2.00E-01
-5.80E-04	2.00E-01
-5.76E-04	2.00E-01
-5.72E-04	2.00E-01
-5.68E-04	2.00E-01
-5.64E-04	2.00E-01
-5.60E-04	2.00E-01
-5.56E-04	2.00E-01
-5.52E-04	2.00E-01
-5.48E-04	2.00E-01
-5.44E-04	2.00E-01
-5.40E-04	2.00E-01
-5.36E-04	2.00E-01
-5.32E-04	2.00E-01
-5.28E-04	2.00E-01
-5.24E-04	2.00E-01
-5.20E-04	2.00E-01
-5.16E-04	2.00E-01
-5.12E-04	2.00E-01
-5.08E-04	2.00E-01
-5.04E-04	2.00E-01
-5.00E-04	2.00E-01
-4.96E-04	0
-4.92E-04	2.00E-01
-4.88E-04	2.00E-01
-4.84E-04	2.00E-01
-4.80E-04	4.00E-01
-4.76E-04	6.00E-01
-4.72E-04	8.00E-01
-4.68E-04	1.2
-4.64E-04	1.8000001
-4.60E-04	2.6000001
-4.56E-04	3.20000005
-4.52E-04	4.5999999
-4.48E-04	14.6000004
-4.44E-04	14.4000006
-4.40E-04	14.4000006
-4.36E-04	14.4000006
-4.32E-04	14.6000004
-4.28E-04	14.6000004
-4.24E-04	14.6000004
-4.20E-04	14.6000004
-4.16E-04	14.6000004
-4.12E-04	14.4000006
-4.08E-04	14.6000004
-4.04E-04	14.6000004
-4.00E-04	14.6000004
-3.96E-04	14.4000006
-3.92E-04	14.6000004
-3.88E-04	14.6000004
-3.84E-04	14.6000004
-3.80E-04	14.6000004
-3.76E-04	14.6000004
-3.72E-04	14.6000004
-3.68E-04	14.6000004
-3.64E-04	14.6000004
-3.60E-04	14.6000004
-3.56E-04	14.6000004
-3.52E-04	14.6000004
-3.48E-04	14.6000004
-3.44E-04	14.6000004
-3.40E-04	14.6000004
-3.36E-04	14.6000004
