TIME	Ve	Vs	Vc
-1.99E-03	2.00E-01	3.20000005	-2.79999995
-1.98E-03	2.00E-01	3.20000005	-3
-1.98E-03	2.00E-01	3.20000005	-3.20000005
-1.98E-03	2.00E-01	3.4000001	-3
-1.97E-03	2.00E-01	3.4000001	-3.20000005
-1.97E-03	2.00E-01	3.4000001	-3.20000005
-1.96E-03	2.00E-01	3.4000001	-3.20000005
-1.96E-03	2.00E-01	3.4000001	-3.20000005
-1.96E-03	2.00E-01	3.4000001	-3.20000005
-1.95E-03	2.00E-01	3.60000014	-3.4000001
-1.95E-03	2.00E-01	3.60000014	-3.4000001
-1.94E-03	2.00E-01	3.60000014	-3.4000001
-1.94E-03	2.00E-01	3.79999995	-3.4000001
-1.94E-03	2.00E-01	3.79999995	-3.60000014
-1.93E-03	2.00E-01	3.79999995	-3.60000014
-1.93E-03	0	3.79999995	-3.60000014
-1.92E-03	2.00E-01	3.79999995	-3.60000014
-1.92E-03	0	3.79999995	-3.60000014
-1.92E-03	2.00E-01	4	-3.79999995
-1.91E-03	2.00E-01	4	-4
-1.91E-03	2.00E-01	4	-4.20000029
-1.90E-03	2.00E-01	4.20000029	-4
-1.90E-03	2.00E-01	4.20000029	-4
-1.90E-03	2.00E-01	4.20000029	-4
-1.89E-03	2.00E-01	4.20000029	-4
-1.89E-03	2.00E-01	4.4000001	-4.4000001
-1.88E-03	2.00E-01	4.4000001	-4.20000029
-1.88E-03	2.00E-01	4.4000001	-4.20000029
-1.88E-03	2.00E-01	4.4000001	-4.20000029
-1.87E-03	0	4.4000001	-4.20000029
-1.87E-03	2.00E-01	4.5999999	-4.4000001
-1.86E-03	2.00E-01	4.5999999	-4.4000001
-1.86E-03	2.00E-01	4.5999999	-4.4000001
-1.86E-03	2.00E-01	4.5999999	-4.4000001
-1.85E-03	2.00E-01	4.5999999	-4.4000001
-1.85E-03	2.00E-01	4.5999999	-4.5999999
-1.84E-03	2.00E-01	4.80000019	-4.5999999
-1.84E-03	2.00E-01	4.80000019	-4.5999999
-1.84E-03	2.00E-01	4.80000019	-4.5999999
-1.83E-03	2.00E-01	4.80000019	-4.5999999
-1.83E-03	2.00E-01	4.80000019	-4.5999999
-1.82E-03	0	5	-4.5999999
-1.82E-03	2.00E-01	5	-4.5999999
-1.82E-03	2.00E-01	5	-4.80000019
-1.81E-03	2.00E-01	5	-4.80000019
-1.81E-03	2.00E-01	5	-4.80000019
-1.80E-03	2.00E-01	5.20000029	-4.80000019
-1.80E-03	2.00E-01	5.20000029	-5
-1.80E-03	2.00E-01	5.20000029	-5
-1.79E-03	2.00E-01	5.4000001	-5
-1.79E-03	2.00E-01	5.20000029	-5.20000029
-1.78E-03	2.00E-01	5.4000001	-5.20000029
-1.78E-03	2.00E-01	5.4000001	-5.20000029
-1.78E-03	2.00E-01	5.5999999	-5.20000029
-1.77E-03	2.00E-01	5.4000001	-5.20000029
-1.77E-03	2.00E-01	5.4000001	-5.20000029
-1.76E-03	2.00E-01	5.4000001	-5.4000001
-1.76E-03	2.00E-01	5.5999999	-5.4000001
-1.76E-03	2.00E-01	5.5999999	-5.4000001
-1.75E-03	2.00E-01	5.5999999	-5.4000001
-1.75E-03	2.00E-01	5.5999999	-5.4000001
-1.74E-03	2.00E-01	5.80000019	-5.4000001
-1.74E-03	2.00E-01	5.80000019	-5.5999999
-1.74E-03	2.00E-01	5.80000019	-5.5999999
-1.73E-03	2.00E-01	5.80000019	-5.5999999
-1.73E-03	2.00E-01	5.80000019	-5.5999999
-1.72E-03	2.00E-01	5.80000019	-5.80000019
-1.72E-03	2.00E-01	6	-6
-1.72E-03	2.00E-01	6	-5.80000019
-1.71E-03	2.00E-01	6	-5.80000019
-1.71E-03	2.00E-01	6	-6
-1.70E-03	2.00E-01	6	-5.80000019
-1.70E-03	2.00E-01	6.20000029	-6
-1.70E-03	2.00E-01	6.20000029	-6
-1.69E-03	2.00E-01	6.20000029	-6
-1.69E-03	2.00E-01	6.20000029	-6
-1.68E-03	2.00E-01	6.20000029	-6
-1.68E-03	2.00E-01	6.4000001	-6
-1.68E-03	2.00E-01	6.4000001	-6.20000029
-1.67E-03	0	6.4000001	-6.20000029
-1.67E-03	2.00E-01	6.4000001	-6.20000029
-1.66E-03	0	6.4000001	-6.20000029
-1.66E-03	0	6.4000001	-6.4000001
-1.66E-03	2.00E-01	6.4000001	-6.20000029
-1.65E-03	2.00E-01	6.4000001	-6.20000029
-1.65E-03	2.00E-01	6.5999999	-6.4000001
-1.64E-03	2.00E-01	6.5999999	-6.20000029
-1.64E-03	2.00E-01	6.5999999	-6.4000001
-1.64E-03	2.00E-01	6.5999999	-6.4000001
-1.63E-03	2.00E-01	6.5999999	-6.5999999
-1.63E-03	2.00E-01	6.5999999	-6.4000001
-1.62E-03	2.00E-01	6.80000019	-6.4000001
-1.62E-03	2.00E-01	6.80000019	-6.5999999
-1.62E-03	0	6.80000019	-6.5999999
-1.61E-03	2.00E-01	6.80000019	-6.5999999
-1.61E-03	2.00E-01	6.80000019	-6.5999999
-1.60E-03	2.00E-01	6.80000019	-6.80000019
-1.60E-03	2.00E-01	7	-6.80000019
-1.60E-03	2.00E-01	6.80000019	-6.80000019
-1.59E-03	2.00E-01	7	-6.80000019
-1.59E-03	0	7	-7.20000029
-1.58E-03	0	6.80000019	-6.5999999
-1.58E-03	14.6000004	7	-6.80000019
-1.58E-03	14.4000006	21	-6.5999999
-1.57E-03	14.6000004	21	-6.5999999
-1.57E-03	14.4000006	21	-6.4000001
-1.56E-03	14.6000004	20.80000114	-6.4000001
-1.56E-03	14.4000006	20.80000114	-6.20000029
-1.56E-03	14.6000004	20.60000038	-6.20000029
-1.55E-03	14.6000004	20.60000038	-6
-1.55E-03	14.4000006	20.39999962	-6
-1.54E-03	14.6000004	20.39999962	-6
-1.54E-03	14.6000004	20.39999962	-5.80000019
-1.54E-03	14.6000004	20.20000076	-5.5999999
-1.53E-03	14.6000004	20.20000076	-5.5999999
-1.53E-03	14.4000006	20.20000076	-5.80000019
-1.52E-03	14.6000004	20	-5.4000001
-1.52E-03	14.6000004	19.8000011	-5.4000001
-1.52E-03	14.4000006	20	-5.4000001
-1.51E-03	14.6000004	19.8000011	-5.20000029
-1.51E-03	14.6000004	19.8000011	-5
-1.50E-03	14.6000004	19.6000004	-5.20000029
-1.50E-03	14.4000006	19.6000004	-5
-1.50E-03	14.6000004	19.3999996	-4.80000019
-1.49E-03	14.6000004	19.3999996	-4.80000019
-1.49E-03	14.6000004	19.2000008	-4.80000019
-1.48E-03	14.6000004	19.2000008	-4.5999999
-1.48E-03	14.6000004	19.2000008	-4.5999999
-1.48E-03	14.6000004	19	-4.4000001
-1.47E-03	14.6000004	19	-4.4000001
-1.47E-03	14.6000004	18.8000011	-4.20000029
-1.46E-03	14.6000004	18.8000011	-4.20000029
-1.46E-03	14.6000004	18.8000011	-4.20000029
-1.46E-03	14.6000004	18.8000011	-4
-1.45E-03	14.6000004	18.6000004	-4
-1.45E-03	14.6000004	18.3999996	-3.79999995
-1.44E-03	14.6000004	18.3999996	-3.79999995
-1.44E-03	14.6000004	18.3999996	-3.60000014
-1.44E-03	14.6000004	18.2000008	-3.79999995
-1.43E-03	14.6000004	18.2000008	-3.60000014
-1.43E-03	14.6000004	18.2000008	-3.60000014
-1.42E-03	14.4000006	18	-3.79999995
-1.42E-03	14.6000004	18	-3.4000001
-1.42E-03	14.6000004	18	-3.4000001
-1.41E-03	14.6000004	17.8000011	-3.4000001
-1.41E-03	14.6000004	17.8000011	-3.20000005
-1.40E-03	14.6000004	17.8000011	-3.20000005
-1.40E-03	14.6000004	17.6000004	-3
-1.40E-03	14.6000004	17.6000004	-3
-1.39E-03	14.6000004	17.3999996	-2.79999995
-1.39E-03	14.4000006	17.3999996	-2.79999995
-1.38E-03	14.6000004	17.3999996	-2.79999995
-1.38E-03	14.6000004	17.2000008	-2.6000001
-1.38E-03	14.6000004	17.2000008	-2.6000001
-1.37E-03	14.4000006	17.2000008	-2.4000001
-1.37E-03	14.6000004	17	-2.4000001
-1.36E-03	14.6000004	16.8000011	-2.4000001
-1.36E-03	14.6000004	16.8000011	-2.2
-1.36E-03	14.6000004	16.8000011	-2.2
-1.35E-03	14.6000004	16.8000011	-2.2
-1.35E-03	14.4000006	16.8000011	-2
-1.34E-03	14.6000004	16.8000011	-2
-1.34E-03	14.6000004	16.6000004	-2
-1.34E-03	14.6000004	16.3999996	-1.8000001
-1.33E-03	14.6000004	16.3999996	-1.8000001
-1.33E-03	14.6000004	16.3999996	-1.6
-1.32E-03	14.6000004	16.2000008	-1.6
-1.32E-03	14.6000004	16.2000008	-1.6
-1.32E-03	14.6000004	16	-1.6
-1.31E-03	14.6000004	16	-1.4
-1.31E-03	14.6000004	16	-1.4
-1.30E-03	14.6000004	15.8000002	-1.2
-1.30E-03	14.6000004	15.8000002	-1.2
-1.30E-03	14.6000004	15.8000002	-1.2
-1.29E-03	14.6000004	15.8000002	-1.2
-1.29E-03	14.6000004	15.8000002	-1
-1.28E-03	14.6000004	15.6000004	-1
-1.28E-03	14.6000004	15.4000006	-1
-1.28E-03	14.6000004	15.4000006	-8.00E-01
-1.27E-03	14.6000004	15.4000006	-8.00E-01
-1.27E-03	14.6000004	15.1999998	-6.00E-01
-1.26E-03	14.6000004	15.1999998	-6.00E-01
-1.26E-03	14.6000004	15.1999998	-6.00E-01
-1.26E-03	14.6000004	15.1999998	-6.00E-01
-1.25E-03	14.6000004	15	-4.00E-01
-1.25E-03	14.6000004	15	-4.00E-01
-1.24E-03	14.6000004	14.8000002	-4.00E-01
-1.24E-03	14.6000004	14.8000002	-2.00E-01
-1.24E-03	14.6000004	14.8000002	-2.00E-01
-1.23E-03	14.6000004	14.8000002	-2.00E-01
-1.23E-03	14.6000004	14.8000002	-2.00E-01
-1.22E-03	14.6000004	14.8000002	0
-1.22E-03	14.6000004	14.6000004	0
-1.22E-03	14.6000004	14.6000004	2.00E-01
-1.21E-03	14.6000004	14.4000006	0
-1.21E-03	14.6000004	14.4000006	2.00E-01
-1.20E-03	14.6000004	14.4000006	2.00E-01
-1.20E-03	14.6000004	14.1999998	2.00E-01
-1.20E-03	14.6000004	14.4000006	4.00E-01
-1.19E-03	14.6000004	14.1999998	4.00E-01
-1.19E-03	14.6000004	14	4.00E-01
-1.18E-03	14.6000004	14	6.00E-01
-1.18E-03	14.6000004	14	6.00E-01
-1.18E-03	14.6000004	14	6.00E-01
-1.17E-03	14.6000004	13.8000002	8.00E-01
-1.17E-03	14.6000004	13.8000002	8.00E-01
-1.16E-03	14.6000004	13.8000002	8.00E-01
-1.16E-03	14.6000004	13.8000002	8.00E-01
-1.16E-03	14.6000004	13.6000004	1
-1.15E-03	14.6000004	13.6000004	1
-1.15E-03	14.6000004	13.4000006	1
-1.14E-03	14.6000004	13.6000004	1
-1.14E-03	14.6000004	13.4000006	1.2
-1.14E-03	14.6000004	13.4000006	1.2
-1.13E-03	14.6000004	13.4000006	1.2
-1.13E-03	14.6000004	13.1999998	1.4
-1.12E-03	14.6000004	13.1999998	1.4
-1.12E-03	14.6000004	13.1999998	1.4
-1.12E-03	14.6000004	13	1.6
-1.11E-03	14.6000004	13.1999998	1.6
-1.11E-03	14.6000004	13	1.6
-1.10E-03	14.6000004	13	1.6
-1.10E-03	14.6000004	13	1.8000001
-1.10E-03	14.6000004	12.8000002	1.6
-1.09E-03	14.6000004	12.8000002	1.8000001
-1.09E-03	14.6000004	12.8000002	1.8000001
-1.08E-03	14.6000004	12.8000002	1.8000001
-1.08E-03	14.6000004	12.6000004	1.8000001
-1.08E-03	14.6000004	12.6000004	2
-1.07E-03	14.6000004	12.6000004	2
-1.07E-03	14.6000004	12.6000004	2.2
-1.06E-03	14.6000004	12.4000006	2
-1.06E-03	14.6000004	12.4000006	2.2
-1.06E-03	14.6000004	12.4000006	2.2
-1.05E-03	14.6000004	12.1999998	2.2
-1.05E-03	14.6000004	12.1999998	2.4000001
-1.04E-03	14.6000004	12.4000006	2.4000001
-1.04E-03	14.6000004	12.1999998	2.4000001
-1.04E-03	14.6000004	12.1999998	2.6000001
-1.03E-03	14.6000004	12	2.4000001
-1.03E-03	14.6000004	12	2.6000001
-1.02E-03	14.6000004	12	2.6000001
-1.02E-03	14.6000004	12	2.79999995
-1.02E-03	14.6000004	11.8000002	2.79999995
-1.01E-03	14.6000004	11.8000002	2.79999995
-1.01E-03	14.6000004	11.8000002	3
-1.00E-03	14.6000004	11.8000002	2.79999995
-1.00E-03	14.6000004	11.6000004	3
-9.96E-04	14.6000004	11.6000004	2.79999995
-9.92E-04	14.6000004	11.6000004	3
-9.88E-04	14.6000004	11.6000004	3
-9.84E-04	14.6000004	11.4000006	3
-9.80E-04	14.6000004	11.4000006	3.20000005
-9.76E-04	14.6000004	11.4000006	3.20000005
-9.72E-04	14.6000004	11.4000006	3.20000005
-9.68E-04	14.6000004	11.4000006	3.20000005
-9.64E-04	14.6000004	11.1999998	3.20000005
-9.60E-04	14.6000004	11.1999998	3.4000001
-9.56E-04	14.6000004	11.1999998	3.4000001
-9.52E-04	14.6000004	11.1999998	3.4000001
-9.48E-04	14.6000004	11	3.4000001
-9.44E-04	14.6000004	11	3.60000014
-9.40E-04	14.6000004	11	3.60000014
-9.36E-04	14.6000004	10.8000002	3.60000014
-9.32E-04	14.6000004	10.8000002	3.60000014
-9.28E-04	14.6000004	10.8000002	3.79999995
-9.24E-04	14.6000004	10.8000002	3.79999995
-9.20E-04	14.6000004	10.8000002	3.79999995
-9.16E-04	14.6000004	10.8000002	3.79999995
-9.12E-04	14.6000004	10.8000002	4
-9.08E-04	14.6000004	10.6000004	4
-9.04E-04	14.6000004	10.6000004	4
-9.00E-04	14.6000004	10.6000004	4
-8.96E-04	14.6000004	10.6000004	4.20000029
-8.92E-04	14.6000004	10.4000006	4.20000029
-8.88E-04	14.6000004	10.4000006	4.20000029
-8.84E-04	14.6000004	10.4000006	4.20000029
-8.80E-04	14.6000004	10.4000006	4.20000029
-8.76E-04	14.6000004	10.1999998	4.4000001
-8.72E-04	14.6000004	10.1999998	4.4000001
-8.68E-04	14.6000004	10.1999998	4.4000001
-8.64E-04	14.6000004	10.1999998	4.4000001
-8.60E-04	14.6000004	10	4.4000001
-8.56E-04	14.6000004	10	4.5999999
-8.52E-04	14.6000004	10	4.5999999
-8.48E-04	14.6000004	9.800000191	4.5999999
-8.44E-04	14.6000004	10	4.80000019
-8.40E-04	14.6000004	9.800000191	4.5999999
-8.36E-04	14.6000004	9.800000191	5
-8.32E-04	14.6000004	9.800000191	4.80000019
-8.28E-04	14.6000004	9.800000191	5
-8.24E-04	14.6000004	9.800000191	5
-8.20E-04	14.6000004	9.600000381	5
-8.16E-04	14.8000002	9.600000381	4.80000019
-8.12E-04	14.6000004	9.800000191	5
-8.08E-04	14.6000004	9.400000572	5
-8.04E-04	14.6000004	9.600000381	5.20000029
-8.00E-04	14.6000004	9.400000572	5.20000029
-7.96E-04	14.8000002	9.400000572	5.4000001
-7.92E-04	14.6000004	9.400000572	5.20000029
-7.88E-04	14.6000004	9.400000572	5.20000029
-7.84E-04	14.8000002	9.400000572	5.20000029
-7.80E-04	14.6000004	9.199999809	5.20000029
-7.76E-04	14.6000004	9.199999809	5.4000001
-7.72E-04	14.6000004	9.199999809	5.4000001
-7.68E-04	14.6000004	9.199999809	5.4000001
-7.64E-04	14.6000004	9.199999809	5.5999999
-7.60E-04	14.6000004	9	5.4000001
-7.56E-04	14.6000004	9	5.5999999
-7.52E-04	14.6000004	9	5.5999999
-7.48E-04	14.6000004	9	5.5999999
-7.44E-04	14.6000004	8.800000191	5.5999999
-7.40E-04	14.6000004	8.800000191	5.80000019
-7.36E-04	14.6000004	8.800000191	5.80000019
-7.32E-04	14.6000004	8.800000191	6
-7.28E-04	14.6000004	8.800000191	6
-7.24E-04	14.6000004	8.800000191	5.80000019
-7.20E-04	14.6000004	8.800000191	6
-7.16E-04	14.6000004	8.800000191	5.80000019
-7.12E-04	14.6000004	8.600000381	6
-7.08E-04	14.6000004	8.600000381	6
-7.04E-04	14.6000004	8.600000381	6
-7.00E-04	14.8000002	8.400000572	6.20000029
-6.96E-04	14.6000004	8.600000381	6
-6.92E-04	14.6000004	8.400000572	6.20000029
-6.88E-04	14.8000002	8.400000572	6.4000001
-6.84E-04	14.6000004	8.400000572	6.20000029
-6.80E-04	14.8000002	8.400000572	6.20000029
-6.76E-04	14.6000004	8.400000572	6.4000001
-6.72E-04	14.6000004	8.400000572	6.20000029
-6.68E-04	14.8000002	8.199999809	6.5999999
-6.64E-04	14.6000004	8.199999809	6.4000001
-6.60E-04	14.8000002	8.199999809	6.4000001
-6.56E-04	14.6000004	8.199999809	6.4000001
-6.52E-04	14.8000002	8	6.4000001
-6.48E-04	14.6000004	8	6.5999999
-6.44E-04	14.6000004	8	6.5999999
-6.40E-04	14.8000002	8	6.5999999
-6.36E-04	14.6000004	8	6.5999999
-6.32E-04	14.6000004	8	6.5999999
-6.28E-04	14.6000004	8	6.80000019
-6.24E-04	14.6000004	8	7
-6.20E-04	14.6000004	8	6.80000019
-6.16E-04	14.6000004	7.800000191	6.80000019
-6.12E-04	14.6000004	7.800000191	7
-6.08E-04	14.8000002	7.800000191	7
-6.04E-04	14.8000002	7.800000191	6.80000019
-6.00E-04	14.6000004	7.800000191	7
-5.96E-04	14.8000002	7.599999905	7
-5.92E-04	14.8000002	7.599999905	7
-5.88E-04	14.6000004	7.599999905	7
-5.84E-04	14.6000004	7.599999905	7
-5.80E-04	14.6000004	7.599999905	7.20000029
-5.76E-04	14.8000002	7.400000095	7.400000095
-5.72E-04	14.6000004	7.400000095	7.20000029
-5.68E-04	14.8000002	7.400000095	7.400000095
-5.64E-04	14.8000002	7.400000095	7.20000029
-5.60E-04	14.8000002	7.400000095	7.20000029
-5.56E-04	14.6000004	7.400000095	7.400000095
-5.52E-04	14.6000004	7.400000095	7.20000029
-5.48E-04	14.6000004	7.400000095	7.400000095
-5.44E-04	14.8000002	7.20000029	7.400000095
-5.40E-04	14.6000004	7.20000029	7.599999905
-5.36E-04	14.8000002	7.20000029	7.400000095
-5.32E-04	14.8000002	7.20000029	7.400000095
-5.28E-04	14.8000002	7.20000029	7.400000095
-5.24E-04	14.8000002	7	7.400000095
-5.20E-04	14.6000004	7	7.800000191
-5.16E-04	14.6000004	7	7.599999905
-5.12E-04	14.6000004	7	7.400000095
-5.08E-04	14.6000004	7	7.599999905
-5.04E-04	14.8000002	7	7.599999905
-5.00E-04	14.6000004	7	8
-4.96E-04	14.8000002	7	8
-4.92E-04	14.8000002	7	7.800000191
-4.88E-04	4.00E-01	-7.400000095	7.800000191
-4.84E-04	4.00E-01	-7.20000029	7.800000191
-4.80E-04	2.00E-01	-7.20000029	7.599999905
-4.76E-04	2.00E-01	-7.20000029	7.400000095
-4.72E-04	2.00E-01	-7	7.400000095
-4.68E-04	2.00E-01	-7	7.20000029
-4.64E-04	2.00E-01	-7	7.20000029
-4.60E-04	2.00E-01	-6.80000019	7
-4.56E-04	2.00E-01	-6.5999999	6.80000019
-4.52E-04	2.00E-01	-6.5999999	6.80000019
-4.48E-04	2.00E-01	-6.5999999	7
-4.44E-04	2.00E-01	-6.4000001	6.80000019
-4.40E-04	2.00E-01	-6.4000001	6.5999999
-4.36E-04	2.00E-01	-6.20000029	6.4000001
-4.32E-04	2.00E-01	-6.20000029	6.4000001
-4.28E-04	2.00E-01	-6	6.20000029
-4.24E-04	2.00E-01	-6	6.20000029
-4.20E-04	2.00E-01	-6	6.20000029
-4.16E-04	2.00E-01	-5.80000019	6
-4.12E-04	2.00E-01	-5.5999999	5.80000019
-4.08E-04	2.00E-01	-5.5999999	5.80000019
-4.04E-04	2.00E-01	-5.4000001	5.80000019
-4.00E-04	2.00E-01	-5.5999999	5.80000019
-3.96E-04	2.00E-01	-5.4000001	5.5999999
-3.92E-04	2.00E-01	-5.20000029	5.5999999
-3.88E-04	2.00E-01	-5.20000029	5.4000001
-3.84E-04	2.00E-01	-5	5.4000001
-3.80E-04	2.00E-01	-5	5.20000029
-3.76E-04	2.00E-01	-5	5.20000029
-3.72E-04	2.00E-01	-5	5.20000029
-3.68E-04	2.00E-01	-4.80000019	5
-3.64E-04	2.00E-01	-4.80000019	5
-3.60E-04	2.00E-01	-4.5999999	5
-3.56E-04	2.00E-01	-4.5999999	4.80000019
-3.52E-04	2.00E-01	-4.4000001	4.5999999
-3.48E-04	2.00E-01	-4.4000001	4.5999999
-3.44E-04	2.00E-01	-4.4000001	4.5999999
-3.40E-04	2.00E-01	-4.20000029	4.4000001
-3.36E-04	2.00E-01	-4.20000029	4.4000001
-3.32E-04	2.00E-01	-4	4.20000029
-3.28E-04	2.00E-01	-4	4.20000029
-3.24E-04	2.00E-01	-4	4.20000029
-3.20E-04	2.00E-01	-3.79999995	4
-3.16E-04	2.00E-01	-3.79999995	4
-3.12E-04	2.00E-01	-3.60000014	3.79999995
-3.08E-04	4.00E-01	-3.60000014	4
-3.04E-04	2.00E-01	-3.60000014	3.79999995
-3.00E-04	2.00E-01	-3.4000001	3.79999995
-2.96E-04	2.00E-01	-3.4000001	3.60000014
-2.92E-04	2.00E-01	-3.20000005	3.60000014
-2.88E-04	2.00E-01	-3.20000005	3.4000001
-2.84E-04	2.00E-01	-3.20000005	3.4000001
-2.80E-04	2.00E-01	-3	3.4000001
-2.76E-04	2.00E-01	-3	3.20000005
-2.72E-04	2.00E-01	-2.79999995	3.20000005
-2.68E-04	2.00E-01	-2.79999995	3
-2.64E-04	2.00E-01	-2.79999995	3
-2.60E-04	2.00E-01	-2.6000001	3
-2.56E-04	2.00E-01	-2.6000001	2.79999995
-2.52E-04	2.00E-01	-2.4000001	2.79999995
-2.48E-04	2.00E-01	-2.4000001	2.79999995
-2.44E-04	2.00E-01	-2.4000001	2.6000001
-2.40E-04	2.00E-01	-2.4000001	2.6000001
-2.36E-04	2.00E-01	-2.2	2.4000001
-2.32E-04	2.00E-01	-2.2	2.4000001
-2.28E-04	2.00E-01	-2	2.4000001
-2.24E-04	2.00E-01	-2	2.2
-2.20E-04	2.00E-01	-2	2.2
-2.16E-04	2.00E-01	-2	2.2
-2.12E-04	2.00E-01	-1.8000001	2
-2.08E-04	2.00E-01	-1.8000001	2
-2.04E-04	2.00E-01	-1.8000001	2
-2.00E-04	2.00E-01	-1.6	1.8000001
-1.96E-04	2.00E-01	-1.6	1.8000001
-1.92E-04	2.00E-01	-1.6	1.8000001
-1.88E-04	2.00E-01	-1.4	1.6
-1.84E-04	2.00E-01	-1.4	1.6
-1.80E-04	2.00E-01	-1.4	1.4
-1.76E-04	2.00E-01	-1.2	1.4
-1.72E-04	2.00E-01	-1.2	1.4
-1.68E-04	2.00E-01	-1	1.4
-1.64E-04	2.00E-01	-1	1.2
-1.60E-04	2.00E-01	-1	1.2
-1.56E-04	2.00E-01	-1	1
-1.52E-04	2.00E-01	-8.00E-01	1
-1.48E-04	2.00E-01	-8.00E-01	1
-1.44E-04	2.00E-01	-8.00E-01	1
-1.40E-04	2.00E-01	-6.00E-01	8.00E-01
-1.36E-04	2.00E-01	-6.00E-01	8.00E-01
-1.32E-04	2.00E-01	-6.00E-01	8.00E-01
-1.28E-04	2.00E-01	-4.00E-01	8.00E-01
-1.24E-04	2.00E-01	-4.00E-01	6.00E-01
-1.20E-04	2.00E-01	-4.00E-01	6.00E-01
-1.16E-04	2.00E-01	-2.00E-01	4.00E-01
-1.12E-04	2.00E-01	-2.00E-01	4.00E-01
-1.08E-04	2.00E-01	0	2.00E-01
-1.04E-04	2.00E-01	0	2.00E-01
-1.00E-04	2.00E-01	0	2.00E-01
-9.60E-05	2.00E-01	0	2.00E-01
-9.20E-05	2.00E-01	0	0
-8.80E-05	2.00E-01	2.00E-01	0
-8.40E-05	2.00E-01	2.00E-01	0
-8.00E-05	2.00E-01	4.00E-01	0
-7.60E-05	2.00E-01	4.00E-01	-2.00E-01
-7.20E-05	2.00E-01	4.00E-01	-2.00E-01
-6.80E-05	2.00E-01	4.00E-01	-4.00E-01
-6.40E-05	2.00E-01	4.00E-01	-2.00E-01
-6.00E-05	2.00E-01	6.00E-01	-4.00E-01
-5.60E-05	2.00E-01	6.00E-01	-4.00E-01
-5.20E-05	2.00E-01	6.00E-01	-4.00E-01
-4.80E-05	2.00E-01	8.00E-01	-6.00E-01
-4.40E-05	2.00E-01	8.00E-01	-6.00E-01
-4.00E-05	2.00E-01	1	-8.00E-01
-3.60E-05	2.00E-01	1	-8.00E-01
-3.20E-05	2.00E-01	1	-8.00E-01
-2.80E-05	2.00E-01	1	-8.00E-01
-2.40E-05	2.00E-01	1.2	-1.2
-2.00E-05	2.00E-01	1.2	-8.00E-01
-1.60E-05	2.00E-01	1.2	-1
-1.20E-05	2.00E-01	1.2	-1
-8.00E-06	2.00E-01	1.2	-1
-4.00E-06	2.00E-01	1.4	-1.2
-3.27E-10	2.00E-01	1.4	-1.2
4.00E-06	2.00E-01	1.4	-1.2
8.00E-06	2.00E-01	1.4	-1.2
1.20E-05	2.00E-01	1.6	-1.2
1.60E-05	2.00E-01	1.6	-1.4
2.00E-05	2.00E-01	1.6	-1.6
2.40E-05	2.00E-01	1.8000001	-1.6
2.80E-05	2.00E-01	1.8000001	-1.6
3.20E-05	2.00E-01	1.8000001	-1.6
3.60E-05	2.00E-01	1.8000001	-1.8000001
4.00E-05	2.00E-01	2	-1.8000001
4.40E-05	2.00E-01	2	-1.8000001
4.80E-05	2.00E-01	2	-1.8000001
5.20E-05	2.00E-01	2.2	-1.8000001
5.60E-05	2.00E-01	2.2	-2
6.00E-05	2.00E-01	2.2	-2
6.40E-05	2.00E-01	2.2	-2.2
6.80E-05	2.00E-01	2.4000001	-2.2
7.20E-05	2.00E-01	2.4000001	-2.2
7.60E-05	2.00E-01	2.4000001	-2.2
8.00E-05	2.00E-01	2.4000001	-2.2
8.40E-05	2.00E-01	2.4000001	-2.4000001
8.80E-05	2.00E-01	2.6000001	-2.4000001
9.20E-05	2.00E-01	2.6000001	-2.4000001
9.60E-05	2.00E-01	2.79999995	-2.4000001
1.00E-04	2.00E-01	2.79999995	-2.6000001
1.04E-04	2.00E-01	2.79999995	-2.6000001
1.08E-04	2.00E-01	2.79999995	-2.6000001
1.12E-04	2.00E-01	3	-2.79999995
1.16E-04	2.00E-01	3	-2.79999995
1.20E-04	2.00E-01	3	-2.79999995
1.24E-04	2.00E-01	3	-3
1.28E-04	2.00E-01	3	-2.79999995
1.32E-04	2.00E-01	3.20000005	-2.79999995
1.36E-04	2.00E-01	3.20000005	-3
1.40E-04	2.00E-01	3.20000005	-3
1.44E-04	2.00E-01	3.4000001	-3
1.48E-04	2.00E-01	3.4000001	-3.20000005
1.52E-04	2.00E-01	3.4000001	-3.20000005
1.56E-04	2.00E-01	3.4000001	-3.4000001
1.60E-04	2.00E-01	3.4000001	-3.20000005
1.64E-04	2.00E-01	3.60000014	-3.20000005
1.68E-04	2.00E-01	3.60000014	-3.4000001
1.72E-04	2.00E-01	3.60000014	-3.4000001
1.76E-04	2.00E-01	3.60000014	-3.4000001
1.80E-04	2.00E-01	3.60000014	-3.4000001
1.84E-04	2.00E-01	3.79999995	-3.60000014
1.88E-04	2.00E-01	3.79999995	-3.60000014
1.92E-04	2.00E-01	3.79999995	-3.60000014
1.96E-04	2.00E-01	3.79999995	-3.60000014
2.00E-04	2.00E-01	3.79999995	-3.60000014
2.04E-04	2.00E-01	3.79999995	-3.79999995
2.08E-04	2.00E-01	4	-3.79999995
2.12E-04	2.00E-01	4	-3.79999995
2.16E-04	2.00E-01	4	-3.79999995
2.20E-04	2.00E-01	4	-4.20000029
2.24E-04	2.00E-01	4.20000029	-4.20000029
2.28E-04	2.00E-01	4.20000029	-4
