TIME	Ve	Vs
-1.03E-02	-1	-1
-1.03E-02	-1	-1
-1.03E-02	-1	-1
-1.03E-02	-1	-1
-1.03E-02	-1	-1
-1.03E-02	-1	-1
-1.03E-02	-1.04	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1.04	-9.60E-01
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.02E-02	-1	-1
-1.01E-02	-1	-1
-1.01E-02	-1.04	-1
-1.01E-02	-1.04	-1.04
-1.01E-02	-1	-1
-1.01E-02	-1	-1
-1.01E-02	-1	-1
-1.01E-02	-1.04	-1
-1.01E-02	-1	-1
-1.01E-02	-1	-1
-1.01E-02	-1	-1
-1.00E-02	-1	-1
-1.00E-02	-1	-1
-1.00E-02	-1	-1
-1.00E-02	-1	-1
-1.00E-02	-1	-1
-1.00E-02	1	-1
-9.99E-03	9.20E-01	-9.20E-01
-9.98E-03	8.40E-01	-7.20E-01
-9.97E-03	8.00E-01	-3.60E-01
-9.96E-03	8.00E-01	8.00E-02
-9.95E-03	8.40E-01	5.20E-01
-9.94E-03	8.40E-01	9.60E-01
-9.93E-03	8.80E-01	1.28
-9.92E-03	9.20E-01	1.5599999
-9.91E-03	9.60E-01	1.76
-9.90E-03	1	1.8399999
-9.89E-03	1.04	1.8399999
-9.88E-03	1.0799999	1.76
-9.87E-03	1.0799999	1.5999999
-9.86E-03	1.12	1.4399999
-9.85E-03	1.12	1.28
-9.84E-03	1.12	1.12
-9.83E-03	1.0799999	9.60E-01
-9.82E-03	1.04	8.40E-01
-9.81E-03	1.04	7.60E-01
-9.80E-03	1.04	6.80E-01
-9.79E-03	1	6.40E-01
-9.78E-03	1	7.20E-01
-9.77E-03	1	7.60E-01
-9.76E-03	1	8.40E-01
-9.75E-03	1	8.80E-01
-9.74E-03	1	9.60E-01
-9.73E-03	1	1.04
-9.72E-03	1	1.12
-9.71E-03	1	1.12
-9.70E-03	1	1.16
-9.69E-03	1.04	1.16
-9.68E-03	1.04	1.16
-9.67E-03	1.04	1.16
-9.66E-03	1.04	1.12
-9.65E-03	1.04	1.0799999
-9.64E-03	1.04	1.04
-9.63E-03	1.04	1.04
-9.62E-03	1.04	1
-9.61E-03	1.04	1
-9.60E-03	1	9.60E-01
-9.59E-03	1	9.60E-01
-9.58E-03	1	9.60E-01
-9.57E-03	1.04	9.60E-01
-9.56E-03	1.04	1
-9.55E-03	1	1
-9.54E-03	1.04	1
-9.53E-03	1.04	1.04
-9.52E-03	1.04	1.04
-9.51E-03	1.04	1.04
-9.50E-03	1.04	1.04
-9.49E-03	1	1.0799999
-9.48E-03	1.04	1.04
-9.47E-03	1.04	1.04
-9.46E-03	1	1.04
-9.45E-03	1.04	1.04
-9.44E-03	1.04	1.04
-9.43E-03	1.04	1.04
-9.42E-03	1.04	1.04
-9.41E-03	1	1.04
-9.40E-03	1	1.04
-9.39E-03	1	1.04
-9.38E-03	1.04	1.04
-9.37E-03	1.04	1.04
-9.36E-03	1.04	1
-9.35E-03	1	1
-9.34E-03	1.04	1
-9.33E-03	1	1
-9.32E-03	1.04	1.04
-9.31E-03	1.04	1.04
-9.30E-03	1.04	1.04
-9.29E-03	1.04	1.04
-9.28E-03	1	1.04
-9.27E-03	1.04	1
-9.26E-03	1.04	1.04
-9.25E-03	1.04	1.04
-9.24E-03	1.04	1
-9.23E-03	1	1.04
-9.22E-03	1.04	1.04
-9.21E-03	1	1.04
-9.20E-03	1.04	1
-9.19E-03	1.04	1.04
-9.18E-03	1.04	1.04
-9.17E-03	1	1
-9.16E-03	1	1.04
-9.15E-03	1.04	1.04
-9.14E-03	1.04	1.04
-9.13E-03	1.04	1
-9.12E-03	1.04	1
-9.11E-03	1.04	1.04
-9.10E-03	1.04	1.04
-9.09E-03	1.04	1.04
-9.08E-03	1.04	1
-9.07E-03	1.04	1
-9.06E-03	1.04	1.04
-9.05E-03	1.04	1.04
-9.04E-03	1.04	1.04
-9.03E-03	1	1.04
-9.02E-03	1.04	1
-9.01E-03	1	1
-9.00E-03	1.04	1.04
-8.99E-03	1.04	1
-8.98E-03	1.04	1.04
-8.97E-03	1	1
-8.96E-03	1.04	1.04
-8.95E-03	1	1.04
-8.94E-03	1	1
-8.93E-03	1.04	1.04
-8.92E-03	1.04	1.04
-8.91E-03	1.04	1.04
-8.90E-03	1.04	1.04
-8.89E-03	1	1.04
-8.88E-03	1.04	1.04
-8.87E-03	1	1
-8.86E-03	1.04	1
-8.85E-03	1.04	1.04
-8.84E-03	1.04	1
-8.83E-03	1	1.04
-8.82E-03	1.04	1.04
-8.81E-03	1	1.04
-8.80E-03	1.04	1.04
-8.79E-03	1	1.04
-8.78E-03	1.04	1.04
-8.77E-03	1.04	1.04
-8.76E-03	1	1
-8.75E-03	1.04	1.04
-8.74E-03	1.04	1.04
-8.73E-03	1.04	1.04
-8.72E-03	1	1.04
-8.71E-03	1	1.04
-8.70E-03	1	1
-8.69E-03	1	1.04
-8.68E-03	1.04	1
-8.67E-03	1	1.04
-8.66E-03	1	1.04
-8.65E-03	1.04	1.04
-8.64E-03	1	1.04
-8.63E-03	1.04	1.04
-8.62E-03	1.04	1.04
-8.61E-03	1.04	1.04
-8.60E-03	1	1.04
-8.59E-03	1	1.04
-8.58E-03	1.04	1.04
-8.57E-03	1	1
-8.56E-03	1	1
-8.55E-03	1	1
-8.54E-03	1	1.04
-8.53E-03	1.04	1
-8.52E-03	1.04	1
-8.51E-03	1.04	1.04
-8.50E-03	1	1.04
-8.49E-03	1.04	1.04
-8.48E-03	1	1.04
-8.47E-03	1.04	1.04
-8.46E-03	1	1
-8.45E-03	1	1.04
-8.44E-03	1	1.04
-8.43E-03	1.04	1.04
-8.42E-03	1	1.04
-8.41E-03	1	1.04
-8.40E-03	1	1.04
-8.39E-03	1.04	1.04
-8.38E-03	1.04	1
-8.37E-03	1.04	1.04
-8.36E-03	1	1.04
-8.35E-03	1.04	1.04
-8.34E-03	1.04	1.04
-8.33E-03	1.04	1
-8.32E-03	1.04	1.04
-8.31E-03	1.04	1.04
-8.30E-03	1.04	1.04
-8.29E-03	1	1
-8.28E-03	1.04	1.04
-8.27E-03	1.04	1.04
-8.26E-03	1	1.04
-8.25E-03	1	1
-8.24E-03	1	1
-8.23E-03	1.04	1.04
-8.22E-03	1.04	1
-8.21E-03	1.04	1
-8.20E-03	1.04	1.04
-8.19E-03	1	1.04
-8.18E-03	1	1
-8.17E-03	1	1.04
-8.16E-03	1.04	1.04
-8.15E-03	1.04	1.04
-8.14E-03	1.04	1.04
-8.13E-03	1	1
-8.12E-03	1	1.04
-8.11E-03	1	1.04
-8.10E-03	1	1.04
-8.09E-03	1.04	1.04
-8.08E-03	1	1.04
-8.07E-03	1.04	1.04
-8.06E-03	1	1.04
-8.05E-03	1	1.04
-8.04E-03	1	1.04
-8.03E-03	1.04	1
-8.02E-03	1.04	1
-8.01E-03	1.04	1.04
-8.00E-03	1.04	1.04
-7.99E-03	1.04	1.04
-7.98E-03	1	1.04
-7.97E-03	1.04	1.04
-7.96E-03	1.04	1.04
-7.95E-03	1	1.04
-7.94E-03	1.04	1.04
-7.93E-03	1.04	1
-7.92E-03	1	1.04
-7.91E-03	1.04	1.04
-7.90E-03	1.04	1.04
-7.89E-03	1.04	1
-7.88E-03	1.04	1.04
-7.87E-03	1.04	1.04
-7.86E-03	1.04	1.04
-7.85E-03	1	1.04
-7.84E-03	1	1.04
-7.83E-03	1.04	1.04
-7.82E-03	1.04	1
-7.81E-03	1	1
-7.80E-03	1	1.04
-7.79E-03	1.04	1.04
-7.78E-03	1	1.04
-7.77E-03	1.04	1
-7.76E-03	1.04	1.04
-7.75E-03	1	1.04
-7.74E-03	1.04	1
-7.73E-03	1.04	1.04
-7.72E-03	1.04	1.04
-7.71E-03	1.04	1.04
-7.70E-03	1.04	1.04
