WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1494.140;-4.71;-67.28;-67.06;-66.64;-39.50
1494.150;-4.71;-67.28;-67.06;-66.64;-39.64
1494.160;-4.68;-67.30;-67.09;-66.67;-39.47
1494.170;-4.71;-67.28;-67.06;-66.64;-39.56
1494.180;-4.71;-67.28;-67.06;-66.64;-39.57
1494.190;-4.69;-67.30;-67.08;-66.66;-39.52
1494.200;-4.69;-67.30;-67.09;-66.67;-39.52
1494.210;-4.69;-67.30;-67.08;-66.66;-39.53
1494.220;-4.69;-67.30;-67.08;-66.66;-39.46
1494.230;-4.71;-67.28;-67.07;-66.64;-39.40
1494.240;-4.69;-67.30;-67.09;-66.67;-39.43
1494.250;-4.69;-67.30;-67.09;-66.67;-39.43
1494.260;-4.69;-67.30;-67.08;-66.66;-39.51
1494.270;-4.67;-67.31;-67.10;-66.68;-39.41
1494.280;-4.68;-67.31;-67.09;-66.67;-39.48
1494.290;-4.69;-67.30;-67.08;-66.66;-39.48
1494.300;-4.66;-67.33;-67.11;-66.69;-39.48
1494.310;-4.69;-67.29;-67.08;-66.66;-39.57
1494.320;-4.70;-67.28;-67.07;-66.65;-39.52
1494.330;-4.68;-67.31;-67.09;-66.67;-39.39
1494.340;-4.67;-67.31;-67.10;-66.68;-39.43
1494.350;-4.70;-67.28;-67.07;-66.65;-39.48
1494.360;-4.68;-67.30;-67.09;-66.67;-39.49
1494.370;-4.70;-67.28;-67.07;-66.65;-39.46
1494.380;-4.69;-67.29;-67.08;-66.66;-39.43
1494.390;-4.71;-67.28;-67.06;-66.64;-39.43
1494.400;-4.71;-67.28;-67.06;-66.64;-39.37
1494.410;-4.71;-67.28;-67.06;-66.64;-39.34
1494.420;-4.71;-67.28;-67.06;-66.64;-39.27
1494.430;-4.70;-67.28;-67.07;-66.65;-39.31
1494.440;-4.69;-67.29;-67.08;-66.66;-39.37
1494.450;-4.70;-67.29;-67.08;-66.65;-39.33
1494.460;-4.68;-67.31;-67.10;-66.67;-39.34
1494.470;-4.71;-67.27;-67.06;-66.64;-39.27
1494.480;-4.71;-67.27;-67.06;-66.64;-39.27
1494.490;-4.69;-67.29;-67.08;-66.65;-39.24
1494.500;-4.73;-67.26;-67.04;-66.62;-39.34
1494.510;-4.72;-67.26;-67.05;-66.63;-39.32
1494.520;-4.72;-67.26;-67.05;-66.63;-39.26
1494.530;-4.73;-67.26;-67.04;-66.62;-39.29
1494.540;-4.71;-67.27;-67.06;-66.64;-39.25
1494.550;-4.73;-67.26;-67.04;-66.62;-39.32
1494.560;-4.73;-67.25;-67.04;-66.62;-39.22
1494.570;-4.73;-67.25;-67.04;-66.62;-39.16
1494.580;-4.73;-67.25;-67.04;-66.62;-39.23
1494.590;-4.73;-67.25;-67.04;-66.62;-39.31
1494.600;-4.73;-67.25;-67.04;-66.62;-39.20
1494.610;-4.76;-67.22;-67.01;-66.59;-39.33
1494.620;-4.74;-67.24;-67.03;-66.61;-39.19
1494.630;-4.74;-67.24;-67.03;-66.60;-39.32
1494.640;-4.75;-67.23;-67.02;-66.60;-39.28
1494.650;-4.75;-67.24;-67.03;-66.60;-39.35
1494.660;-4.73;-67.25;-67.04;-66.61;-39.23
1494.670;-4.75;-67.23;-67.03;-66.60;-39.29
1494.680;-4.73;-67.25;-67.04;-66.62;-39.36
1494.690;-4.76;-67.22;-67.01;-66.58;-39.28
1494.700;-4.74;-67.24;-67.03;-66.61;-39.31
1494.710;-4.74;-67.24;-67.04;-66.61;-39.29
1494.720;-4.76;-67.22;-67.01;-66.59;-39.30
1494.730;-4.75;-67.23;-67.03;-66.60;-39.42
1494.740;-4.75;-67.23;-67.02;-66.60;-39.24
1494.750;-4.74;-67.23;-67.03;-66.60;-39.31
1494.760;-4.73;-67.25;-67.04;-66.62;-39.44
1494.770;-4.75;-67.23;-67.03;-66.60;-39.40
1494.780;-4.74;-67.24;-67.03;-66.61;-39.33
1494.790;-4.73;-67.25;-67.04;-66.62;-39.39
1494.800;-4.74;-67.24;-67.03;-66.60;-39.33
1494.810;-4.73;-67.25;-67.04;-66.62;-39.38
1494.820;-4.73;-67.24;-67.04;-66.61;-39.37
1494.830;-4.73;-67.24;-67.04;-66.61;-39.32
1494.840;-4.74;-67.23;-67.03;-66.60;-39.24
1494.850;-4.73;-67.25;-67.04;-66.61;-39.42
1494.860;-4.75;-67.23;-67.02;-66.59;-39.34
1494.870;-4.73;-67.25;-67.04;-66.62;-39.26
1494.880;-4.73;-67.25;-67.04;-66.62;-39.42
1494.890;-4.73;-67.25;-67.04;-66.62;-39.31
1494.900;-4.73;-67.25;-67.04;-66.62;-39.26
1494.910;-4.74;-67.24;-67.03;-66.60;-39.31
1494.920;-4.73;-67.25;-67.04;-66.61;-39.33
1494.930;-4.73;-67.25;-67.04;-66.62;-39.29
1494.940;-4.73;-67.25;-67.04;-66.62;-39.34
1494.950;-4.73;-67.25;-67.04;-66.61;-39.39
1494.960;-4.71;-67.26;-67.06;-66.63;-39.32
1494.970;-4.72;-67.25;-67.05;-66.62;-39.41
1494.980;-4.72;-67.26;-67.05;-66.62;-39.35
1494.990;-4.73;-67.25;-67.04;-66.61;-39.41
1495.000;-4.73;-67.25;-67.04;-66.61;-39.40
1495.010;-4.71;-67.26;-67.06;-66.63;-39.39
1495.020;-4.71;-67.26;-67.06;-66.63;-39.43
1495.030;-4.70;-67.28;-67.08;-66.64;-39.50
1495.040;-4.71;-67.26;-67.06;-66.63;-39.42
1495.050;-4.71;-67.26;-67.06;-66.63;-39.42
1495.060;-4.73;-67.25;-67.04;-66.61;-39.35
1495.070;-4.73;-67.25;-67.04;-66.61;-39.29
1495.080;-4.71;-67.26;-67.06;-66.63;-39.25
1495.090;-4.71;-67.26;-67.06;-66.63;-39.36
1495.100;-4.72;-67.25;-67.05;-66.62;-39.37
1495.110;-4.71;-67.26;-67.06;-66.63;-39.44
1495.120;-4.73;-67.25;-67.05;-66.61;-39.33
1495.130;-4.70;-67.28;-67.07;-66.64;-39.33
1495.140;-4.70;-67.27;-67.07;-66.64;-39.36
1495.150;-4.71;-67.27;-67.06;-66.63;-39.43
1495.160;-4.73;-67.25;-67.04;-66.61;-39.54
1495.170;-4.72;-67.26;-67.05;-66.62;-39.42
1495.180;-4.73;-67.25;-67.04;-66.61;-39.39
1495.190;-4.73;-67.25;-67.04;-66.61;-39.54
1495.200;-4.71;-67.26;-67.06;-66.63;-39.40
1495.210;-4.73;-67.25;-67.04;-66.61;-39.48
1495.220;-4.73;-67.25;-67.04;-66.61;-39.45
1495.230;-4.73;-67.25;-67.04;-66.61;-39.53
1495.240;-4.73;-67.25;-67.04;-66.61;-39.56
1495.250;-4.73;-67.25;-67.04;-66.61;-39.51
1495.260;-4.73;-67.25;-67.04;-66.61;-39.57
1495.270;-4.73;-67.25;-67.04;-66.61;-39.66
1495.280;-4.73;-67.25;-67.04;-66.61;-39.49
1495.290;-4.73;-67.25;-67.04;-66.61;-39.61
1495.300;-4.73;-67.25;-67.04;-66.61;-39.57
1495.310;-4.71;-67.26;-67.06;-66.63;-39.62
1495.320;-4.73;-67.25;-67.04;-66.61;-39.68
1495.330;-4.73;-67.25;-67.04;-66.61;-39.65
1495.340;-4.73;-67.25;-67.04;-66.61;-39.58
1495.350;-4.73;-67.25;-67.04;-66.61;-39.78
1495.360;-4.73;-67.25;-67.04;-66.61;-39.68
1495.370;-4.73;-67.25;-67.04;-66.61;-39.63
1495.380;-4.73;-67.25;-67.04;-66.61;-39.77
1495.390;-4.73;-67.25;-67.04;-66.61;-39.79
1495.400;-4.75;-67.23;-67.02;-66.59;-39.69
1495.410;-4.74;-67.24;-67.03;-66.60;-39.82
1495.420;-4.73;-67.25;-67.04;-66.61;-39.80
1495.430;-4.74;-67.23;-67.02;-66.59;-39.73
1495.440;-4.73;-67.25;-67.04;-66.61;-39.77
1495.450;-4.76;-67.22;-67.01;-66.58;-39.72
1495.460;-4.77;-67.21;-67.00;-66.57;-39.78
1495.470;-4.76;-67.21;-67.00;-66.57;-39.91
1495.480;-4.77;-67.21;-66.99;-66.57;-39.85
1495.490;-4.76;-67.21;-67.00;-66.58;-39.78
1495.500;-4.73;-67.24;-67.03;-66.61;-39.74
1495.510;-4.76;-67.21;-67.00;-66.57;-39.86
1495.520;-4.74;-67.23;-67.02;-66.60;-39.83
1495.530;-4.73;-67.25;-67.03;-66.61;-39.85
1495.540;-4.76;-67.22;-67.00;-66.58;-39.78
1495.550;-4.75;-67.23;-67.02;-66.59;-39.98
1495.560;-4.76;-67.22;-67.00;-66.58;-39.93
1495.570;-4.77;-67.20;-66.99;-66.57;-39.82
1495.580;-4.73;-67.24;-67.03;-66.60;-39.73
1495.590;-4.75;-67.23;-67.01;-66.59;-39.83
1495.600;-4.76;-67.21;-67.00;-66.57;-39.91
1495.610;-4.76;-67.21;-67.00;-66.57;-39.89
1495.620;-4.79;-67.18;-66.96;-66.54;-40.01
1495.630;-4.76;-67.21;-67.00;-66.57;-39.99
1495.640;-4.75;-67.22;-67.01;-66.58;-40.04
1495.650;-4.76;-67.21;-67.00;-66.57;-40.02
1495.660;-4.75;-67.23;-67.01;-66.59;-40.00
1495.670;-4.73;-67.24;-67.02;-66.60;-40.01
1495.680;-4.75;-67.23;-67.01;-66.59;-39.93
1495.690;-4.73;-67.25;-67.03;-66.61;-40.04
1495.700;-4.74;-67.23;-67.01;-66.59;-40.05
1495.710;-4.76;-67.22;-67.00;-66.58;-40.08
1495.720;-4.75;-67.23;-67.01;-66.59;-40.01
1495.730;-4.76;-67.22;-67.00;-66.58;-40.10
1495.740;-4.73;-67.25;-67.03;-66.61;-40.10
1495.750;-4.74;-67.24;-67.02;-66.60;-40.02
1495.760;-4.76;-67.21;-66.99;-66.57;-40.02
1495.770;-4.74;-67.24;-67.02;-66.60;-40.02
1495.780;-4.73;-67.25;-67.03;-66.61;-40.14
1495.790;-4.74;-67.23;-67.01;-66.59;-40.18
1495.800;-4.73;-67.25;-67.03;-66.61;-40.17
1495.810;-4.75;-67.22;-67.00;-66.58;-40.11
1495.820;-4.73;-67.25;-67.03;-66.61;-40.14
1495.830;-4.75;-67.23;-67.01;-66.59;-40.07
1495.840;-4.75;-67.23;-67.01;-66.59;-40.14
1495.850;-4.75;-67.23;-67.01;-66.59;-40.19
1495.860;-4.74;-67.23;-67.01;-66.59;-40.17
1495.870;-4.73;-67.25;-67.03;-66.61;-40.27
1495.880;-4.73;-67.25;-67.03;-66.61;-40.22
1495.890;-4.73;-67.25;-67.03;-66.61;-40.13
1495.900;-4.74;-67.23;-67.01;-66.59;-40.22
1495.910;-4.73;-67.25;-67.03;-66.61;-40.26
1495.920;-4.74;-67.24;-67.02;-66.60;-40.26
1495.930;-4.73;-67.24;-67.02;-66.60;-40.33
1495.940;-4.73;-67.25;-67.03;-66.61;-40.33
1495.950;-4.73;-67.24;-67.02;-66.60;-40.40
1495.960;-4.73;-67.24;-67.02;-66.60;-40.44
1495.970;-4.73;-67.25;-67.03;-66.61;-40.50
1495.980;-4.74;-67.23;-67.01;-66.59;-40.47
1495.990;-4.72;-67.26;-67.04;-66.62;-40.51
1496.000;-4.73;-67.25;-67.03;-66.61;-40.43
1496.010;-4.73;-67.25;-67.03;-66.61;-40.58
1496.020;-4.73;-67.25;-67.03;-66.61;-40.60
1496.030;-4.73;-67.24;-67.02;-66.60;-40.61
1496.040;-4.73;-67.24;-67.02;-66.60;-40.61
1496.050;-4.73;-67.25;-67.03;-66.61;-40.82
1496.060;-4.73;-67.24;-67.02;-66.60;-40.73
1496.070;-4.74;-67.24;-67.02;-66.60;-40.66
1496.080;-4.75;-67.22;-67.00;-66.58;-40.62
1496.090;-4.76;-67.21;-66.99;-66.57;-40.65
1496.100;-4.73;-67.25;-67.03;-66.61;-40.66
1496.110;-4.73;-67.25;-67.03;-66.61;-40.59
1496.120;-4.73;-67.25;-67.03;-66.61;-40.66
1496.130;-4.73;-67.25;-67.03;-66.61;-40.68
1496.140;-4.75;-67.23;-67.01;-66.59;-40.68
1496.150;-4.74;-67.24;-67.02;-66.60;-40.70
1496.160;-4.74;-67.23;-67.01;-66.59;-40.84
1496.170;-4.76;-67.21;-66.99;-66.57;-40.73
1496.180;-4.75;-67.23;-67.01;-66.59;-40.73
1496.190;-4.75;-67.22;-67.00;-66.58;-40.82
1496.200;-4.75;-67.22;-67.00;-66.58;-40.77
1496.210;-4.73;-67.24;-67.03;-66.61;-40.76
1496.220;-4.76;-67.21;-67.00;-66.57;-40.71
1496.230;-4.75;-67.22;-67.00;-66.58;-40.75
1496.240;-4.75;-67.22;-67.00;-66.58;-40.77
1496.250;-4.78;-67.19;-66.97;-66.55;-40.70
1496.260;-4.73;-67.24;-67.02;-66.60;-40.73
1496.270;-4.76;-67.21;-66.99;-66.57;-40.72
1496.280;-4.77;-67.20;-66.99;-66.57;-40.68
1496.290;-4.75;-67.23;-67.01;-66.59;-40.66
1496.300;-4.79;-67.19;-66.97;-66.55;-40.61
1496.310;-4.78;-67.19;-66.98;-66.55;-40.68
1496.320;-4.75;-67.22;-67.01;-66.58;-40.69
1496.330;-4.80;-67.17;-66.96;-66.53;-40.62
1496.340;-4.79;-67.18;-66.97;-66.55;-40.63
1496.350;-4.76;-67.21;-66.99;-66.57;-40.65
1496.360;-4.79;-67.18;-66.96;-66.54;-40.60
1496.370;-4.76;-67.21;-66.99;-66.57;-40.63
1496.380;-4.76;-67.21;-66.99;-66.57;-40.64
1496.390;-4.80;-67.17;-66.96;-66.53;-40.64
1496.400;-4.78;-67.19;-66.97;-66.55;-40.67
1496.410;-4.78;-67.19;-66.97;-66.55;-40.71
1496.420;-4.79;-67.18;-66.97;-66.55;-40.66
1496.430;-4.75;-67.22;-67.00;-66.58;-40.68
1496.440;-4.79;-67.18;-66.96;-66.54;-40.71
1496.450;-4.78;-67.19;-66.98;-66.55;-40.74
1496.460;-4.77;-67.20;-66.98;-66.56;-40.71
1496.470;-4.79;-67.18;-66.96;-66.54;-40.66
1496.480;-4.77;-67.20;-66.99;-66.57;-40.69
1496.490;-4.75;-67.22;-67.00;-66.58;-40.70
1496.500;-4.78;-67.19;-66.98;-66.56;-40.70
1496.510;-4.76;-67.21;-67.00;-66.58;-40.61
1496.520;-4.76;-67.21;-66.99;-66.57;-40.59
1496.530;-4.78;-67.19;-66.98;-66.56;-40.55
1496.540;-4.75;-67.22;-67.00;-66.58;-40.64
1496.550;-4.76;-67.21;-66.99;-66.57;-40.66
1496.560;-4.76;-67.21;-66.99;-66.57;-40.61
1496.570;-4.75;-67.22;-67.00;-66.58;-40.65
1496.580;-4.77;-67.20;-66.98;-66.56;-40.65
1496.590;-4.75;-67.22;-67.00;-66.58;-40.63
1496.600;-4.75;-67.22;-67.01;-66.59;-40.60
1496.610;-4.77;-67.20;-66.98;-66.56;-40.63
1496.620;-4.75;-67.22;-67.01;-66.59;-40.63
1496.630;-4.77;-67.20;-66.98;-66.56;-40.55
1496.640;-4.76;-67.21;-66.99;-66.57;-40.62
1496.650;-4.73;-67.24;-67.03;-66.61;-40.61
1496.660;-4.75;-67.22;-67.00;-66.58;-40.60
1496.670;-4.76;-67.21;-67.00;-66.58;-40.51
1496.680;-4.75;-67.22;-67.01;-66.59;-40.59
1496.690;-4.76;-67.21;-66.99;-66.57;-40.62
1496.700;-4.75;-67.22;-67.01;-66.59;-40.61
1496.710;-4.73;-67.24;-67.02;-66.60;-40.67
1496.720;-4.74;-67.22;-67.01;-66.59;-40.65
1496.730;-4.73;-67.24;-67.02;-66.60;-40.50
1496.740;-4.74;-67.23;-67.02;-66.60;-40.56
1496.750;-4.73;-67.24;-67.02;-66.61;-40.54
1496.760;-4.73;-67.24;-67.02;-66.61;-40.54
1496.770;-4.73;-67.24;-67.02;-66.61;-40.44
1496.780;-4.73;-67.24;-67.02;-66.61;-40.49
1496.790;-4.73;-67.24;-67.02;-66.61;-40.51
1496.800;-4.74;-67.22;-67.01;-66.59;-40.54
1496.810;-4.73;-67.24;-67.02;-66.60;-40.58
1496.820;-4.75;-67.22;-67.00;-66.59;-40.52
1496.830;-4.75;-67.22;-67.00;-66.59;-40.49
1496.840;-4.73;-67.24;-67.02;-66.60;-40.47
1496.850;-4.74;-67.23;-67.01;-66.59;-40.52
1496.860;-4.73;-67.24;-67.02;-66.61;-40.38
1496.870;-4.73;-67.24;-67.02;-66.61;-40.39
1496.880;-4.76;-67.21;-66.99;-66.57;-40.48
1496.890;-4.75;-67.22;-67.00;-66.58;-40.49
1496.900;-4.74;-67.23;-67.01;-66.60;-40.43
1496.910;-4.75;-67.22;-67.00;-66.59;-40.38
1496.920;-4.73;-67.24;-67.02;-66.60;-40.45
1496.930;-4.75;-67.22;-67.00;-66.59;-40.48
1496.940;-4.75;-67.22;-67.00;-66.59;-40.40
1496.950;-4.73;-67.24;-67.02;-66.60;-40.31
1496.960;-4.76;-67.21;-66.99;-66.57;-40.38
1496.970;-4.74;-67.23;-67.01;-66.59;-40.30
1496.980;-4.74;-67.23;-67.01;-66.60;-40.29
1496.990;-4.76;-67.21;-66.99;-66.57;-40.29
1497.000;-4.74;-67.23;-67.00;-66.59;-40.31
1497.010;-4.75;-67.22;-67.00;-66.59;-40.33
1497.020;-4.77;-67.20;-66.98;-66.56;-40.30
1497.030;-4.76;-67.21;-66.98;-66.57;-40.23
1497.040;-4.76;-67.21;-66.98;-66.57;-40.23
1497.050;-4.76;-67.21;-66.98;-66.57;-40.28
1497.060;-4.76;-67.21;-66.98;-66.57;-40.26
1497.070;-4.79;-67.17;-66.95;-66.54;-40.22
1497.080;-4.76;-67.21;-66.98;-66.57;-40.47
1497.090;-4.78;-67.19;-66.97;-66.56;-40.28
1497.100;-4.80;-67.17;-66.95;-66.53;-40.25
1497.110;-4.78;-67.19;-66.96;-66.55;-40.27
1497.120;-4.80;-67.17;-66.94;-66.53;-40.20
1497.130;-4.81;-67.16;-66.94;-66.52;-40.28
1497.140;-4.80;-67.17;-66.95;-66.53;-40.15
1497.150;-4.81;-67.15;-66.93;-66.52;-40.17
1497.160;-4.80;-67.17;-66.95;-66.54;-40.15
1497.170;-4.79;-67.18;-66.96;-66.54;-40.24
1497.180;-4.80;-67.17;-66.94;-66.53;-40.13
1497.190;-4.78;-67.19;-66.96;-66.55;-40.11
1497.200;-4.80;-67.17;-66.94;-66.53;-40.10
1497.210;-4.81;-67.16;-66.93;-66.52;-40.17
1497.220;-4.79;-67.18;-66.96;-66.55;-40.15
1497.230;-4.80;-67.17;-66.94;-66.54;-40.06
1497.240;-4.79;-67.17;-66.95;-66.54;-40.04
1497.250;-4.79;-67.18;-66.95;-66.54;-40.11
1497.260;-4.80;-67.17;-66.94;-66.53;-40.07
1497.270;-4.80;-67.17;-66.94;-66.53;-40.15
1497.280;-4.80;-67.17;-66.94;-66.53;-40.02
1497.290;-4.80;-67.17;-66.94;-66.53;-40.02
1497.300;-4.79;-67.18;-66.96;-66.55;-40.07
1497.310;-4.78;-67.19;-66.96;-66.55;-40.11
1497.320;-4.79;-67.17;-66.95;-66.54;-40.17
1497.330;-4.78;-67.19;-66.96;-66.55;-40.10
1497.340;-4.79;-67.17;-66.95;-66.54;-39.95
1497.350;-4.78;-67.19;-66.96;-66.55;-39.88
1497.360;-4.77;-67.20;-66.97;-66.57;-39.94
1497.370;-4.79;-67.18;-66.95;-66.54;-39.99
1497.380;-4.77;-67.20;-66.97;-66.56;-39.96
1497.390;-4.76;-67.20;-66.98;-66.57;-39.93
1497.400;-4.78;-67.19;-66.96;-66.55;-39.87
1497.410;-4.78;-67.19;-66.96;-66.55;-39.89
1497.420;-4.78;-67.19;-66.96;-66.55;-39.94
1497.430;-4.78;-67.19;-66.96;-66.55;-39.96
1497.440;-4.75;-67.22;-66.99;-66.58;-39.93
1497.450;-4.77;-67.20;-66.97;-66.56;-39.98
1497.460;-4.75;-67.21;-66.99;-66.58;-39.90
1497.470;-4.75;-67.22;-66.99;-66.59;-39.81
1497.480;-4.75;-67.22;-66.99;-66.58;-39.90
1497.490;-4.74;-67.22;-67.00;-66.59;-39.85
1497.500;-4.74;-67.23;-67.00;-66.59;-39.83
1497.510;-4.74;-67.22;-67.00;-66.59;-39.87
1497.520;-4.73;-67.24;-67.01;-66.61;-39.92
1497.530;-4.74;-67.23;-67.00;-66.60;-39.88
1497.540;-4.75;-67.22;-66.99;-66.59;-39.93
1497.550;-4.73;-67.24;-67.01;-66.61;-39.95
1497.560;-4.73;-67.24;-67.01;-66.61;-39.76
1497.570;-4.73;-67.24;-67.01;-66.61;-39.95
1497.580;-4.73;-67.24;-67.01;-66.61;-39.86
1497.590;-4.74;-67.22;-67.00;-66.59;-39.76
1497.600;-4.73;-67.24;-67.01;-66.61;-39.84
1497.610;-4.75;-67.22;-66.99;-66.59;-39.78
1497.620;-4.78;-67.19;-66.96;-66.56;-39.83
1497.630;-4.75;-67.22;-66.99;-66.59;-39.92
1497.640;-4.76;-67.21;-66.98;-66.57;-39.79
1497.650;-4.75;-67.22;-66.99;-66.58;-39.83
1497.660;-4.73;-67.24;-67.01;-66.60;-39.79
1497.670;-4.76;-67.21;-66.98;-66.57;-39.73
1497.680;-4.75;-67.22;-66.99;-66.59;-39.78
1497.690;-4.75;-67.22;-66.99;-66.59;-39.75
1497.700;-4.76;-67.21;-66.98;-66.57;-39.78
1497.710;-4.76;-67.21;-66.98;-66.57;-39.84
1497.720;-4.77;-67.20;-66.97;-66.56;-39.75
1497.730;-4.78;-67.19;-66.96;-66.55;-39.68
1497.740;-4.75;-67.22;-66.99;-66.58;-39.68
1497.750;-4.76;-67.21;-66.98;-66.57;-39.76
1497.760;-4.76;-67.21;-66.98;-66.57;-39.64
1497.770;-4.76;-67.21;-66.98;-66.57;-39.59
1497.780;-4.78;-67.19;-66.96;-66.55;-39.65
1497.790;-4.78;-67.19;-66.96;-66.55;-39.71
1497.800;-4.77;-67.20;-66.97;-66.56;-39.70
1497.810;-4.79;-67.18;-66.95;-66.54;-39.71
1497.820;-4.78;-67.19;-66.96;-66.55;-39.63
1497.830;-4.80;-67.17;-66.94;-66.53;-39.71
1497.840;-4.80;-67.17;-66.94;-66.53;-39.76
1497.850;-4.79;-67.18;-66.95;-66.55;-39.59
1497.860;-4.80;-67.17;-66.94;-66.54;-39.66
1497.870;-4.80;-67.17;-66.94;-66.54;-39.70
1497.880;-4.79;-67.18;-66.95;-66.55;-39.62
1497.890;-4.81;-67.16;-66.93;-66.52;-39.71
1497.900;-4.80;-67.17;-66.94;-66.53;-39.77
1497.910;-4.80;-67.16;-66.93;-66.53;-39.63
1497.920;-4.82;-67.15;-66.92;-66.51;-39.66
1497.930;-4.80;-67.17;-66.94;-66.53;-39.62
1497.940;-4.81;-67.15;-66.92;-66.52;-39.58
1497.950;-4.80;-67.17;-66.94;-66.54;-39.66
1497.960;-4.79;-67.18;-66.95;-66.54;-39.62
1497.970;-4.81;-67.16;-66.93;-66.52;-39.62
1497.980;-4.82;-67.15;-66.92;-66.52;-39.68
1497.990;-4.80;-67.17;-66.94;-66.53;-39.52
1498.000;-4.82;-67.15;-66.92;-66.52;-39.47
1498.010;-4.80;-67.16;-66.93;-66.53;-39.58
1498.020;-4.80;-67.17;-66.94;-66.53;-39.56
1498.030;-4.81;-67.15;-66.93;-66.52;-39.60
1498.040;-4.79;-67.18;-66.95;-66.54;-39.57
1498.050;-4.79;-67.17;-66.95;-66.54;-39.61
1498.060;-4.82;-67.15;-66.92;-66.52;-39.66
1498.070;-4.80;-67.17;-66.94;-66.53;-39.55
1498.080;-4.80;-67.17;-66.94;-66.53;-39.66
1498.090;-4.79;-67.18;-66.95;-66.55;-39.47
1498.100;-4.80;-67.17;-66.94;-66.54;-39.63
1498.110;-4.80;-67.17;-66.94;-66.53;-39.47
1498.120;-4.80;-67.17;-66.94;-66.53;-39.47
1498.130;-4.80;-67.17;-66.94;-66.53;-39.50
1498.140;-4.80;-67.17;-66.94;-66.53;-39.52
1498.150;-4.78;-67.19;-66.96;-66.55;-39.55
1498.160;-4.78;-67.19;-66.96;-66.55;-39.46
1498.170;-4.78;-67.19;-66.96;-66.55;-39.54
1498.180;-4.75;-67.22;-67.00;-66.59;-39.51
1498.190;-4.76;-67.21;-66.98;-66.57;-39.50
1498.200;-4.75;-67.22;-66.99;-66.58;-39.50
1498.210;-4.75;-67.23;-67.00;-66.59;-39.55
1498.220;-4.76;-67.21;-66.98;-66.57;-39.52
1498.230;-4.76;-67.21;-66.98;-66.57;-39.56
1498.240;-4.75;-67.23;-67.00;-66.59;-39.48
1498.250;-4.75;-67.23;-67.00;-66.59;-39.56
1498.260;-4.73;-67.24;-67.02;-66.61;-39.55
1498.270;-4.73;-67.24;-67.01;-66.60;-39.40
1498.280;-4.75;-67.23;-67.00;-66.59;-39.38
1498.290;-4.75;-67.23;-67.00;-66.59;-39.43
1498.300;-4.75;-67.23;-67.00;-66.59;-39.49
1498.310;-4.74;-67.23;-67.01;-66.59;-39.50
1498.320;-4.74;-67.24;-67.01;-66.60;-39.50
1498.330;-4.76;-67.21;-66.99;-66.57;-39.52
1498.340;-4.73;-67.25;-67.02;-66.61;-39.40
1498.350;-4.73;-67.24;-67.02;-66.60;-39.39
1498.360;-4.75;-67.23;-67.00;-66.59;-39.46
1498.370;-4.73;-67.24;-67.02;-66.60;-39.44
1498.380;-4.75;-67.23;-67.00;-66.59;-39.45
1498.390;-4.73;-67.24;-67.02;-66.60;-39.46
1498.400;-4.75;-67.23;-67.00;-66.59;-39.42
1498.410;-4.75;-67.23;-67.00;-66.59;-39.37
1498.420;-4.78;-67.19;-66.97;-66.55;-39.44
1498.430;-4.75;-67.23;-67.00;-66.58;-39.47
1498.440;-4.76;-67.21;-66.99;-66.57;-39.43
1498.450;-4.75;-67.23;-67.00;-66.58;-39.43
1498.460;-4.75;-67.23;-67.01;-66.59;-39.45
1498.470;-4.76;-67.21;-66.99;-66.57;-39.35
1498.480;-4.75;-67.22;-67.00;-66.58;-39.40
1498.490;-4.76;-67.22;-66.99;-66.57;-39.36
1498.500;-4.76;-67.21;-66.99;-66.57;-39.41
1498.510;-4.75;-67.23;-67.00;-66.58;-39.28
1498.520;-4.77;-67.20;-66.98;-66.56;-39.35
1498.530;-4.75;-67.22;-67.00;-66.58;-39.32
1498.540;-4.76;-67.21;-66.99;-66.57;-39.30
1498.550;-4.77;-67.21;-66.99;-66.57;-39.24
1498.560;-4.78;-67.20;-66.97;-66.55;-39.39
1498.570;-4.78;-67.20;-66.97;-66.55;-39.32
1498.580;-4.80;-67.18;-66.96;-66.53;-39.23
1498.590;-4.80;-67.18;-66.96;-66.53;-39.34
1498.600;-4.80;-67.18;-66.96;-66.53;-39.24
1498.610;-4.78;-67.19;-66.97;-66.55;-39.18
1498.620;-4.80;-67.18;-66.96;-66.54;-39.20
1498.630;-4.79;-67.19;-66.97;-66.55;-39.16
1498.640;-4.80;-67.18;-66.96;-66.53;-39.22
1498.650;-4.78;-67.20;-66.97;-66.55;-39.22
1498.660;-4.80;-67.18;-66.96;-66.54;-39.14
1498.670;-4.79;-67.19;-66.97;-66.55;-39.12
1498.680;-4.80;-67.18;-66.96;-66.53;-39.18
1498.690;-4.80;-67.18;-66.96;-66.53;-39.17
1498.700;-4.80;-67.18;-66.96;-66.53;-39.24
1498.710;-4.80;-67.18;-66.96;-66.53;-39.18
1498.720;-4.79;-67.19;-66.97;-66.54;-39.23
1498.730;-4.80;-67.19;-66.97;-66.54;-39.18
1498.740;-4.82;-67.17;-66.95;-66.52;-39.24
1498.750;-4.80;-67.18;-66.96;-66.53;-39.13
1498.760;-4.80;-67.18;-66.96;-66.53;-39.08
1498.770;-4.80;-67.18;-66.96;-66.53;-39.08
