OWNER;POINTNAME;FLD_DEV;3_KKS;DESC;ACTIVE;INACTIVE;SIG_TYPE;SIG_LEVEL;PWR_SRC;LOCATION;IO_GROUP;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION;SOE;HIST;PID;LOGIC;HMI_SCREEN;MOD;REV;REV_COMMENT;REV_DATE;REMARKS;Typo;DESCRIPCIÓN;DESCRIPCIÓN ALTERNATIVA;
       ACC;B1LBG31AA301XB02;B1LBG31AA301;XB02;B1: Blr to PriAirPrehtr IV FullyCl                                                                                    ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301XB07;B1LBG31AA301;XB07;B1: Blr to PriAirPrehtr IV Actuator                                      Fault                                        ;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301XB23;B1LBG31AA301;XB23;B1: Blr to PriAirPrehtr IV Actuator                                      Local Mode                                   ;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301XQ13;B1LBG31AA301;XQ13;B1: Blr to PriAirPrehtr IV Valve                                         Position                                     ;;;AI;4_20mA;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301YQ01;B1LBG31AA301;YQ01;B1: Blr to PriAirPrehtr IV Position                                      Demand                                       ;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301ZB17;B1LBG31AA301;ZB17;B1: Blr to PriAirPrehtr IV Protection                                    Close                                        ;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301ZB19;B1LBG31AA301;ZB19;B1: Blr to PriAirPrehtr IV Protection                                    Open                                         ;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301ZB50;B1LBG31AA301;ZB50;B1: Blr to PriAirPrehtr IV Drive                                         Ready                                        ;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31AA301ZB51;B1LBG31AA301;ZB51;B1: Blr to PriAirPrehtr IV Drive Ready                                    & Auto                                       ;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to PriAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG31CP001XQ01;B1LBG31CP001;XQ01;B1: Blr to PriAirPrehtr Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Blr to PriAirPrehtr Press;B1LBG30EA001;
       ACC;B1LBG32AA301XB01;B1LBG32AA301;XB01;B1: Blr to SecAirPrehtr IV FullyOp                                                                                    ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301XB02;B1LBG32AA301;XB02;B1: Blr to SecAirPrehtr IV FullyCl                                                                                    ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301XB07;B1LBG32AA301;XB07;B1: Blr to SecAirPrehtr IV Actuator                                      Fault                                        ;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301XB23;B1LBG32AA301;XB23;B1: Blr to SecAirPrehtr IV Actuator                                      Local Mode                                   ;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301XQ13;B1LBG32AA301;XQ13;B1: Blr to SecAirPrehtr IV Valve                                         Position                                     ;;;AI;4_20mA;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301YQ01;B1LBG32AA301;YQ01;B1: Blr to SecAirPrehtr IV Position                                      Demand                                       ;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301ZB17;B1LBG32AA301;ZB17;B1: Blr to SecAirPrehtr IV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301ZB19;B1LBG32AA301;ZB19;B1: Blr to SecAirPrehtr IV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301ZB50;B1LBG32AA301;ZB50;B1: Blr to SecAirPrehtr IV Drive                                         Ready                                        ;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32AA301ZB51;B1LBG32AA301;ZB51;B1: Blr to SecAirPrehtr IV Drive Ready                                    & Auto                                       ;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Blr to SecAirPrehtr IV;B1LBG30EA001;
       ACC;B1LBG32CP001XQ01;B1LBG32CP001;XQ01;B1: Blr to SecAirPrehtr Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Blr to SecAirPrehtr Press;B1LBG30EA001;
       ACC;B1LBG33AA301XB01;B1LBG33AA301;XB01;B1: Sealing Air Prehtr IV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301XB02;B1LBG33AA301;XB02;B1: Sealing Air Prehtr IV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301XB07;B1LBG33AA301;XB07;B1: Sealing Air Prehtr IV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301XB23;B1LBG33AA301;XB23;B1: Sealing Air Prehtr IV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301YB01;B1LBG33AA301;YB01;B1: Sealing Air Prehtr IV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301YB02;B1LBG33AA301;YB02;B1: Sealing Air Prehtr IV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB17;B1LBG33AA301;ZB17;B1: Sealing Air Prehtr IV Protection                                    Close;Prot Close Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB19;B1LBG33AA301;ZB19;B1: Sealing Air Prehtr IV Protection                                    Open;Prot Open Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB45;B1LBG33AA301;ZB45;B1: Sealing Air Prehtr IV Release                                       Open;Release Open;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB46;B1LBG33AA301;ZB46;B1: Sealing Air Prehtr IV Release                                       Close;Release Close;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB50;B1LBG33AA301;ZB50;B1: Sealing Air Prehtr IV Drive                                         Ready;Drive Ready;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA301ZB51;B1LBG33AA301;ZB51;B1: Sealing Air Prehtr IV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr IV;B1LBG30EA001;
       ACC;B1LBG33AA302XB01;B1LBG33AA302;XB01;B1: Pot B1LBG33 #1 Drn MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302XB02;B1LBG33AA302;XB02;B1: Pot B1LBG33 #1 Drn MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302XB07;B1LBG33AA302;XB07;B1: Pot B1LBG33 #1 Drn MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302XB23;B1LBG33AA302;XB23;B1: Pot B1LBG33 #1 Drn MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302XQ13;B1LBG33AA302;XQ13;B1: Pot B1LBG33 #1 Drn MOV Valve                                         Position;;;AI;4_20mA;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302YQ01;B1LBG33AA302;YQ01;B1: Pot B1LBG33 #1 Drn MOV Position                                      Demand;;;AO;4_20mA;         S;          ;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302ZB17;B1LBG33AA302;ZB17;B1: Pot B1LBG33 #1 Drn MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302ZB19;B1LBG33AA302;ZB19;B1: Pot B1LBG33 #1 Drn MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302ZB50;B1LBG33AA302;ZB50;B1: Pot B1LBG33 #1 Drn MOV Drive                                         Ready;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33AA302ZB51;B1LBG33AA302;ZB51;B1: Pot B1LBG33 #1 Drn MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;;;1;;;;;B1: Pot B1LBG33 #1 Drn MOV;B1LBG30EA001;
       ACC;B1LBG33CF001AXQ01;B1LBG33CF001;XQ01;B1: Sealing Air Prehtr Flow 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr Flow 1;B1LBG30EA001;
       ACC;B1LBG33CF001BXQ01;B1LBG33CF002;XQ01;B1: Sealing Air Prehtr Flow 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr Flow 2;B1LBG30EA001;
       ACC;B1LBG33CF901XQ01;B1LBG33CF901;XQ01;B1: Sealing Air Prehtr Flow xtmr                                          ;xmtr;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr Flow;B1LBG30EA001;
       ACC;B1LBG33CP001XQ01;B1LBG33CP001;XQ01;B1: Sealing Air Prehtr Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr Press;B1LBG30EA001;
       ACC;B1LBG33CT001XQ01;B1LBG33CT001;XQ01;B1: Sealing Air Prehtr Temp xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B1: Sealing Air Prehtr Temp;B1LBG30EA001;
       ACC;B1LBG33CT002XQ01;B1LBG33CT002;XQ01;B1: Sealing Air Prehtr Pot Temp xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000002;NPE7-EAI-41XX-XXX-PP-XA-007604;NPE7-EAI-41XX-XXX-IM-XA-007653;;1;;;;;B2: Sealing Air Prehtr Pot B1LBG33 #1 Temp;B1LBG30EA001;
       ACC;B1LCA20CF901XQ01;B1LCA20CF901;XQ01;B1: ScrubStg1Que Flow xtmr                                          ;xmtr;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;NPE7-EAI-41XX-XXX-IM-XA-007652;;1;;;;;B1: ScrubStg1Que Flow;;
       ACC;B1LCA30AA301XB01;B1LCA30AA301;XB01;B1: Econr Cool Ckt By-pass IV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301XB02;B1LCA30AA301;XB02;B1: Econr Cool Ckt By-pass IV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301XB07;B1LCA30AA301;XB07;B1: Econr Cool Ckt By-pass IV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301XB23;B1LCA30AA301;XB23;B1: Econr Cool Ckt By-pass IV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301YB01;B1LCA30AA301;YB01;B1: Econr Cool Ckt By-pass IV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301YB02;B1LCA30AA301;YB02;B1: Econr Cool Ckt By-pass IV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB17;B1LCA30AA301;ZB17;B1: Econr Cool Ckt By-pass IV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB19;B1LCA30AA301;ZB19;B1: Econr Cool Ckt By-pass IV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB45;B1LCA30AA301;ZB45;B1: Econr Cool Ckt By-pass IV Release                                       Open;Release Open;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB46;B1LCA30AA301;ZB46;B1: Econr Cool Ckt By-pass IV Release                                       Close;Release Close;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB50;B1LCA30AA301;ZB50;B1: Econr Cool Ckt By-pass IV Drive                                         Ready;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA301ZB51;B1LCA30AA301;ZB51;B1: Econr Cool Ckt By-pass IV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Econr Cool Ckt By-pass IV;;
       ACC;B1LCA30AA302XB01;B1LCA30AA302;XB01;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302XB02;B1LCA30AA302;XB02;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302XB07;B1LCA30AA302;XB07;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302XB23;B1LCA30AA302;XB23;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302YB01;B1LCA30AA302;YB01;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302YB02;B1LCA30AA302;YB02;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302ZB17;B1LCA30AA302;ZB17;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
       ACC;B1LCA30AA302ZB19;B1LCA30AA302;ZB19;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000008;NPE7-EAI-41XX-XXX-PP-XA-007603;;;1;;;;;B1: Intmd Conds Htr to Econr Cool Ckt Pmps IV;;
