OWNER;POINTNAME;FLD_DEV;3_KKS;DESC;ACTIVE;INACTIVE;SIG_TYPE;SIG_LEVEL;PWR_SRC;LOCATION;IO_GROUP;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION;SOE;HIST;PID;LOGIC;HMI_SCREEN;MOD;REV;REV_COMMENT;REV_DATE;REMARKS;Typo;DESCRIPCIÓN;DESCRIPCIÓN ALTERNATIVA;
       ACC;A0GHB10AA301XB01;A0GHB10AA301;XB01;Svce Wtr Tnk Mkup Vlv Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Tnk Mkup Vlv;;
       ACC;A0GHB10AA301XB02;A0GHB10AA301;XB02;Svce Wtr Tnk Mkup Vlv Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Tnk Mkup Vlv;;
       ACC;A0GHB10AA301YB02;A0GHB10AA301;YB02;Svce Wtr Tnk Mkup Vlv Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Tnk Mkup Vlv;;
          ;A0GHB10CL001AXQ01;A0GHB10CL001;XQ01;Service Water Tank Lvl 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Service Water Tank Lvl 1;;
          ;A0GHB10CL001BXQ01;A0GHB10CL002;XQ01;Service Water Tank Lvl 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Service Water Tank Lvl 2;;
          ;A0GHB10CL901XQ01;A0GHB10CL901;XQ01;Service Water Tank Lvl xtmr                                          ;xmtr;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Service Water Tank Lvl;;
          ;A0GHB10EA002ZQ01;A0GHB10EA002;ZQ01;Emerg BlwDn Attemp Pumps Sel No. of Pmps                                   Ready & Auto;No. of pmps Ready & Auto;;AO;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pumps Sel;;
          ;A0GHB10EA002ZQ02;A0GHB10EA002;ZQ02;Emerg BlwDn Attemp Pumps Sel No. of Pmps                                   Running;No. of pmps Running;;AO;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pumps Sel;;
          ;A0GHB20CP001XQ01;A0GHB20CP001;XQ01;Svce Wtr Press Grp Inl Fltr DP xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp Inl Fltr DP;;
          ;A0GHB30BU001XB01;A0GHB30BU001;XB01;Svce Wtr Press Grp Pump1                                         Running;Pump1 Running;;DI;DC_24V;          ;          ;;;;;;;;;;;          ;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp;;
          ;A0GHB30BU001XB02;A0GHB30BU001;XB02;Svce Wtr Press Grp Pump2                                         Running;Pump2 Running;;DI;DC_24V;          ;          ;;;;;;;;;;;          ;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp;;
          ;A0GHB30BU001XB03;A0GHB30BU001;XB03;Svce Wtr Press Grp Pump3                                         Running;Pump3 Running;;DI;DC_24V;          ;          ;;;;;;;;;;;          ;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp;;
          ;A0GHB30BU001XB33;A0GHB30BU001;XB33;Svce Wtr Press Grp                                               n Anomaly;n Anomaly;;DI;DC_24V;          ;          ;;;;;;;;;;;          ;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp;;
          ;A0GHB30BU001YB45;A0GHB30BU001;YB45;Svce Wtr Press Grp Start                                         Permissive;Start Permissive;;DO;DC_24V;          ;          ;;;;;;;;;;;          ;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp;;
          ;A0GHB40CP001XQ01;A0GHB40CP001;XQ01;Svce Wtr Press Grp Outl Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Press Grp Outl Press;;
          ;A0GHB41CQ001XQ01;A0GHB41CQ001;XQ01;Svce Wtr Tnk Inl NaClO xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr Tnk Inl NaClO;;
       ACC;A0GHB44AA301XB01;A0GHB44AA301;XB01;B1: Svce Wtr to Proc Wtr Tnk Blr IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B1: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB44AA301XB02;A0GHB44AA301;XB02;B1: Svce Wtr to Proc Wtr Tnk Blr IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B1: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB44AA301YB02;A0GHB44AA301;YB02;B1: Svce Wtr to Proc Wtr Tnk Blr IV Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B1: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB44AA302XB01;A0GHB44AA302;XB01;B2: Svce Wtr to Proc Wtr Tnk Blr IV Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B2: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB44AA302XB02;A0GHB44AA302;XB02;B2: Svce Wtr to Proc Wtr Tnk Blr IV Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B2: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB44AA302YB02;A0GHB44AA302;YB02;B2: Svce Wtr to Proc Wtr Tnk Blr IV Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000019;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-IM-XA-000121;;1;;;;;B2: Svce Wtr to Proc Wtr Tnk Blr IV;;
       ACC;A0GHB55AA301XB01;A0GHB55AA301;XB01;Svce Wtr to Blr WstWtr Pit Vlv Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr to Blr WstWtr Pit Vlv;not found;
       ACC;A0GHB55AA301XB02;A0GHB55AA301;XB02;Svce Wtr to Blr WstWtr Pit Vlv Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr to Blr WstWtr Pit Vlv;not found;
       ACC;A0GHB55AA301YB02;A0GHB55AA301;YB02;Svce Wtr to Blr WstWtr Pit Vlv Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Svce Wtr to Blr WstWtr Pit Vlv;not found;
        PS;A0GHB81AP001XB01;A0GHB81AP001;XB01;Emerg BlwDn Attemp Pmp 1                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XB03;A0GHB81AP001;XB03;Emerg BlwDn Attemp Pmp 1 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XB04;A0GHB81AP001;XB04;Emerg BlwDn Attemp Pmp 1 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XB22;A0GHB81AP001;XB22;Emerg BlwDn Attemp Pmp 1 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XB25;A0GHB81AP001;XB25;Emerg BlwDn Attemp Pmp 1 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XN01;A0GHB81AP001;XN01;Emerg BlwDn Attemp Pmp 1 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001XQ11;A0GHB81AP001;XQ11;Emerg BlwDn Attemp Pmp 1 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001YB01;A0GHB81AP001;YB01;Emerg BlwDn Attemp Pmp 1 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001YB02;A0GHB81AP001;YB02;Emerg BlwDn Attemp Pmp 1 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
        PS;A0GHB81AP001YB09;A0GHB81AP001;YB09;Emerg BlwDn Attemp Pmp 1 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 1;;
          ;A0GHB81CP001XQ01;A0GHB81CP001;XQ01;Emerg BlwDn Attemp Pmp1 Suct Fltr DP xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp1 Suct Fltr DP;;
        PS;A0GHB82AP001XB01;A0GHB82AP001;XB01;Emerg BlwDn Attemp Pmp 2                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XB03;A0GHB82AP001;XB03;Emerg BlwDn Attemp Pmp 2 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XB04;A0GHB82AP001;XB04;Emerg BlwDn Attemp Pmp 2 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XB22;A0GHB82AP001;XB22;Emerg BlwDn Attemp Pmp 2 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XB25;A0GHB82AP001;XB25;Emerg BlwDn Attemp Pmp 2 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XN01;A0GHB82AP001;XN01;Emerg BlwDn Attemp Pmp 2 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001XQ11;A0GHB82AP001;XQ11;Emerg BlwDn Attemp Pmp 2 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001YB01;A0GHB82AP001;YB01;Emerg BlwDn Attemp Pmp 2 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001YB02;A0GHB82AP001;YB02;Emerg BlwDn Attemp Pmp 2 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
        PS;A0GHB82AP001YB09;A0GHB82AP001;YB09;Emerg BlwDn Attemp Pmp 2 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp 2;;
          ;A0GHB82CP001XQ01;A0GHB82CP001;XQ01;Emerg BlwDn Attemp Pmp2 Suct Fltr DP xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmp2 Suct Fltr DP;;
          ;A0GHB90CF001XQ01;A0GHB90CF001;XQ01;Emerg BlwDn Attemp Pmps Disch Flow xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmps Disch Flow;;
          ;A0GHB90CP001XQ01;A0GHB90CP001;XQ01;Emerg BlwDn Attemp Pmps Disch Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000004;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-IM-XA-007613;;1;;;;;Emerg BlwDn Attemp Pmps Disch Press;;
       ACC;B0GAA10CL001AXQ01;B0GAA10CL001;XQ01;Raw Wtr Pmps Pit Lvl 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Pit Lvl 1;;
       ACC;B0GAA10CL001BXQ01;B0GAA10CL002;XQ01;Raw Wtr Pmps Pit Lvl 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Pit Lvl 2;;
          ;B0GAA10CL901XQ01;B0GAA10CL901;XQ01;Raw Wtr Pmps Pit Lvl xtmr                                          ;xmtr;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Pit Lvl;;
RW Screening Supplier;B0GAA10GH001XB31;B0GAA10GH001;XB31;Raw Water Screening Interface No General                                    Alarm;No General Alarm;General Alarm;DI;DC_24V;         S;          ;;;;;;;;;;;       YES;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Water Screening Interface;;
RW Screening Supplier;B0GAA10GH001XB33;B0GAA10GH001;XB33;Raw Water Screening Interface PLC                                           n Fail;PLC n fail;PLC fail;DI;DC_24V;         S;          ;;;;;;;;;;;       YES;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Water Screening Interface;;
        PS;B0GAA20AA301XB01;B0GAA20AA301;XB01;Raw Wtr Pmps Fltr 1 Disch MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301XB02;B0GAA20AA301;XB02;Raw Wtr Pmps Fltr 1 Disch MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301XB07;B0GAA20AA301;XB07;Raw Wtr Pmps Fltr 1 Disch MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301XB23;B0GAA20AA301;XB23;Raw Wtr Pmps Fltr 1 Disch MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301YB01;B0GAA20AA301;YB01;Raw Wtr Pmps Fltr 1 Disch MOV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301YB02;B0GAA20AA301;YB02;Raw Wtr Pmps Fltr 1 Disch MOV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB17;B0GAA20AA301;ZB17;Raw Wtr Pmps Fltr 1 Disch MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB19;B0GAA20AA301;ZB19;Raw Wtr Pmps Fltr 1 Disch MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB45;B0GAA20AA301;ZB45;Raw Wtr Pmps Fltr 1 Disch MOV Release                                       Open;Release Open;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB46;B0GAA20AA301;ZB46;Raw Wtr Pmps Fltr 1 Disch MOV Release                                       Close;Release Close;;_empty_;;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB50;B0GAA20AA301;ZB50;Raw Wtr Pmps Fltr 1 Disch MOV Drive                                         Ready;Drive Ready;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA301ZB51;B0GAA20AA301;ZB51;Raw Wtr Pmps Fltr 1 Disch MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 1 Disch MOV;;
        PS;B0GAA20AA302XB01;B0GAA20AA302;XB01;Raw Wtr Pmps Fltr 2 Disch MOV FullyOp                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302XB02;B0GAA20AA302;XB02;Raw Wtr Pmps Fltr 2 Disch MOV FullyCl                                       ;;;DI;DC_24V;         S;;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302XB07;B0GAA20AA302;XB07;Raw Wtr Pmps Fltr 2 Disch MOV Actuator                                      Fault;;;DI;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302XB23;B0GAA20AA302;XB23;Raw Wtr Pmps Fltr 2 Disch MOV Actuator                                      Local Mode;;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302YB01;B0GAA20AA302;YB01;Raw Wtr Pmps Fltr 2 Disch MOV Op Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
