OWNER;POINTNAME;FLD_DEV;3_KKS; DESC;LONG DESC;ACTIVE;INACTIVE;EST;PRI;SIG_TYPE;SIG_LEVEL;PWR_SRC;NOMINAL POWER;LINE MONITORING;LOCATION;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION_SIGNAL;SOE;HIST;PID;LOGIC;SCHEM;HMI_SCREEN;Intelligent System;Signal Loss;Instrument Function;KKS_Junction Box;Explosion Protection;IS;IS_MODEL;IS_IN_TB_1;IS_IN_TB_2;IS_OUT_TB_1;IS_OUT_TB_2;CONTROLLER;CABINET_KKS;CARD_ID;CARD_TYPE;CARD_POINT_Nº;TA_MODEL;TA_TAG_ID;MC_ID;MC_TERM_STRIP_ID;TB_1;TB_2;TB_3;TB_4;STATUS OF TECHNICAL DATA;IN PAMELA;REMARKS;MOD;REV;REV_COMMENT;REV_DATE
EA-I&C;A0GHB10AA301XB01;A0GHB10AA301;XB01;Svce Wtr Tnk Mkup Vlv                       ;Service Water Tank Makeup Valve;Open;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB10AA301XB02;A0GHB10AA301;XB02;Svce Wtr Tnk Mkup Vlv                       ;Service Water Tank Makeup Valve;Closed;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB10AA301YB02;A0GHB10AA301;YB02;Svce Wtr Tnk Mkup Vlv                         ;Service Water Tank Makeup Valve;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB10CL001AXQ01;A0GHB10CL001A;XQ01;Service Water Tank Lvl 1                        ;Service Water Tank Level 1;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;LT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB10CL001BXQ01;A0GHB10CL001B;XQ01;Service Water Tank Lvl 2                        ;Service Water Tank Level 2;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;LT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB20CP001XQ01;A0GHB20CP001;XQ01;Svce Wtr Press Grp Inl Fltr DP                  ;Service Water Pressure Group Inlet Filter Differential Pressure;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Pressure Group Supplier;A0GHB30BU001XB01;A0GHB30BU001;XB01;Svce Wtr Press Grp                                   ;Service Water Pressure Group;Pump1 Running;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Pressure Group Supplier;A0GHB30BU001XB02;A0GHB30BU001;XB02;Svce Wtr Press Grp                                   ;Service Water Pressure Group;Pump2 Running;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Pressure Group Supplier;A0GHB30BU001XB03;A0GHB30BU001;XB03;Svce Wtr Press Grp                                   ;Service Water Pressure Group;Pump3 Running;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Pressure Group Supplier;A0GHB30BU001XB33;A0GHB30BU001;XB33;Svce Wtr Press Grp                                   ;Service Water Pressure Group;n Anomaly;Anomaly;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Pressure Group Supplier;A0GHB30BU001YB45;A0GHB30BU001;YB45;Svce Wtr Press Grp                                   ;Service Water Pressure Group;Start Permissive;;;;DO;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB40CP001XQ01;A0GHB40CP001;XQ01;Svce Wtr Press Grp Outl Press                   ;Service Water Pressure Group Outlet Pressure;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Sampling Supplier;A0GHB41CQ001XQ01;A0GHB41CQ001;XQ01;Svce Wtr Tnk Inl NaClO                          ;Service Water Tank Inlet Sodium Hypochlorite;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;QT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA301XB01;A0GHB44AA301;XB01;B1: Svce Wtr to Proc Wtr Tnk Blr IV         ;B1: Service Water to Process Water Tank Boiler Isolation Valve;Open;;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA301XB02;A0GHB44AA301;XB02;B1: Svce Wtr to Proc Wtr Tnk Blr IV         ;B1: Service Water to Process Water Tank Boiler Isolation Valve;Closed;;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA301YB02;A0GHB44AA301;YB02;B1: Svce Wtr to Proc Wtr Tnk Blr IV           ;B1: Service Water to Process Water Tank Boiler Isolation Valve;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA302XB01;A0GHB44AA302;XB01;B2: Svce Wtr to Proc Wtr Tnk Blr IV         ;B2: Service Water to Process Water Tank Boiler Isolation Valve;Open;;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA302XB02;A0GHB44AA302;XB02;B2: Svce Wtr to Proc Wtr Tnk Blr IV         ;B2: Service Water to Process Water Tank Boiler Isolation Valve;Closed;;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB44AA302YB02;A0GHB44AA302;YB02;B2: Svce Wtr to Proc Wtr Tnk Blr IV           ;B2: Service Water to Process Water Tank Boiler Isolation Valve;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000019 - Process Water;NPE7-EAI-41XX-XXX-PP-XA-000120;NPE7-EAI-41XX-XXX-PP-XA-007640;NPE7-EAI-41XX-XXX-IM-XA-000121;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB55AA301XB01;A0GHB55AA301;XB01;Svce Wtr to Blr WstWtr Pit Vlv              ;Service Water to Boiler Waste Water Pit Valve;Open;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB55AA301XB02;A0GHB55AA301;XB02;Svce Wtr to Blr WstWtr Pit Vlv              ;Service Water to Boiler Waste Water Pit Valve;Closed;;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB55AA301YB02;A0GHB55AA301;YB02;Svce Wtr to Blr WstWtr Pit Vlv                ;Service Water to Boiler Waste Water Pit Valve;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB81CP001XQ01;A0GHB81CP001;XQ01;Emerg BlwDn Attemp Pmp1 Suct Fltr DP            ;Emergency Blowdown Attemperation Pump 1 Suction Filter Differential Pressure;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB82CP001XQ01;A0GHB82CP001;XQ01;Emerg BlwDn Attemp Pmp2 Suct Fltr DP            ;Emergency Blowdown Attemperation Pump 2 Suction Filter Differential Pressure;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB90CF001XQ01;A0GHB90CF001;XQ01;Emerg BlwDn Attemp Pmps Disch Flow              ;Emergency Blowdown Attemperation Pumps Discharge Flow;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;FT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB90CP001XQ01;A0GHB90CP001;XQ01;Emerg BlwDn Attemp Pmps Disch Press             ;Emergency Blowdown Attemperation Pumps Discharge Pressure;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000004 - Service & Potable Water Distribution System;NPE7-EAI-41XX-XXX-PP-XA-007613;NPE7-EAI-41XX-XXX-PP-XA-007632;NPE7-EAI-41XX-XXX-IM-XA-007613;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB93AA401XQ13;A0GHB93AA401;XQ13;B1: Emerg BlwDn Attemp CV;Boiler 1: Emergency Blowdown Attemperation Control Valve;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB93AA401YQ01;A0GHB93AA401;YQ01;B1: Emerg BlwDn Attemp CV;Boiler 1: Emergency Blowdown Attemperation Control Valve;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB94AA401XQ13;A0GHB94AA401;XQ13;B2: Emerg BlwDn Attemp CV;Boiler 2: Emergency Blowdown Attemperation Control Valve;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB94AA401YQ01;A0GHB94AA401;YQ01;B2: Emerg BlwDn Attemp CV;Boiler 2: Emergency Blowdown Attemperation Control Valve;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB95AA401XQ13;A0GHB95AA401;XQ13;B1: Atm Blr BlwDn Tnk Lvl CV;Boiler 1: Atmospheric Boiler Blowdown Tank Level Control Valve               ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB95AA401YQ01;A0GHB95AA401;YQ01;B1: Atm Blr BlwDn Tnk Lvl CV;Boiler 1: Atmospheric Boiler Blowdown Tank Level Control Valve               ;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB96AA401XQ13;A0GHB96AA401;XQ13;B2: Atm Blr BlwDn Tnk Lvl CV ;Boiler 2: Atmospheric Boiler Blowdown Tank Level Control Valve               ;Position Ind;N/A;;;AI;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;A0GHB96AA401YQ01;A0GHB96AA401;YQ01;B2: Atm Blr BlwDn Tnk Lvl CV;Boiler 2: Atmospheric Boiler Blowdown Tank Level Control Valve               ;Position Demand;N/A;;;AO;4-20mA;         S;;;B0CRM02GH001;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41AC-XXX-PD-XA-000005 - Boiler Blowdown System;NPE7-EAI-41AC-XXX-PP-XA-007639;NPE7-EAI-41AC-XXX-PP-XA-007740;NPE7-EAI-41AC-XXX-IM-XA-007646;;Hold;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Clinical Waste Supplier;B0GA_10GH001XB31;B0GA_10GH001;XB31;Clinical Waste Interface;Clinical Waste Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;B0CRM01GH003;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;-;NPE7-EAI-41XX-XXX-PP-XA-007645;NPE7-EAI-41XX-XXX-PP-XA-007641;NPE7-EAI-41XX-XXX-IM-XA-007645;Clinical Waste Treatment System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Clinical Waste Supplier;B0GA_10GH001XB33;B0GA_10GH001;XB33;Clinical Waste Interface;Clinical Waste Interface;PLC n fail;PLC fail;;;DI;24VDC;         S;;;B0CRM01GH003;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;-;NPE7-EAI-41XX-XXX-PP-XA-007645;NPE7-EAI-41XX-XXX-PP-XA-007641;NPE7-EAI-41XX-XXX-IM-XA-007645;Clinical Waste Treatment System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0GAA10CL001AXQ01;B0GAA10CL001A;XQ01;Raw Wtr Pmps Pit Lvl 1                          ;Raw Water Pumps Pit Level 1;N/A;N/A;;;AI;4-20mA;         S;;;TBD;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;;Hold;LT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
EA-I&C;B0GAA10CL001BXQ01;B0GAA10CL001B;XQ01;Raw Wtr Pmps Pit Lvl 2                          ;Raw Water Pumps Pit Level 2;N/A;N/A;;;AI;4-20mA;         S;;;TBD;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;;Hold;LT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
RW Screening Supplier;B0GAA10GH001XB31;B0GAA10GH001;XB31;Raw Water Screening Interface;Raw Water Screening Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;TBD;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;Motorized Travelling EEL Screen Filter;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
RW Screening Supplier;B0GAA10GH001XB33;B0GAA10GH001;XB33;Raw Water Screening Interface;Raw Water Screening Interface;PLC n fail;PLC fail;;;DI;24VDC;         S;;;TBD;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;Motorized Travelling EEL Screen Filter;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
RW Screening Supplier;B0GAA20AA301XB01;B0GAA20AA301;XB01;Raw Wtr Pmps Fltr 1 Disch MOV                ;Raw Water Pumps Filter 1 Discharge Motor Operated Valve;Open;;;;DI;24VDC;         S;;;TBD;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
RW Screening Supplier;B0GAA20AA301XB02;B0GAA20AA301;XB02;Raw Wtr Pmps Fltr 1 Disch MOV                ;Raw Water Pumps Filter 1 Discharge Motor Operated Valve;Closed;;;;DI;24VDC;         S;;;TBD;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000013 - Raw Water;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-PP-XA-007636;NPE7-EAI-41XX-XXX-IM-XA-007614;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;To be located in the existing pumping station far away from the ERF building;A;P01;;24/03/2023
