OWNER;POINTNAME;FLD_DEV;3_KKS; DESC;LONG DESC;ACTIVE;INACTIVE;EST;PRI;SIG_TYPE;SIG_LEVEL;PWR_SRC;NOMINAL POWER;LINE MONITORING;LOCATION;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION_SIGNAL;SOE;HIST;PID;LOGIC;SCHEM;HMI_SCREEN;Intelligent System;Signal Loss;Instrument Function;KKS_Junction Box;Explosion Protection;IS;IS_MODEL;IS_IN_TB_1;IS_IN_TB_2;IS_OUT_TB_1;IS_OUT_TB_2;CONTROLLER;CABINET_KKS;CARD_ID;CARD_TYPE;CARD_POINT_Nº;TA_MODEL;TA_TAG_ID;MC_ID;MC_TERM_STRIP_ID;TB_1;TB_2;TB_3;TB_4;STATUS OF TECHNICAL DATA;IN PAMELA;REMARKS;MOD;REV;REV_COMMENT;REV_DATE
EA-I&C;B0NFA10CT001BXQ01;B0NFA10CT001B;XQ01;District Htg Exchr Fd Outl Temp 2               ;District Heating Exchanger Feed Outlet Temperature 2               ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH004;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301XB01;B0NFB10AA301;XB01;District Htg Exchr Fd Inl MOV                ;District Heating Exchanger Feed Inlet Motor Operated Valve                ;Open;;;;DI;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301XB02;B0NFB10AA301;XB02;District Htg Exchr Fd Inl MOV                ;District Heating Exchanger Feed Inlet Motor Operated Valve                ;Closed;;;;DI;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301XB07;B0NFB10AA301;XB07;District Htg Exchr Fd Inl MOV               ;District Heating Exchanger Feed Inlet Motor Operated Valve               ;Actuator Fault;;;;DI;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301XB23;B0NFB10AA301;XB23;District Htg Exchr Fd Inl MOV               ;District Heating Exchanger Feed Inlet Motor Operated Valve               ;Actuator Local Mode;;;;DI;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301YB01;B0NFB10AA301;YB01;District Htg Exchr Fd Inl MOV                 ;District Heating Exchanger Feed Inlet Motor Operated Valve                 ;Op Cmd;;;;DO;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10AA301YB02;B0NFB10AA301;YB02;District Htg Exchr Fd Inl MOV                 ;District Heating Exchanger Feed Inlet Motor Operated Valve                 ;Cl Cmd;;;;DO;24VDC;         S;;;B0CRM01GH004;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10CP001XQ01;B0NFB10CP001;XQ01;District Htg Exchr Fd Inl Press                 ;District Heating Exchanger Feed Inlet Pressure                 ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH004;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10CT001AXQ01;B0NFB10CT001A;XQ01;District Htg Exchr Fd Inl Temp 1                ;District Heating Exchanger Feed Inlet Temperature 1                ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH004;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0NFB10CT001BXQ01;B0NFB10CT001B;XQ01;District Htg Exchr Fd Inl Temp 2                ;District Heating Exchanger Feed Inlet Temperature 2                ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM01GH004;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000009 - District Heating;NPE7-EAI-41XX-XXX-PP-XA-008003;NPE7-EAI-41XX-XXX-PP-XA-008005;NPE7-EAI-41XX-XXX-IM-XA-008004;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGA10CP001AXQ01;B0PGA10CP001A;XQ01;CCW Pmps Com Hdr Disch Press 1                  ;Closed Cooling Water Pumps Common Header Discharge Pressure 1         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGA10CP001BXQ01;B0PGA10CP001B;XQ01;CCW Pmps Com Hdr Disch Press 2                  ;Closed Cooling Water Pumps Common Header Discharge Pressure 2         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGA13CP001XQ01;B0PGA13CP001;XQ01;CCW Expansion Tank Press                        ;Closed Cooling Water Expansion Tank Pressure            ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB10CT001XQ01;B0PGB10CT001;XQ01;Fin Fan Coolers Inlet Temp                      ;Fin Fan Coolers Inlet Temperature           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB13CP002AXQ01;B0PGB13CP002A;XQ01;CCW Pmps Com Hdr Inlet Press 1                  ;Closed Cooling Water Pumps Common Header Inlet Pressure 1         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB13CP002BXQ01;B0PGB13CP002B;XQ01;CCW Pmps Com Hdr Inlet Press 2                  ;Closed Cooling Water Pumps Common Header Inlet Pressure 2         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB13CT001AXQ01;B0PGB13CT001A;XQ01;Fin Fan Coolers Outl Temp 1                     ;Fin Fan Coolers Outlet Temperature 1           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;A;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB13CT001BXQ01;B0PGB13CT001B;XQ01;Fin Fan Coolers Outl Temp 2                     ;Fin Fan Coolers Outlet Temperature 2           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;B;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB25CT001XQ01;B0PGB25CT001;XQ01;Smplg Skid to Hot Wtr Rtn Temp                  ;Sampling Skid to Hot Water Return Temperature         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB31CT001XQ01;B0PGB31CT001;XQ01;Air Compr1 to Hot Wtr Rtn Temp                  ;Air Compressor 1 to Hot Water Return Temperature         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB32CT001XQ01;B0PGB32CT001;XQ01;Air Compr2 to Hot Wtr Rtn Temp                  ;Air Compressor 2 to Hot Water Return Temperature         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB33CT001XQ01;B0PGB33CT001;XQ01;Air Compr3 to Hot Wtr Rtn Temp                  ;Air Compressor 3 to Hot Water Return Temperature         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB41CT001XQ01;B0PGB41CT001;XQ01;HP FwP1 to Hot Wtr Rtn Temp                     ;HP Feedwater P1 to Hot Water Return Temperature           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB42CT001XQ01;B0PGB42CT001;XQ01;HP FwP2 to Hot Wtr Rtn Temp                     ;HP Feedwater P2 to Hot Water Return Temperature           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB43CT001XQ01;B0PGB43CT001;XQ01;HP FwP3 to Hot Wtr Rtn Temp                     ;HP Feedwater P3 to Hot Water Return Temperature           ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB51CT001XQ01;B0PGB51CT001;XQ01;CP1 to Hot Wtr Rtn Temp                         ;Condensate Pump 1 to Hot Water Return Temperature             ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB52CT001XQ01;B0PGB52CT001;XQ01;CP2 to Hot Wtr Rtn Temp                         ;Condensate Pump 2 to Hot Water Return Temperature             ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB61CT001XQ01;B0PGB61CT001;XQ01;Gen Cool1 to Hot Wtr Rtn Temp                   ;Generator Cooling 1 to Hot Water Return Temperature          ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB62CT001XQ01;B0PGB62CT001;XQ01;Gen Cool2 to Hot Wtr Rtn Temp                   ;Generator Cooling 2 to Hot Water Return Temperature          ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB63CT001XQ01;B0PGB63CT001;XQ01;Gen Cool3 to Hot Wtr Rtn Temp                   ;Generator Cooling 3 to Hot Water Return Temperature          ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB64CT001XQ01;B0PGB64CT001;XQ01;Gen Cool4 to Hot Wtr Rtn Temp                   ;Generator Cooling 4 to Hot Water Return Temperature          ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB70CT001XQ01;B0PGB70CT001;XQ01;LubO Cool Hdr to Hot Wtr Rtn Temp               ;Lube Oil Cooling Header to Hot Water Return Temperature        ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGB80CT001XQ01;B0PGB80CT001;XQ01;Main Xfmr to Hot Wtr Rtn Temp                   ;Main Transformer to Hot Water Return Temperature          ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;TT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGC11CP001XQ01;B0PGC11CP001;XQ01;CCW Pmp1 Suct Fltr DP                  ;Closed Cooling Water Pump 1 Suction Filter Differential Pressure         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
EA-I&C;B0PGC12CP001XQ01;B0PGC12CP001;XQ01;CCW Pmp2 Suct Fltr DP                  ;Closed Cooling Water Pump 2 Suction Filter Differential Pressure         ;N/A;N/A;;;AI;4-20mA;         S;;;B0CRM02GH002;;TBD;TBD;TBD;TBD;TBD;TBD;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000007 - Closed Cooling Water;NPE7-EAI-41XX-XXX-PP-XA-007611;NPE7-EAI-41XX-XXX-PP-XA-007630;NPE7-EAI-41XX-XXX-IM-XA-007612;;Hold;PT;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCB10GH001XB31;B0QCB10GH001;XB31;Corrosion Inhibitor Skid Interface;Corrosion Inhibitor Skid Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;B0CRM01GH003;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCB10GH001XB33;B0QCB10GH001;XB33;Corrosion Inhibitor Skid Interface;Corrosion Inhibitor Skid Interface;PLC n fail;PLC fail;;;DI;24VDC;         S;;;B0CRM01GH003;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCD10GH001XB31;B0QCD10GH001;XB31;Ammonia Skid Interface;Ammonia Skid Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCD10GH001XB33;B0QCD10GH001;XB33;Ammonia Skid Interface;Ammonia Skid Interface;PLC n fail;PLC fail;;;DI;24VDC;         S;;;B0CRM01GH002;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCF10GH001XB31;B0QCF10GH001;XB31;Sodium Hypochlorite Skid Interface;Sodium Hypochlorite Skid Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCF10GH001XB33;B0QCF10GH001;XB33;Sodium Hypochlorite Skid Interface;Sodium Hypochlorite Skid Interface;PLC n fail;PLC fail;;;DI;24VDC;         S;;;B0CRM01GH001;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
Chemical Dosing Supplier;B0QCL10GH001XB31;B0QCL10GH001;XB31;Propilenglycol Skid Interface;Propilenglycol Skid Interface;No General Alarm;General Alarm;;;DI;24VDC;         S;;;B0CRM01GH003;;N/A;N/A;N/A;N/A;N/A;N/A;;;YES;NPE7-EAI-41XX-XXX-PD-XA-000017 - Chemical Dosing;NPE7-EAI-41XX-XXX-PP-XA-007617;NPE7-EAI-41XX-XXX-PP-XA-007634;NPE7-EAI-41XX-XXX-IM-XA-007615;Chemical Dosing System;N/A;-;;TBD;TBD;;;;;;;;;;;;;;;;;;;Estimate;TBD;;A;P01;;24/03/2023
